Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Op-8-GenerateAvatar-6,1,3216,3216,3216,0.00,0.000%,.31095,0.09,0.11,292.0
Workflow-User-6,1,25793,25793,25793,0.00,0.000%,.03877,0.13,0.09,3366.0
Op-4-HideElement-18,1,3175,3175,3175,0.00,0.000%,.31496,0.09,0.13,292.0
Op-3-GetItems-1,1,25920,25920,25920,0.00,0.000%,.03858,0.05,0.01,1298.0
Op-5-ShowElement-18,1,3276,3276,3276,0.00,0.000%,.30525,0.09,0.11,292.0
Op-4-HideElement-1,1,3137,3137,3137,0.00,0.000%,.31878,0.09,0.13,292.0
Op-6-ChangeTextureColor-18,1,3185,3185,3185,0.00,0.000%,.31397,0.09,0.12,292.0
Op-5-ShowElement-1,1,3115,3115,3115,0.00,0.000%,.32103,0.09,0.12,292.0
Op-7-ChangeTextureMaterial-18,1,3788,3788,3788,0.00,0.000%,.26399,0.08,0.10,292.0
Op-2-GetAnimations-14,1,38487,38487,38487,0.00,0.000%,.02598,0.01,0.00,296.0
Op-6-ChangeTextureColor-1,1,3993,3993,3993,0.00,0.000%,.25044,0.07,0.09,292.0
Op-2-GetAnimations-23,1,41108,41108,41108,0.00,0.000%,.02433,0.01,0.00,296.0
Op-7-ChangeTextureMaterial-1,1,3227,3227,3227,0.00,0.000%,.30989,0.09,0.12,292.0
Op-2-GetAnimations-21,1,44211,44211,44211,0.00,0.000%,.02262,0.01,0.00,296.0
Op-8-GenerateAvatar-1,1,3222,3222,3222,0.00,0.000%,.31037,0.09,0.11,292.0
Workflow-User-1,1,45956,45956,45956,0.00,0.000%,.02176,0.07,0.05,3366.0
Op-2-GetAnimations-20,1,47420,47420,47420,0.00,0.000%,.02109,0.01,0.00,296.0
Op-4-HideElement-11,1,32150,32150,32150,0.00,0.000%,.03110,0.01,0.01,292.0
Op-3-GetItems-20,1,3226,3226,3226,0.00,0.000%,.30998,0.39,0.05,1298.0
Op-5-ShowElement-11,1,3356,3356,3356,0.00,0.000%,.29797,0.08,0.11,292.0
Op-4-HideElement-20,1,3005,3005,3005,0.00,0.000%,.33278,0.09,0.14,292.0
Op-2-GetAnimations-5,1,56315,56315,56315,0.00,0.000%,.01776,0.01,0.00,296.0
Op-5-ShowElement-20,1,3688,3688,3688,0.00,0.000%,.27115,0.08,0.10,292.0
Op-3-GetItems-23,1,16530,16530,16530,0.00,0.000%,.06050,0.08,0.01,1298.0
Op-2-GetAnimations-15,1,60665,60665,60665,0.00,0.000%,.01648,0.00,0.00,296.0
Op-4-HideElement-23,1,3187,3187,3187,0.00,0.000%,.31377,0.09,0.13,292.0
Op-3-GetItems-15,1,3267,3267,3267,0.00,0.000%,.30609,0.39,0.05,1298.0
Op-5-ShowElement-23,1,3087,3087,3087,0.00,0.000%,.32394,0.09,0.12,292.0
Op-2-GetAnimations-19,1,66928,66928,66928,0.00,0.000%,.01494,0.00,0.00,296.0
Op-6-ChangeTextureColor-23,1,3231,3231,3231,0.00,0.000%,.30950,0.09,0.12,292.0
Op-3-GetItems-19,1,3167,3167,3167,0.00,0.000%,.31576,0.40,0.05,1298.0
Op-7-ChangeTextureMaterial-23,1,3226,3226,3226,0.00,0.000%,.30998,0.09,0.12,292.0
Op-4-HideElement-19,1,3252,3252,3252,0.00,0.000%,.30750,0.09,0.13,292.0
Op-6-ChangeTextureColor-11,1,21886,21886,21886,0.00,0.000%,.04569,0.01,0.02,292.0
Op-5-ShowElement-19,1,3153,3153,3153,0.00,0.000%,.31716,0.09,0.12,292.0
Op-7-ChangeTextureMaterial-11,1,3212,3212,3212,0.00,0.000%,.31133,0.09,0.12,292.0
Op-6-ChangeTextureColor-19,1,3203,3203,3203,0.00,0.000%,.31221,0.09,0.12,292.0
Op-8-GenerateAvatar-11,1,3165,3165,3165,0.00,0.000%,.31596,0.09,0.11,292.0
Workflow-User-11,1,80548,80548,80548,0.00,0.000%,.01241,0.04,0.03,3366.0
Op-8-GenerateAvatar-18,1,46458,46458,46458,0.00,0.000%,.02152,0.01,0.01,292.0
Workflow-User-18,1,82931,82931,82931,0.00,0.000%,.01206,0.04,0.03,3366.0
Op-4-HideElement-15,1,19581,19581,19581,0.00,0.000%,.05107,0.01,0.02,292.0
Op-8-GenerateAvatar-23,1,15707,15707,15707,0.00,0.000%,.06367,0.02,0.02,292.0
Workflow-User-23,1,86080,86080,86080,0.00,0.000%,.01162,0.04,0.03,3366.0
Op-5-ShowElement-15,1,3003,3003,3003,0.00,0.000%,.33300,0.09,0.12,292.0
Op-6-ChangeTextureColor-20,1,31933,31933,31933,0.00,0.000%,.03132,0.01,0.01,292.0
Op-6-ChangeTextureColor-15,1,3374,3374,3374,0.00,0.000%,.29638,0.08,0.11,292.0
Op-7-ChangeTextureMaterial-20,1,3202,3202,3202,0.00,0.000%,.31230,0.09,0.12,292.0
Op-7-ChangeTextureMaterial-15,1,3224,3224,3224,0.00,0.000%,.31017,0.09,0.12,292.0
Op-8-GenerateAvatar-20,1,3307,3307,3307,0.00,0.000%,.30239,0.09,0.11,292.0
Workflow-User-20,1,95784,95784,95784,0.00,0.000%,.01044,0.03,0.02,3366.0
Op-8-GenerateAvatar-15,1,3160,3160,3160,0.00,0.000%,.31646,0.09,0.11,292.0
Workflow-User-15,1,96277,96277,96277,0.00,0.000%,.01039,0.03,0.02,3366.0
Op-3-GetItems-21,1,54549,54549,54549,0.00,0.000%,.01833,0.02,0.00,1298.0
Op-3-GetItems-2,1,96008,96008,96008,0.00,0.000%,.01042,0.01,0.00,1298.0
Op-4-HideElement-21,1,3185,3185,3185,0.00,0.000%,.31397,0.09,0.13,292.0
Op-2-GetAnimations-3,1,102993,102993,102993,0.00,0.000%,.00971,0.00,0.00,296.0
Op-5-ShowElement-21,1,3210,3210,3210,0.00,0.000%,.31153,0.09,0.11,292.0
Op-3-GetItems-3,1,3163,3163,3163,0.00,0.000%,.31616,0.40,0.05,1298.0
Op-2-GetAnimations-24,1,108194,108194,108194,0.00,0.000%,.00924,0.00,0.00,296.0
Op-4-HideElement-3,1,3035,3035,3035,0.00,0.000%,.32949,0.09,0.14,292.0
Op-3-GetItems-24,1,3027,3027,3027,0.00,0.000%,.33036,0.42,0.05,1298.0
Op-5-ShowElement-3,1,3273,3273,3273,0.00,0.000%,.30553,0.09,0.11,292.0
Op-6-ChangeTextureColor-21,1,9394,9394,9394,0.00,0.000%,.10645,0.03,0.04,292.0
Op-6-ChangeTextureColor-3,1,3099,3099,3099,0.00,0.000%,.32268,0.09,0.12,292.0
Op-7-ChangeTextureMaterial-21,1,3194,3194,3194,0.00,0.000%,.31309,0.09,0.12,292.0
Op-7-ChangeTextureMaterial-3,1,3150,3150,3150,0.00,0.000%,.31746,0.09,0.12,292.0
Op-8-GenerateAvatar-21,1,3205,3205,3205,0.00,0.000%,.31201,0.09,0.11,292.0
Workflow-User-21,1,120951,120951,120951,0.00,0.000%,.00827,0.03,0.02,3366.0
Op-8-GenerateAvatar-3,1,3216,3216,3216,0.00,0.000%,.31095,0.09,0.11,292.0
Workflow-User-3,1,121943,121943,121943,0.00,0.000%,.00820,0.03,0.02,3366.0
Op-2-GetAnimations-10,1,124807,124807,124807,0.00,0.000%,.00801,0.00,0.00,296.0
Op-2-GetAnimations-13,1,124916,124916,124916,0.00,0.000%,.00801,0.00,0.00,296.0
Op-3-GetItems-10,1,3254,3254,3254,0.00,0.000%,.30731,0.39,0.05,1298.0
Op-3-GetItems-13,1,3484,3484,3484,0.00,0.000%,.28703,0.36,0.04,1298.0
Op-4-HideElement-10,1,3211,3211,3211,0.00,0.000%,.31143,0.09,0.13,292.0
Op-4-HideElement-13,1,3343,3343,3343,0.00,0.000%,.29913,0.09,0.12,292.0
Op-5-ShowElement-10,1,4328,4328,4328,0.00,0.000%,.23105,0.07,0.08,292.0
Op-2-GetAnimations-12,1,136208,136208,136208,0.00,0.000%,.00734,0.00,0.00,296.0
Op-5-ShowElement-13,1,4753,4753,4753,0.00,0.000%,.21039,0.06,0.08,292.0
Op-3-GetItems-12,1,3335,3335,3335,0.00,0.000%,.29985,0.38,0.05,1298.0
Op-2-GetAnimations-4,1,140008,140008,140008,0.00,0.000%,.00714,0.00,0.00,296.0
Op-4-HideElement-12,1,3149,3149,3149,0.00,0.000%,.31756,0.09,0.13,292.0
Op-3-GetItems-4,1,3192,3192,3192,0.00,0.000%,.31328,0.40,0.05,1298.0
Op-5-ShowElement-12,1,3142,3142,3142,0.00,0.000%,.31827,0.09,0.12,292.0
Op-4-HideElement-4,1,3187,3187,3187,0.00,0.000%,.31377,0.09,0.13,292.0
Op-6-ChangeTextureColor-10,1,14524,14524,14524,0.00,0.000%,.06885,0.02,0.03,292.0
Op-2-GetAnimations-8,1,150678,150678,150678,0.00,0.000%,.00664,0.00,0.00,296.0
Op-5-ShowElement-4,1,4650,4650,4650,0.00,0.000%,.21505,0.06,0.08,292.0
Op-3-GetItems-8,1,3235,3235,3235,0.00,0.000%,.30912,0.39,0.05,1298.0
Op-6-ChangeTextureColor-4,1,3342,3342,3342,0.00,0.000%,.29922,0.09,0.11,292.0
Op-4-HideElement-8,1,3386,3386,3386,0.00,0.000%,.29533,0.08,0.12,292.0
Op-2-GetAnimations-25,1,156704,156704,156704,0.00,0.000%,.00638,0.00,0.00,296.0
Op-3-GetItems-25,1,2961,2961,2961,0.00,0.000%,.33772,0.43,0.05,1298.0
Op-5-ShowElement-8,1,3079,3079,3079,0.00,0.000%,.32478,0.09,0.12,292.0
Op-6-ChangeTextureColor-13,1,27869,27869,27869,0.00,0.000%,.03588,0.01,0.01,292.0
Op-6-ChangeTextureColor-8,1,4635,4635,4635,0.00,0.000%,.21575,0.06,0.08,292.0
Op-4-HideElement-25,1,4740,4740,4740,0.00,0.000%,.21097,0.06,0.09,292.0
Op-5-ShowElement-25,1,2930,2930,2930,0.00,0.000%,.34130,0.10,0.12,292.0
Op-2-GetAnimations-17,1,167807,167807,167807,0.00,0.000%,.00596,0.00,0.00,296.0
Op-3-GetItems-17,1,4464,4464,4464,0.00,0.000%,.22401,0.28,0.03,1298.0
Op-2-GetAnimations-16,1,172347,172347,172347,0.00,0.000%,.00580,0.00,0.00,296.0
Op-6-ChangeTextureColor-25,1,4669,4669,4669,0.00,0.000%,.21418,0.06,0.08,292.0
Op-3-GetItems-14,1,138398,138398,138398,0.00,0.000%,.00723,0.01,0.00,1298.0
Op-3-GetItems-5,1,121087,121087,121087,0.00,0.000%,.00826,0.01,0.00,1298.0
Op-4-HideElement-17,1,4713,4713,4713,0.00,0.000%,.21218,0.06,0.09,292.0
Op-5-ShowElement-17,1,2837,2837,2837,0.00,0.000%,.35249,0.10,0.13,292.0
Op-4-HideElement-5,1,3162,3162,3162,0.00,0.000%,.31626,0.09,0.13,292.0
Op-6-ChangeTextureColor-17,1,3092,3092,3092,0.00,0.000%,.32342,0.09,0.12,292.0
Op-5-ShowElement-5,1,3158,3158,3158,0.00,0.000%,.31666,0.09,0.12,292.0
Op-7-ChangeTextureMaterial-17,1,3162,3162,3162,0.00,0.000%,.31626,0.09,0.12,292.0
Op-6-ChangeTextureColor-5,1,3123,3123,3123,0.00,0.000%,.32020,0.09,0.12,292.0
Op-8-GenerateAvatar-17,1,2958,2958,2958,0.00,0.000%,.33807,0.10,0.12,292.0
Workflow-User-17,1,189036,189036,189036,0.00,0.000%,.00529,0.02,0.01,3366.0
Op-7-ChangeTextureMaterial-5,1,3157,3157,3157,0.00,0.000%,.31676,0.09,0.12,292.0
Op-4-HideElement-14,1,15343,15343,15343,0.00,0.000%,.06518,0.02,0.03,292.0
Op-8-GenerateAvatar-5,1,3051,3051,3051,0.00,0.000%,.32776,0.09,0.12,292.0
Workflow-User-5,1,193065,193065,193065,0.00,0.000%,.00518,0.02,0.01,3366.0
Op-5-ShowElement-14,1,2950,2950,2950,0.00,0.000%,.33898,0.10,0.12,292.0
Op-4-HideElement-24,1,84437,84437,84437,0.00,0.000%,.01184,0.00,0.00,292.0
Op-7-ChangeTextureMaterial-4,1,44267,44267,44267,0.00,0.000%,.02259,0.01,0.01,292.0
Op-5-ShowElement-24,1,3209,3209,3209,0.00,0.000%,.31162,0.09,0.11,292.0
Op-8-GenerateAvatar-4,1,3327,3327,3327,0.00,0.000%,.30057,0.09,0.11,292.0
Workflow-User-4,1,201995,201995,201995,0.00,0.000%,.00495,0.02,0.01,3366.0
Op-6-ChangeTextureColor-24,1,3108,3108,3108,0.00,0.000%,.32175,0.09,0.12,292.0
Op-4-HideElement-2,1,105425,105425,105425,0.00,0.000%,.00949,0.00,0.00,292.0
Op-7-ChangeTextureMaterial-24,1,3130,3130,3130,0.00,0.000%,.31949,0.09,0.12,292.0
Op-5-ShowElement-2,1,3070,3070,3070,0.00,0.000%,.32573,0.09,0.12,292.0
Op-6-ChangeTextureColor-14,1,13629,13629,13629,0.00,0.000%,.07337,0.02,0.03,292.0
Op-6-ChangeTextureColor-2,1,2977,2977,2977,0.00,0.000%,.33591,0.10,0.13,292.0
Op-7-ChangeTextureMaterial-14,1,3237,3237,3237,0.00,0.000%,.30893,0.09,0.12,292.0
Op-7-ChangeTextureMaterial-2,1,3214,3214,3214,0.00,0.000%,.31114,0.09,0.12,292.0
Op-8-GenerateAvatar-14,1,3140,3140,3140,0.00,0.000%,.31847,0.09,0.11,292.0
Workflow-User-14,1,215186,215186,215186,0.00,0.000%,.00465,0.02,0.01,3366.0
Op-8-GenerateAvatar-2,1,3263,3263,3263,0.00,0.000%,.30647,0.09,0.11,292.0
Workflow-User-2,1,217844,217844,217844,0.00,0.000%,.00459,0.02,0.01,3366.0
Op-7-ChangeTextureMaterial-8,1,53481,53481,53481,0.00,0.000%,.01870,0.01,0.01,292.0
Op-7-ChangeTextureMaterial-25,1,48349,48349,48349,0.00,0.000%,.02068,0.01,0.01,292.0
Op-8-GenerateAvatar-8,1,2932,2932,2932,0.00,0.000%,.34106,0.10,0.12,292.0
Workflow-User-8,1,221428,221428,221428,0.00,0.000%,.00452,0.01,0.01,3366.0
Op-8-GenerateAvatar-25,1,2928,2928,2928,0.00,0.000%,.34153,0.10,0.12,292.0
Workflow-User-25,1,223283,223283,223283,0.00,0.000%,.00448,0.01,0.01,3366.0
Op-2-GetAnimations-9,1,224541,224541,224541,0.00,0.000%,.00445,0.00,0.00,296.0
Op-3-GetItems-16,1,54310,54310,54310,0.00,0.000%,.01841,0.02,0.00,1298.0
Op-3-GetItems-9,1,3036,3036,3036,0.00,0.000%,.32938,0.42,0.05,1298.0
Op-4-HideElement-16,1,3146,3146,3146,0.00,0.000%,.31786,0.09,0.13,292.0
Op-4-HideElement-9,1,3034,3034,3034,0.00,0.000%,.32960,0.09,0.14,292.0
Op-5-ShowElement-16,1,4407,4407,4407,0.00,0.000%,.22691,0.06,0.08,292.0
Op-5-ShowElement-9,1,4095,4095,4095,0.00,0.000%,.24420,0.07,0.09,292.0
Op-7-ChangeTextureMaterial-10,1,84961,84961,84961,0.00,0.000%,.01177,0.00,0.00,292.0
Op-6-ChangeTextureColor-9,1,3086,3086,3086,0.00,0.000%,.32404,0.09,0.12,292.0
Op-2-GetAnimations-7,1,238010,238010,238010,0.00,0.000%,.00420,0.00,0.00,296.0
Op-7-ChangeTextureMaterial-9,1,2960,2960,2960,0.00,0.000%,.33784,0.10,0.13,292.0
Op-3-GetItems-7,1,3005,3005,3005,0.00,0.000%,.33278,0.42,0.05,1298.0
Op-8-GenerateAvatar-9,1,2862,2862,2862,0.00,0.000%,.34941,0.10,0.12,292.0
Workflow-User-9,1,243617,243617,243617,0.00,0.000%,.00410,0.01,0.01,3366.0
Op-4-HideElement-7,1,2945,2945,2945,0.00,0.000%,.33956,0.10,0.14,292.0
Op-6-ChangeTextureColor-12,1,100541,100541,100541,0.00,0.000%,.00995,0.00,0.00,292.0
Op-5-ShowElement-7,1,3099,3099,3099,0.00,0.000%,.32268,0.09,0.12,292.0
Op-8-GenerateAvatar-10,1,14251,14251,14251,0.00,0.000%,.07017,0.02,0.02,292.0
Workflow-User-10,1,249339,249339,249339,0.00,0.000%,.00401,0.01,0.01,3366.0
Op-6-ChangeTextureColor-7,1,2818,2818,2818,0.00,0.000%,.35486,0.10,0.13,292.0
Op-7-ChangeTextureMaterial-12,1,5924,5924,5924,0.00,0.000%,.16880,0.05,0.07,292.0
Op-7-ChangeTextureMaterial-7,1,2918,2918,2918,0.00,0.000%,.34270,0.10,0.13,292.0
Op-4-HideElement-22,1,245074,245074,245074,0.00,0.000%,.00408,0.00,0.00,292.0
Op-8-GenerateAvatar-7,1,2946,2946,2946,0.00,0.000%,.33944,0.10,0.12,292.0
Workflow-User-7,1,255751,255751,255751,0.00,0.000%,.00391,0.01,0.01,3366.0
Op-5-ShowElement-22,1,2824,2824,2824,0.00,0.000%,.35411,0.10,0.13,292.0
Op-7-ChangeTextureMaterial-19,1,178862,178862,178862,0.00,0.000%,.00559,0.00,0.00,292.0
Op-6-ChangeTextureColor-22,1,3007,3007,3007,0.00,0.000%,.33256,0.09,0.13,292.0
Op-8-GenerateAvatar-19,1,2823,2823,2823,0.00,0.000%,.35423,0.10,0.13,292.0
Workflow-User-19,1,261391,261391,261391,0.00,0.000%,.00383,0.01,0.01,3366.0
Op-7-ChangeTextureMaterial-22,1,2889,2889,2889,0.00,0.000%,.34614,0.10,0.13,292.0
Op-8-GenerateAvatar-24,1,59485,59485,59485,0.00,0.000%,.01681,0.00,0.01,292.0
Workflow-User-24,1,264593,264593,264593,0.00,0.000%,.00378,0.01,0.01,3366.0
Op-8-GenerateAvatar-22,1,2821,2821,2821,0.00,0.000%,.35448,0.10,0.13,292.0
Workflow-User-22,1,266495,266495,266495,0.00,0.000%,.00375,0.01,0.01,3366.0
Op-7-ChangeTextureMaterial-13,1,103625,103625,103625,0.00,0.000%,.00965,0.00,0.00,292.0
Op-6-ChangeTextureColor-16,1,35780,35780,35780,0.00,0.000%,.02795,0.01,0.01,292.0
Op-8-GenerateAvatar-13,1,2831,2831,2831,0.00,0.000%,.35323,0.10,0.13,292.0
Workflow-User-13,1,270824,270824,270824,0.00,0.000%,.00369,0.01,0.01,3366.0
Op-7-ChangeTextureMaterial-16,1,2785,2785,2785,0.00,0.000%,.35907,0.10,0.14,292.0
Op-8-GenerateAvatar-12,1,22380,22380,22380,0.00,0.000%,.04468,0.01,0.02,292.0
Workflow-User-12,1,274682,274682,274682,0.00,0.000%,.00364,0.01,0.01,3366.0
Op-8-GenerateAvatar-16,1,2700,2700,2700,0.00,0.000%,.37037,0.11,0.13,292.0
Workflow-User-16,1,275478,275478,275478,0.00,0.000%,.00363,0.01,0.01,3366.0
TOTAL,225,40713,2,275478,71748.33,0.000%,.81498,0.60,0.42,748.0
