Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Op-3-GetItems-2,1,86991,86991,86991,86991,86991,86991,86991,0.000%,.01150,0.01,0.00
Op-2-GetAnimations-11,1,106063,106063,106063,106063,106063,106063,106063,0.000%,.00943,0.00,0.00
Op-2-GetAnimations-14,1,106787,106787,106787,106787,106787,106787,106787,0.000%,.00936,0.00,0.00
Op-2-GetAnimations-70,1,106835,106835,106835,106835,106835,106835,106835,0.000%,.00936,0.00,0.00
Op-2-GetAnimations-8,1,107501,107501,107501,107501,107501,107501,107501,0.000%,.00930,0.00,0.00
Op-2-GetAnimations-71,1,107169,107169,107169,107169,107169,107169,107169,0.000%,.00933,0.00,0.00
Op-2-GetAnimations-40,1,110763,110763,110763,110763,110763,110763,110763,0.000%,.00903,0.00,0.00
Op-3-GetItems-71,1,11359,11359,11359,11359,11359,11359,11359,0.000%,.08804,0.11,0.01
Op-2-GetAnimations-41,1,119201,119201,119201,119201,119201,119201,119201,0.000%,.00839,0.00,0.00
Op-3-GetItems-44,1,39841,39841,39841,39841,39841,39841,39841,0.000%,.02510,0.03,0.00
Op-4-HideElement-3,1,69553,69553,69553,69553,69553,69553,69553,0.000%,.01438,0.00,0.01
Op-2-GetAnimations-16,1,120772,120772,120772,120772,120772,120772,120772,0.000%,.00828,0.00,0.00
Op-3-GetItems-14,1,16181,16181,16181,16181,16181,16181,16181,0.000%,.06180,0.08,0.01
Op-4-HideElement-33,1,43741,43741,43741,43741,43741,43741,43741,0.000%,.02286,0.01,0.01
Op-2-GetAnimations-52,1,130791,130791,130791,130791,130791,130791,130791,0.000%,.00765,0.00,0.00
Op-2-GetAnimations-17,1,132530,132530,132530,132530,132530,132530,132530,0.000%,.00755,0.00,0.00
Op-3-GetItems-34,1,96299,96299,96299,96299,96299,96299,96299,0.000%,.01038,0.01,0.00
Op-3-GetItems-16,1,15478,15478,15478,15478,15478,15478,15478,0.000%,.06461,0.08,0.01
Op-2-GetAnimations-56,1,135907,135907,135907,135907,135907,135907,135907,0.000%,.00736,0.00,0.00
Op-2-GetAnimations-50,1,136450,136450,136450,136450,136450,136450,136450,0.000%,.00733,0.00,0.00
Op-4-HideElement-45,1,89653,89653,89653,89653,89653,89653,89653,0.000%,.01115,0.00,0.00
Op-5-ShowElement-33,1,17483,17483,17483,17483,17483,17483,17483,0.000%,.05720,0.01,0.02
Op-2-GetAnimations-5,1,143584,143584,143584,143584,143584,143584,143584,0.000%,.00696,0.00,0.00
Op-2-GetAnimations-22,1,146092,146092,146092,146092,146092,146092,146092,0.000%,.00685,0.00,0.00
Op-3-GetItems-17,1,14930,14930,14930,14930,14930,14930,14930,0.000%,.06698,0.08,0.01
Op-4-HideElement-16,1,11419,11419,11419,11419,11419,11419,11419,0.000%,.08757,0.02,0.03
Op-2-GetAnimations-24,1,154397,154397,154397,154397,154397,154397,154397,0.000%,.00648,0.00,0.00
Op-4-HideElement-64,1,102705,102705,102705,102705,102705,102705,102705,0.000%,.00974,0.00,0.00
Op-3-GetItems-55,1,59310,59310,59310,59310,59310,59310,59310,0.000%,.01686,0.02,0.00
Op-4-HideElement-2,1,58328,58328,58328,58328,58328,58328,58328,0.000%,.01714,0.00,0.01
Op-3-GetItems-32,1,134253,134253,134253,134253,134253,134253,134253,0.000%,.00745,0.01,0.00
Op-3-GetItems-20,1,73138,73138,73138,73138,73138,73138,73138,0.000%,.01367,0.02,0.00
Op-3-GetItems-72,1,92252,92252,92252,92252,92252,92252,92252,0.000%,.01084,0.01,0.00
Op-2-GetAnimations-61,1,165693,165693,165693,165693,165693,165693,165693,0.000%,.00604,0.00,0.00
Op-4-HideElement-13,1,127428,127428,127428,127428,127428,127428,127428,0.000%,.00785,0.00,0.00
Op-5-ShowElement-57,1,72102,72102,72102,72102,72102,72102,72102,0.000%,.01387,0.00,0.00
Op-3-GetItems-11,1,62896,62896,62896,62896,62896,62896,62896,0.000%,.01590,0.02,0.00
Op-3-GetItems-31,1,113006,113006,113006,113006,113006,113006,113006,0.000%,.00885,0.01,0.00
Op-2-GetAnimations-7,1,170730,170730,170730,170730,170730,170730,170730,0.000%,.00586,0.00,0.00
Op-2-GetAnimations-15,1,177350,177350,177350,177350,177350,177350,177350,0.000%,.00564,0.00,0.00
Op-5-ShowElement-13,1,13852,13852,13852,13852,13852,13852,13852,0.000%,.07219,0.02,0.02
Op-3-GetItems-21,1,124806,124806,124806,124806,124806,124806,124806,0.000%,.00801,0.01,0.00
Op-3-GetItems-61,1,16536,16536,16536,16536,16536,16536,16536,0.000%,.06047,0.07,0.01
Op-3-GetItems-22,1,38423,38423,38423,38423,38423,38423,38423,0.000%,.02603,0.03,0.00
Op-5-ShowElement-74,1,108221,108221,108221,108221,108221,108221,108221,0.000%,.00924,0.00,0.00
Op-2-GetAnimations-25,1,186127,186127,186127,186127,186127,186127,186127,0.000%,.00537,0.00,0.00
Op-2-GetAnimations-66,1,186650,186650,186650,186650,186650,186650,186650,0.000%,.00536,0.00,0.00
Op-3-GetItems-59,1,116930,116930,116930,116930,116930,116930,116930,0.000%,.00855,0.01,0.00
Op-2-GetAnimations-9,1,191614,191614,191614,191614,191614,191614,191614,0.000%,.00522,0.00,0.00
Op-2-GetAnimations-38,1,197382,197382,197382,197382,197382,197382,197382,0.000%,.00507,0.00,0.00
Op-3-GetItems-66,1,12186,12186,12186,12186,12186,12186,12186,0.000%,.08206,0.10,0.01
Op-2-GetAnimations-27,1,200181,200181,200181,200181,200181,200181,200181,0.000%,.00500,0.00,0.00
Op-4-HideElement-22,1,16697,16697,16697,16697,16697,16697,16697,0.000%,.05989,0.01,0.02
Op-3-GetItems-1,1,188106,188106,188106,188106,188106,188106,188106,0.000%,.00532,0.01,0.00
Op-3-GetItems-5,1,59520,59520,59520,59520,59520,59520,59520,0.000%,.01680,0.02,0.00
Op-3-GetItems-18,1,133303,133303,133303,133303,133303,133303,133303,0.000%,.00750,0.01,0.00
Op-5-ShowElement-45,1,68121,68121,68121,68121,68121,68121,68121,0.000%,.01468,0.00,0.00
Op-3-GetItems-47,1,173855,173855,173855,173855,173855,173855,173855,0.000%,.00575,0.01,0.00
Op-2-GetAnimations-48,1,210464,210464,210464,210464,210464,210464,210464,0.000%,.00475,0.00,0.00
Op-6-ChangeTextureColor-13,1,30561,30561,30561,30561,30561,30561,30561,0.000%,.03272,0.01,0.01
Op-3-GetItems-29,1,176906,176906,176906,176906,176906,176906,176906,0.000%,.00565,0.01,0.00
Op-3-GetItems-8,1,108328,108328,108328,108328,108328,108328,108328,0.000%,.00923,0.01,0.00
Op-3-GetItems-38,1,21343,21343,21343,21343,21343,21343,21343,0.000%,.04685,0.06,0.01
Op-2-GetAnimations-49,1,219844,219844,219844,219844,219844,219844,219844,0.000%,.00455,0.00,0.00
Op-2-GetAnimations-39,1,222355,222355,222355,222355,222355,222355,222355,0.000%,.00450,0.00,0.00
Op-4-HideElement-21,1,40894,40894,40894,40894,40894,40894,40894,0.000%,.02445,0.01,0.01
Op-4-HideElement-17,1,82223,82223,82223,82223,82223,82223,82223,0.000%,.01216,0.00,0.00
Op-2-GetAnimations-46,1,230809,230809,230809,230809,230809,230809,230809,0.000%,.00433,0.00,0.00
Op-4-HideElement-10,1,151503,151503,151503,151503,151503,151503,151503,0.000%,.00660,0.00,0.00
Op-2-GetAnimations-75,1,232488,232488,232488,232488,232488,232488,232488,0.000%,.00430,0.00,0.00
Op-4-HideElement-29,1,19631,19631,19631,19631,19631,19631,19631,0.000%,.05094,0.01,0.02
Op-4-HideElement-47,1,23699,23699,23699,23699,23699,23699,23699,0.000%,.04220,0.01,0.02
Op-3-GetItems-48,1,23451,23451,23451,23451,23451,23451,23451,0.000%,.04264,0.05,0.01
Op-3-GetItems-51,1,186701,186701,186701,186701,186701,186701,186701,0.000%,.00536,0.01,0.00
Op-3-GetItems-15,1,68586,68586,68586,68586,68586,68586,68586,0.000%,.01458,0.02,0.00
Op-2-GetAnimations-63,1,246358,246358,246358,246358,246358,246358,246358,0.000%,.00406,0.00,0.00
Op-2-GetAnimations-35,1,247211,247211,247211,247211,247211,247211,247211,0.000%,.00405,0.00,0.00
Op-3-GetItems-73,1,165338,165338,165338,165338,165338,165338,165338,0.000%,.00605,0.01,0.00
Op-2-GetAnimations-36,1,249765,249765,249765,249765,249765,249765,249765,0.000%,.00400,0.00,0.00
Op-4-HideElement-14,1,127692,127692,127692,127692,127692,127692,127692,0.000%,.00783,0.00,0.00
Op-3-GetItems-9,1,59777,59777,59777,59777,59777,59777,59777,0.000%,.01673,0.02,0.00
Op-4-HideElement-71,1,132689,132689,132689,132689,132689,132689,132689,0.000%,.00754,0.00,0.00
Op-5-ShowElement-16,1,116870,116870,116870,116870,116870,116870,116870,0.000%,.00856,0.00,0.00
Op-7-ChangeTextureMaterial-13,1,53484,53484,53484,53484,53484,53484,53484,0.000%,.01870,0.00,0.01
Op-5-ShowElement-3,1,145285,145285,145285,145285,145285,145285,145285,0.000%,.00688,0.00,0.00
Op-3-GetItems-23,1,238643,238643,238643,238643,238643,238643,238643,0.000%,.00419,0.01,0.00
Op-5-ShowElement-2,1,110120,110120,110120,110120,110120,110120,110120,0.000%,.00908,0.00,0.00
Op-5-ShowElement-17,1,37312,37312,37312,37312,37312,37312,37312,0.000%,.02680,0.01,0.01
Op-3-GetItems-54,1,206835,206835,206835,206835,206835,206835,206835,0.000%,.00483,0.01,0.00
Op-3-GetItems-42,1,189979,189979,189979,189979,189979,189979,189979,0.000%,.00526,0.01,0.00
Op-3-GetItems-41,1,150705,150705,150705,150705,150705,150705,150705,0.000%,.00664,0.01,0.00
Op-5-ShowElement-21,1,55974,55974,55974,55974,55974,55974,55974,0.000%,.01787,0.00,0.01
Op-3-GetItems-69,1,237051,237051,237051,237051,237051,237051,237051,0.000%,.00422,0.01,0.00
Op-3-GetItems-65,1,253661,253661,253661,253661,253661,253661,253661,0.000%,.00394,0.00,0.00
Op-3-GetItems-36,1,32069,32069,32069,32069,32069,32069,32069,0.000%,.03118,0.04,0.00
Op-4-HideElement-66,1,83877,83877,83877,83877,83877,83877,83877,0.000%,.01192,0.00,0.00
Op-3-GetItems-70,1,176088,176088,176088,176088,176088,176088,176088,0.000%,.00568,0.01,0.00
Op-4-HideElement-73,1,36471,36471,36471,36471,36471,36471,36471,0.000%,.02742,0.01,0.01
Op-3-GetItems-56,1,149419,149419,149419,149419,149419,149419,149419,0.000%,.00669,0.01,0.00
Op-5-ShowElement-47,1,55411,55411,55411,55411,55411,55411,55411,0.000%,.01805,0.00,0.01
Op-3-GetItems-39,1,69039,69039,69039,69039,69039,69039,69039,0.000%,.01448,0.02,0.00
Op-4-HideElement-23,1,30879,30879,30879,30879,30879,30879,30879,0.000%,.03238,0.01,0.01
Op-6-ChangeTextureColor-45,1,90678,90678,90678,90678,90678,90678,90678,0.000%,.01103,0.00,0.00
Op-3-GetItems-75,1,64720,64720,64720,64720,64720,64720,64720,0.000%,.01545,0.02,0.00
Op-5-ShowElement-73,1,12330,12330,12330,12330,12330,12330,12330,0.000%,.08110,0.02,0.03
Op-6-ChangeTextureColor-17,1,33017,33017,33017,33017,33017,33017,33017,0.000%,.03029,0.01,0.01
Op-3-GetItems-25,1,114672,114672,114672,114672,114672,114672,114672,0.000%,.00872,0.01,0.00
Op-4-HideElement-42,1,35538,35538,35538,35538,35538,35538,35538,0.000%,.02814,0.01,0.01
Op-2-GetAnimations-68,1,307377,307377,307377,307377,307377,307377,307377,0.000%,.00325,0.00,0.00
Op-3-GetItems-35,1,62339,62339,62339,62339,62339,62339,62339,0.000%,.01604,0.02,0.00
Op-5-ShowElement-23,1,14132,14132,14132,14132,14132,14132,14132,0.000%,.07076,0.02,0.02
Op-5-ShowElement-71,1,60166,60166,60166,60166,60166,60166,60166,0.000%,.01662,0.00,0.01
Op-3-GetItems-40,1,202107,202107,202107,202107,202107,202107,202107,0.000%,.00495,0.01,0.00
Op-4-HideElement-18,1,108038,108038,108038,108038,108038,108038,108038,0.000%,.00926,0.00,0.00
Op-3-GetItems-68,1,11533,11533,11533,11533,11533,11533,11533,0.000%,.08671,0.11,0.01
Op-3-GetItems-46,1,90191,90191,90191,90191,90191,90191,90191,0.000%,.01109,0.01,0.00
Op-3-GetItems-63,1,75454,75454,75454,75454,75454,75454,75454,0.000%,.01325,0.02,0.00
Op-5-ShowElement-64,1,167490,167490,167490,167490,167490,167490,167490,0.000%,.00597,0.00,0.00
Op-4-HideElement-75,1,26328,26328,26328,26328,26328,26328,26328,0.000%,.03798,0.01,0.01
Op-4-HideElement-44,1,204064,204064,204064,204064,204064,204064,204064,0.000%,.00490,0.00,0.00
Op-4-HideElement-46,1,13124,13124,13124,13124,13124,13124,13124,0.000%,.07620,0.02,0.03
Op-6-ChangeTextureColor-71,1,22726,22726,22726,22726,22726,22726,22726,0.000%,.04400,0.01,0.01
Op-4-HideElement-72,1,175431,175431,175431,175431,175431,175431,175431,0.000%,.00570,0.00,0.00
Op-4-HideElement-68,1,17280,17280,17280,17280,17280,17280,17280,0.000%,.05787,0.01,0.02
Op-5-ShowElement-66,1,55059,55059,55059,55059,55059,55059,55059,0.000%,.01816,0.00,0.01
Op-4-HideElement-11,1,171764,171764,171764,171764,171764,171764,171764,0.000%,.00582,0.00,0.00
Op-4-HideElement-20,1,183128,183128,183128,183128,183128,183128,183128,0.000%,.00546,0.00,0.00
Op-4-HideElement-48,1,107910,107910,107910,107910,107910,107910,107910,0.000%,.00927,0.00,0.00
Op-4-HideElement-55,1,189426,189426,189426,189426,189426,189426,189426,0.000%,.00528,0.00,0.00
Op-6-ChangeTextureColor-3,1,80538,80538,80538,80538,80538,80538,80538,0.000%,.01242,0.00,0.00
Op-4-HideElement-32,1,189147,189147,189147,189147,189147,189147,189147,0.000%,.00529,0.00,0.00
Op-6-ChangeTextureColor-73,1,49155,49155,49155,49155,49155,49155,49155,0.000%,.02034,0.00,0.01
Op-4-HideElement-35,1,43083,43083,43083,43083,43083,43083,43083,0.000%,.02321,0.01,0.01
Op-6-ChangeTextureColor-23,1,46884,46884,46884,46884,46884,46884,46884,0.000%,.02133,0.01,0.01
Op-6-ChangeTextureColor-21,1,79654,79654,79654,79654,79654,79654,79654,0.000%,.01255,0.00,0.00
Op-5-ShowElement-48,1,16405,16405,16405,16405,16405,16405,16405,0.000%,.06096,0.01,0.02
Op-3-GetItems-43,1,321678,321678,321678,321678,321678,321678,321678,0.000%,.00311,0.00,0.00
Op-3-GetItems-62,1,267420,267420,267420,267420,267420,267420,267420,0.000%,.00374,0.00,0.00
Op-2-GetAnimations-4,1,365060,365060,365060,365060,365060,365060,365060,0.000%,.00274,0.00,0.00
Op-5-ShowElement-14,1,114653,114653,114653,114653,114653,114653,114653,0.000%,.00872,0.00,0.00
Op-4-HideElement-9,1,116457,116457,116457,116457,116457,116457,116457,0.000%,.00859,0.00,0.00
Op-3-GetItems-27,1,168425,168425,168425,168425,168425,168425,168425,0.000%,.00594,0.01,0.00
Op-6-ChangeTextureColor-16,1,105000,105000,105000,105000,105000,105000,105000,0.000%,.00952,0.00,0.00
Op-3-GetItems-52,1,241479,241479,241479,241479,241479,241479,241479,0.000%,.00414,0.01,0.00
Op-6-ChangeTextureColor-74,1,187402,187402,187402,187402,187402,187402,187402,0.000%,.00534,0.00,0.00
Op-4-HideElement-65,1,97414,97414,97414,97414,97414,97414,97414,0.000%,.01027,0.00,0.00
Op-5-ShowElement-11,1,37738,37738,37738,37738,37738,37738,37738,0.000%,.02650,0.01,0.01
