Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Op-4-HideElement-3,1,38927,38927,38927,0.00,0.000%,.02569,0.01,0.01,246.0
Op-2-GetAnimations-41,1,59238,59238,59238,0.00,0.000%,.01688,0.00,0.00,250.0
Op-3-GetItems-6,1,50497,50497,50497,0.00,0.000%,.01980,0.02,0.00,1253.0
Op-3-GetItems-50,1,19923,19923,19923,0.00,0.000%,.05019,0.06,0.01,1253.0
Op-4-HideElement-2,1,31586,31586,31586,0.00,0.000%,.03166,0.01,0.01,246.0
Op-4-HideElement-44,1,10725,10725,10725,0.00,0.000%,.09324,0.02,0.03,246.0
Op-2-GetAnimations-40,1,65364,65364,65364,0.00,0.000%,.01530,0.00,0.00,250.0
Op-2-GetAnimations-30,1,68314,68314,68314,0.00,0.000%,.01464,0.00,0.00,250.0
Op-4-HideElement-49,1,29591,29591,29591,0.00,0.000%,.03379,0.01,0.01,246.0
Op-4-HideElement-17,1,26791,26791,26791,0.00,0.000%,.03733,0.01,0.01,246.0
Op-5-ShowElement-44,1,11076,11076,11076,0.00,0.000%,.09029,0.02,0.03,246.0
Op-3-GetItems-42,1,43010,43010,43010,0.00,0.000%,.02325,0.03,0.00,1253.0
Op-5-ShowElement-33,1,19927,19927,19927,0.00,0.000%,.05018,0.01,0.02,246.0
Op-3-GetItems-11,1,68665,68665,68665,0.00,0.000%,.01456,0.02,0.00,1253.0
Op-2-GetAnimations-31,1,81485,81485,81485,0.00,0.000%,.01227,0.00,0.00,250.0
Op-2-GetAnimations-15,1,85628,85628,85628,0.00,0.000%,.01168,0.00,0.00,250.0
Op-2-GetAnimations-47,1,87404,87404,87404,0.00,0.000%,.01144,0.00,0.00,250.0
Op-2-GetAnimations-46,1,88866,88866,88866,0.00,0.000%,.01125,0.00,0.00,250.0
Op-5-ShowElement-17,1,16644,16644,16644,0.00,0.000%,.06008,0.01,0.02,246.0
Op-4-HideElement-11,1,12285,12285,12285,0.00,0.000%,.08140,0.02,0.03,246.0
Op-2-GetAnimations-10,1,90837,90837,90837,0.00,0.000%,.01101,0.00,0.00,250.0
Op-6-ChangeTextureColor-33,1,16622,16622,16622,0.00,0.000%,.06016,0.01,0.02,246.0
Op-6-ChangeTextureColor-44,1,24178,24178,24178,0.00,0.000%,.04136,0.01,0.01,246.0
Op-3-GetItems-1,1,84968,84968,84968,0.00,0.000%,.01177,0.01,0.00,1253.0
Op-2-GetAnimations-22,1,101712,101712,101712,0.00,0.000%,.00983,0.00,0.00,250.0
Op-2-GetAnimations-9,1,102309,102309,102309,0.00,0.000%,.00977,0.00,0.00,250.0
Op-2-GetAnimations-43,1,102828,102828,102828,0.00,0.000%,.00972,0.00,0.00,250.0
Op-4-HideElement-50,1,44761,44761,44761,0.00,0.000%,.02234,0.01,0.01,246.0
Op-3-GetItems-46,1,18278,18278,18278,0.00,0.000%,.05471,0.07,0.01,1253.0
Op-6-ChangeTextureColor-17,1,18366,18366,18366,0.00,0.000%,.05445,0.01,0.02,246.0
Op-4-HideElement-38,1,64752,64752,64752,0.00,0.000%,.01544,0.00,0.01,246.0
Op-7-ChangeTextureMaterial-44,1,15031,15031,15031,0.00,0.000%,.06653,0.02,0.02,246.0
Op-2-GetAnimations-24,1,112754,112754,112754,0.00,0.000%,.00887,0.00,0.00,250.0
Op-3-GetItems-41,1,56368,56368,56368,0.00,0.000%,.01774,0.02,0.00,1253.0
Op-2-GetAnimations-39,1,118095,118095,118095,0.00,0.000%,.00847,0.00,0.00,250.0
Op-2-GetAnimations-21,1,121082,121082,121082,0.00,0.000%,.00826,0.00,0.00,250.0
Op-2-GetAnimations-32,1,123023,123023,123023,0.00,0.000%,.00813,0.00,0.00,250.0
Op-5-ShowElement-38,1,11040,11040,11040,0.00,0.000%,.09058,0.02,0.03,246.0
Op-2-GetAnimations-35,1,125476,125476,125476,0.00,0.000%,.00797,0.00,0.00,250.0
Op-5-ShowElement-50,1,19804,19804,19804,0.00,0.000%,.05049,0.01,0.02,246.0
Op-3-GetItems-43,1,25017,25017,25017,0.00,0.000%,.03997,0.05,0.01,1253.0
Op-2-GetAnimations-16,1,133059,133059,133059,0.00,0.000%,.00752,0.00,0.00,250.0
Op-2-GetAnimations-20,1,134946,134946,134946,0.00,0.000%,.00741,0.00,0.00,250.0
Op-4-HideElement-46,1,28236,28236,28236,0.00,0.000%,.03542,0.01,0.01,246.0
Op-3-GetItems-21,1,16392,16392,16392,0.00,0.000%,.06101,0.07,0.01,1253.0
Op-2-GetAnimations-8,1,137930,137930,137930,0.00,0.000%,.00725,0.00,0.00,250.0
Op-2-GetAnimations-25,1,146566,146566,146566,0.00,0.000%,.00682,0.00,0.00,250.0
Op-2-GetAnimations-34,1,146493,146493,146493,0.00,0.000%,.00683,0.00,0.00,250.0
Op-3-GetItems-15,1,62214,62214,62214,0.00,0.000%,.01607,0.02,0.00,1253.0
Op-4-HideElement-42,1,74268,74268,74268,0.00,0.000%,.01346,0.00,0.00,246.0
Op-3-GetItems-8,1,11851,11851,11851,0.00,0.000%,.08438,0.10,0.01,1253.0
Op-4-HideElement-5,1,131593,131593,131593,0.00,0.000%,.00760,0.00,0.00,246.0
Op-5-ShowElement-18,1,98636,98636,98636,0.00,0.000%,.01014,0.00,0.00,246.0
Op-2-GetAnimations-36,1,155014,155014,155014,0.00,0.000%,.00645,0.00,0.00,250.0
Op-2-GetAnimations-48,1,154815,154815,154815,0.00,0.000%,.00646,0.00,0.00,250.0
Op-4-HideElement-8,1,10193,10193,10193,0.00,0.000%,.09811,0.02,0.04,246.0
Op-4-HideElement-15,1,12646,12646,12646,0.00,0.000%,.07908,0.02,0.03,246.0
Op-3-GetItems-10,1,71635,71635,71635,0.00,0.000%,.01396,0.02,0.00,1253.0
Op-2-GetAnimations-37,1,162270,162270,162270,0.00,0.000%,.00616,0.00,0.00,250.0
Op-2-GetAnimations-13,1,163357,163357,163357,0.00,0.000%,.00612,0.00,0.00,250.0
Op-3-GetItems-24,1,52454,52454,52454,0.00,0.000%,.01906,0.02,0.00,1253.0
Op-3-GetItems-48,1,11741,11741,11741,0.00,0.000%,.08517,0.10,0.01,1253.0
Op-7-ChangeTextureMaterial-17,1,62571,62571,62571,0.00,0.000%,.01598,0.00,0.01,246.0
Op-3-GetItems-16,1,38188,38188,38188,0.00,0.000%,.02619,0.03,0.00,1253.0
Op-6-ChangeTextureColor-50,1,48056,48056,48056,0.00,0.000%,.02081,0.00,0.01,246.0
Op-2-GetAnimations-28,1,175650,175650,175650,0.00,0.000%,.00569,0.00,0.00,250.0
Op-4-HideElement-24,1,14029,14029,14029,0.00,0.000%,.07128,0.02,0.03,246.0
Op-3-GetItems-39,1,62372,62372,62372,0.00,0.000%,.01603,0.02,0.00,1253.0
Op-5-ShowElement-5,1,29023,29023,29023,0.00,0.000%,.03446,0.01,0.01,246.0
Op-3-GetItems-30,1,113448,113448,113448,0.00,0.000%,.00881,0.01,0.00,1253.0
Op-3-GetItems-34,1,35447,35447,35447,0.00,0.000%,.02821,0.03,0.00,1253.0
Op-4-HideElement-1,1,86231,86231,86231,0.00,0.000%,.01160,0.00,0.00,246.0
Op-8-GenerateAvatar-44,1,74756,74756,74756,0.00,0.000%,.01338,0.00,0.00,246.0
Workflow-User-44,1,187122,187122,187122,0.00,0.000%,.00534,0.02,0.01,3044.0
Op-4-HideElement-6,1,130948,130948,130948,0.00,0.000%,.00764,0.00,0.00,246.0
Op-6-ChangeTextureColor-18,1,36971,36971,36971,0.00,0.000%,.02705,0.01,0.01,246.0
Op-2-GetAnimations-26,1,193217,193217,193217,0.00,0.000%,.00518,0.00,0.00,250.0
Op-7-ChangeTextureMaterial-50,1,19167,19167,19167,0.00,0.000%,.05217,0.01,0.02,246.0
Op-3-GetItems-12,1,165814,165814,165814,0.00,0.000%,.00603,0.01,0.00,1253.0
Op-4-HideElement-10,1,35951,35951,35951,0.00,0.000%,.02782,0.01,0.01,246.0
Op-5-ShowElement-6,1,11080,11080,11080,0.00,0.000%,.09025,0.02,0.03,246.0
Op-2-GetAnimations-23,1,202927,202927,202927,0.00,0.000%,.00493,0.00,0.00,250.0
Op-3-GetItems-36,1,48219,48219,48219,0.00,0.000%,.02074,0.03,0.00,1253.0
Op-3-GetItems-26,1,11724,11724,11724,0.00,0.000%,.08530,0.10,0.01,1253.0
Op-2-GetAnimations-4,1,210969,210969,210969,0.00,0.000%,.00474,0.00,0.00,250.0
Op-4-HideElement-48,1,44460,44460,44460,0.00,0.000%,.02249,0.01,0.01,246.0
Op-6-ChangeTextureColor-6,1,10544,10544,10544,0.00,0.000%,.09484,0.02,0.03,246.0
Op-2-GetAnimations-14,1,214743,214743,214743,0.00,0.000%,.00466,0.00,0.00,250.0
Op-4-HideElement-12,1,19582,19582,19582,0.00,0.000%,.05107,0.01,0.02,246.0
Op-4-HideElement-30,1,35650,35650,35650,0.00,0.000%,.02805,0.01,0.01,246.0
Op-4-HideElement-26,1,13243,13243,13243,0.00,0.000%,.07551,0.02,0.03,246.0
Op-4-HideElement-21,1,82014,82014,82014,0.00,0.000%,.01219,0.00,0.00,246.0
Op-5-ShowElement-42,1,73778,73778,73778,0.00,0.000%,.01355,0.00,0.00,246.0
Op-4-HideElement-43,1,96208,96208,96208,0.00,0.000%,.01039,0.00,0.00,246.0
Op-3-GetItems-4,1,14850,14850,14850,0.00,0.000%,.06734,0.08,0.01,1253.0
Op-3-GetItems-14,1,12926,12926,12926,0.00,0.000%,.07736,0.09,0.01,1253.0
Op-5-ShowElement-26,1,12671,12671,12671,0.00,0.000%,.07892,0.02,0.03,246.0
Op-5-ShowElement-21,1,12087,12087,12087,0.00,0.000%,.08273,0.02,0.03,246.0
Op-3-GetItems-9,1,132094,132094,132094,0.00,0.000%,.00757,0.01,0.00,1253.0
Op-3-GetItems-22,1,132641,132641,132641,0.00,0.000%,.00754,0.01,0.00,1253.0
Op-5-ShowElement-43,1,10088,10088,10088,0.00,0.000%,.09913,0.02,0.03,246.0
Op-6-ChangeTextureColor-5,1,54077,54077,54077,0.00,0.000%,.01849,0.00,0.01,246.0
Op-5-ShowElement-3,1,183423,183423,183423,0.00,0.000%,.00545,0.00,0.00,246.0
Op-3-GetItems-23,1,40414,40414,40414,0.00,0.000%,.02474,0.03,0.00,1253.0
Op-3-GetItems-35,1,118733,118733,118733,0.00,0.000%,.00842,0.01,0.00,1253.0
Op-6-ChangeTextureColor-38,1,121891,121891,121891,0.00,0.000%,.00820,0.00,0.00,246.0
Op-5-ShowElement-11,1,155356,155356,155356,0.00,0.000%,.00644,0.00,0.00,246.0
Op-4-HideElement-14,1,18281,18281,18281,0.00,0.000%,.05470,0.01,0.02,246.0
Op-4-HideElement-35,1,10751,10751,10751,0.00,0.000%,.09301,0.02,0.03,246.0
Op-4-HideElement-22,1,22102,22102,22102,0.00,0.000%,.04524,0.01,0.02,246.0
Op-4-HideElement-16,1,86969,86969,86969,0.00,0.000%,.01150,0.00,0.00,246.0
Op-3-GetItems-47,1,171233,171233,171233,0.00,0.000%,.00584,0.01,0.00,1253.0
Op-3-GetItems-31,1,178146,178146,178146,0.00,0.000%,.00561,0.01,0.00,1253.0
Op-3-GetItems-27,1,222405,222405,222405,0.00,0.000%,.00450,0.01,0.00,1253.0
Op-3-GetItems-20,1,130946,130946,130946,0.00,0.000%,.00764,0.01,0.00,1253.0
Op-5-ShowElement-12,1,49614,49614,49614,0.00,0.000%,.02016,0.00,0.01,246.0
Op-6-ChangeTextureColor-11,1,21099,21099,21099,0.00,0.000%,.04740,0.01,0.02,246.0
Op-5-ShowElement-35,1,11534,11534,11534,0.00,0.000%,.08670,0.02,0.03,246.0
Op-6-ChangeTextureColor-3,1,24919,24919,24919,0.00,0.000%,.04013,0.01,0.01,246.0
Op-3-GetItems-37,1,110875,110875,110875,0.00,0.000%,.00902,0.01,0.00,1253.0
Op-5-ShowElement-8,1,114013,114013,114013,0.00,0.000%,.00877,0.00,0.00,246.0
Op-6-ChangeTextureColor-42,1,50887,50887,50887,0.00,0.000%,.01965,0.00,0.01,246.0
Op-8-GenerateAvatar-50,1,84132,84132,84132,0.00,0.000%,.01189,0.00,0.00,246.0
Workflow-User-50,1,277071,277071,277071,0.00,0.000%,.00361,0.01,0.01,3044.0
Op-5-ShowElement-46,1,142039,142039,142039,0.00,0.000%,.00704,0.00,0.00,246.0
Op-4-HideElement-47,1,18988,18988,18988,0.00,0.000%,.05266,0.01,0.02,246.0
Op-7-ChangeTextureMaterial-3,1,10402,10402,10402,0.00,0.000%,.09614,0.02,0.03,246.0
Op-4-HideElement-31,1,24237,24237,24237,0.00,0.000%,.04126,0.01,0.02,246.0
Op-6-ChangeTextureColor-21,1,54546,54546,54546,0.00,0.000%,.01833,0.00,0.01,246.0
Op-5-ShowElement-47,1,9643,9643,9643,0.00,0.000%,.10370,0.02,0.03,246.0
Op-5-ShowElement-14,1,43588,43588,43588,0.00,0.000%,.02294,0.01,0.01,246.0
Op-5-ShowElement-15,1,129053,129053,129053,0.00,0.000%,.00775,0.00,0.00,246.0
Op-4-HideElement-37,1,17623,17623,17623,0.00,0.000%,.05674,0.01,0.02,246.0
Op-5-ShowElement-31,1,9063,9063,9063,0.00,0.000%,.11034,0.03,0.04,246.0
Op-4-HideElement-41,1,180462,180462,180462,0.00,0.000%,.00554,0.00,0.00,246.0
Op-6-ChangeTextureColor-46,1,24231,24231,24231,0.00,0.000%,.04127,0.01,0.01,246.0
Op-6-ChangeTextureColor-12,1,36348,36348,36348,0.00,0.000%,.02751,0.01,0.01,246.0
Op-3-GetItems-40,1,238216,238216,238216,0.00,0.000%,.00420,0.01,0.00,1253.0
Op-7-ChangeTextureMaterial-21,1,19316,19316,19316,0.00,0.000%,.05177,0.01,0.02,246.0
Op-7-ChangeTextureMaterial-33,1,211729,211729,211729,0.00,0.000%,.00472,0.00,0.00,246.0
Op-6-ChangeTextureColor-14,1,16403,16403,16403,0.00,0.000%,.06096,0.01,0.02,246.0
Op-4-HideElement-4,1,82112,82112,82112,0.00,0.000%,.01218,0.00,0.00,246.0
Op-7-ChangeTextureMaterial-42,1,37581,37581,37581,0.00,0.000%,.02661,0.01,0.01,246.0
Op-6-ChangeTextureColor-47,1,26270,26270,26270,0.00,0.000%,.03807,0.01,0.01,246.0
Op-6-ChangeTextureColor-31,1,22056,22056,22056,0.00,0.000%,.04534,0.01,0.02,246.0
Op-3-GetItems-25,1,170067,170067,170067,0.00,0.000%,.00588,0.01,0.00,1253.0
Op-5-ShowElement-10,1,118548,118548,118548,0.00,0.000%,.00844,0.00,0.00,246.0
Op-6-ChangeTextureColor-26,1,86588,86588,86588,0.00,0.000%,.01155,0.00,0.00,246.0
Op-8-GenerateAvatar-33,1,15947,15947,15947,0.00,0.000%,.06271,0.02,0.02,246.0
Workflow-User-33,1,321279,321279,321279,0.00,0.000%,.00311,0.01,0.01,3044.0
Op-7-ChangeTextureMaterial-47,1,13567,13567,13567,0.00,0.000%,.07371,0.02,0.03,246.0
Op-7-ChangeTextureMaterial-46,1,26664,26664,26664,0.00,0.000%,.03750,0.01,0.01,246.0
Op-7-ChangeTextureMaterial-11,1,64478,64478,64478,0.00,0.000%,.01551,0.00,0.01,246.0
Op-4-HideElement-25,1,14709,14709,14709,0.00,0.000%,.06799,0.02,0.03,246.0
Op-3-GetItems-28,1,155665,155665,155665,0.00,0.000%,.00642,0.01,0.00,1253.0
Op-8-GenerateAvatar-17,1,161219,161219,161219,0.00,0.000%,.00620,0.00,0.00,246.0
Workflow-User-17,1,331809,331809,331809,0.00,0.000%,.00301,0.01,0.01,3044.0
Op-5-ShowElement-37,1,41548,41548,41548,0.00,0.000%,.02407,0.01,0.01,246.0
Op-7-ChangeTextureMaterial-26,1,15112,15112,15112,0.00,0.000%,.06617,0.02,0.02,246.0
Op-5-ShowElement-25,1,9452,9452,9452,0.00,0.000%,.10580,0.03,0.03,246.0
Op-3-GetItems-13,1,178615,178615,178615,0.00,0.000%,.00560,0.01,0.00,1253.0
Op-4-HideElement-28,1,11152,11152,11152,0.00,0.000%,.08967,0.02,0.03,246.0
Op-4-HideElement-27,1,77305,77305,77305,0.00,0.000%,.01294,0.00,0.00,246.0
Op-6-ChangeTextureColor-35,1,76075,76075,76075,0.00,0.000%,.01314,0.00,0.00,246.0
Op-6-ChangeTextureColor-37,1,11015,11015,11015,0.00,0.000%,.09079,0.02,0.03,246.0
Op-5-ShowElement-28,1,7946,7946,7946,0.00,0.000%,.12585,0.03,0.04,246.0
Op-5-ShowElement-16,1,93345,93345,93345,0.00,0.000%,.01071,0.00,0.00,246.0
Op-4-HideElement-13,1,10355,10355,10355,0.00,0.000%,.09657,0.02,0.04,246.0
Op-8-GenerateAvatar-3,1,74101,74101,74101,0.00,0.000%,.01350,0.00,0.00,246.0
Workflow-User-3,1,352772,352772,352772,0.00,0.000%,.00283,0.01,0.01,3044.0
Op-6-ChangeTextureColor-10,1,35842,35842,35842,0.00,0.000%,.02790,0.01,0.01,246.0
Op-6-ChangeTextureColor-28,1,10547,10547,10547,0.00,0.000%,.09481,0.02,0.03,246.0
Op-5-ShowElement-48,1,150935,150935,150935,0.00,0.000%,.00663,0.00,0.00,246.0
Op-7-ChangeTextureMaterial-31,1,47509,47509,47509,0.00,0.000%,.02105,0.01,0.01,246.0
Op-8-GenerateAvatar-46,1,35070,35070,35070,0.00,0.000%,.02851,0.01,0.01,246.0
Workflow-User-46,1,363407,363407,363407,0.00,0.000%,.00275,0.01,0.01,3044.0
Op-7-ChangeTextureMaterial-35,1,21622,21622,21622,0.00,0.000%,.04625,0.01,0.02,246.0
Op-7-ChangeTextureMaterial-5,1,131576,131576,131576,0.00,0.000%,.00760,0.00,0.00,246.0
Op-7-ChangeTextureMaterial-28,1,10989,10989,10989,0.00,0.000%,.09100,0.02,0.03,246.0
Op-8-GenerateAvatar-21,1,67195,67195,67195,0.00,0.000%,.01488,0.00,0.00,246.0
Workflow-User-21,1,372669,372669,372669,0.00,0.000%,.00268,0.01,0.01,3044.0
Op-5-ShowElement-13,1,22681,22681,22681,0.00,0.000%,.04409,0.01,0.01,246.0
Op-8-GenerateAvatar-35,1,12722,12722,12722,0.00,0.000%,.07860,0.02,0.02,246.0
Workflow-User-35,1,376960,376960,376960,0.00,0.000%,.00265,0.01,0.01,3044.0
Op-7-ChangeTextureMaterial-14,1,74322,74322,74322,0.00,0.000%,.01345,0.00,0.00,246.0
Op-8-GenerateAvatar-31,1,18021,18021,18021,0.00,0.000%,.05549,0.01,0.02,246.0
Workflow-User-31,1,380553,380553,380553,0.00,0.000%,.00263,0.01,0.01,3044.0
Op-4-HideElement-23,1,137587,137587,137587,0.00,0.000%,.00727,0.00,0.00,246.0
Op-2-GetAnimations-29,1,381308,381308,381308,0.00,0.000%,.00262,0.00,0.00,250.0
Op-5-ShowElement-24,1,202677,202677,202677,0.00,0.000%,.00493,0.00,0.00,246.0
Op-8-GenerateAvatar-5,1,17444,17444,17444,0.00,0.000%,.05733,0.01,0.02,246.0
Workflow-User-5,1,385229,385229,385229,0.00,0.000%,.00260,0.01,0.01,3044.0
Op-8-GenerateAvatar-47,1,60505,60505,60505,0.00,0.000%,.01653,0.00,0.01,246.0
Workflow-User-47,1,387638,387638,387638,0.00,0.000%,.00258,0.01,0.01,3044.0
Op-5-ShowElement-23,1,7725,7725,7725,0.00,0.000%,.12945,0.03,0.04,246.0
Op-6-ChangeTextureColor-24,1,9618,9618,9618,0.00,0.000%,.10397,0.02,0.03,246.0
Op-3-GetItems-32,1,269128,269128,269128,0.00,0.000%,.00372,0.00,0.00,1253.0
Op-8-GenerateAvatar-26,1,63422,63422,63422,0.00,0.000%,.01577,0.00,0.00,246.0
Workflow-User-26,1,396000,396000,396000,0.00,0.000%,.00253,0.01,0.01,3044.0
Op-5-ShowElement-22,1,140433,140433,140433,0.00,0.000%,.00712,0.00,0.00,246.0
Op-4-HideElement-32,1,8879,8879,8879,0.00,0.000%,.11263,0.03,0.04,246.0
Op-5-ShowElement-2,1,339044,339044,339044,0.00,0.000%,.00295,0.00,0.00,246.0
Op-7-ChangeTextureMaterial-24,1,11308,11308,11308,0.00,0.000%,.08843,0.02,0.03,246.0
Op-6-ChangeTextureColor-22,1,7836,7836,7836,0.00,0.000%,.12762,0.03,0.04,246.0
Op-5-ShowElement-1,1,219667,219667,219667,0.00,0.000%,.00455,0.00,0.00,246.0
