timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,SampleCount,ErrorCount,IdleTime,Connect
1655452993893,2,Op-1-GetModels-1,200,OK,w3sd Workflow 1-1,text,true,,312,129,1,1,http://192.168.0.87:5001/api/model,2,1,0,0,0
1655452994093,6,Op-1-GetModels-2,200,OK,w3sd Workflow 1-2,text,true,,312,129,2,2,http://192.168.0.87:5001/api/model,6,1,0,0,1
1655452994293,10,Op-1-GetModels-3,200,OK,w3sd Workflow 1-3,text,true,,312,129,3,3,http://192.168.0.87:5001/api/model,10,1,0,0,1
1655452994493,14,Op-1-GetModels-4,200,OK,w3sd Workflow 1-4,text,true,,312,129,4,4,http://192.168.0.87:5001/api/model,14,1,0,0,0
1655452994693,10,Op-1-GetModels-5,200,OK,w3sd Workflow 1-5,text,true,,312,129,5,5,http://192.168.0.87:5001/api/model,10,1,0,0,0
1655452993895,3024,Op-2-GetAnimations-1,200,OK,w3sd Workflow 1-1,text,true,,296,154,5,5,http://192.168.0.87:5001/api/model/character.fbx/animations,3024,1,0,0,1
1655452994100,2936,Op-2-GetAnimations-2,200,OK,w3sd Workflow 1-2,text,true,,296,154,5,5,http://192.168.0.87:5001/api/model/character.fbx/animations,2936,1,0,0,0
1655452996919,3060,Op-3-GetItems-1,200,OK,w3sd Workflow 1-1,text,true,,1298,154,5,5,http://192.168.0.87:5001/api/model/character.fbx/assemblies,3060,1,0,0,1
1655452997036,3041,Op-3-GetItems-2,200,OK,w3sd Workflow 1-2,text,true,,1298,154,5,5,http://192.168.0.87:5001/api/model/character.fbx/assemblies,3041,1,0,0,0
1655452999980,2904,Op-4-HideElement-1,200,OK,w3sd Workflow 1-1,text,true,,292,424,5,5,http://192.168.0.87:5001/api/model/character.fbx/hide,2904,1,0,0,0
1655453000078,3039,Op-4-HideElement-2,200,OK,w3sd Workflow 1-2,text,true,,292,424,5,5,http://192.168.0.87:5001/api/model/character.fbx/hide,3039,1,0,0,0
1655453002884,3067,Op-5-ShowElement-1,200,OK,w3sd Workflow 1-1,text,true,,292,375,5,5,http://192.168.0.87:5001/api/model/character.fbx/show,3067,1,0,0,1
1655453003118,2993,Op-5-ShowElement-2,200,OK,w3sd Workflow 1-2,text,true,,292,375,5,5,http://192.168.0.87:5001/api/model/character.fbx/show,2993,1,0,0,0
1655453005951,2953,Op-6-ChangeTextureColor-1,200,OK,w3sd Workflow 1-1,text,true,,292,388,5,5,http://192.168.0.87:5001/api/model/character.fbx/texturecolor,2953,1,0,0,0
1655453006111,3058,Op-6-ChangeTextureColor-2,200,OK,w3sd Workflow 1-2,text,true,,292,388,5,5,http://192.168.0.87:5001/api/model/character.fbx/texturecolor,3058,1,0,0,1
1655453008904,3047,Op-7-ChangeTextureMaterial-1,200,OK,w3sd Workflow 1-1,text,true,,292,395,5,5,http://192.168.0.87:5001/api/model/character.fbx/texturematerial,3047,1,0,0,1
1655453009169,3004,Op-7-ChangeTextureMaterial-2,200,OK,w3sd Workflow 1-2,text,true,,292,395,5,5,http://192.168.0.87:5001/api/model/character.fbx/texturematerial,3004,1,0,0,0
