Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Op-1-GetModels-1,1,23,23,23,0.00,0.000%,43.47826,13.20,5.35,311.0
Op-1-GetModels-2,1,4,4,4,0.00,0.000%,250.00000,75.93,30.76,311.0
Op-1-GetModels-3,1,5,5,5,0.00,0.000%,200.00000,60.74,24.61,311.0
Op-1-GetModels-4,1,5,5,5,0.00,0.000%,200.00000,60.74,24.61,311.0
Op-1-GetModels-5,1,7,7,7,0.00,0.000%,142.85714,43.39,17.58,311.0
Op-1-GetModels-6,1,51,51,51,0.00,0.000%,19.60784,5.96,2.41,311.0
Op-1-GetModels-7,1,16,16,16,0.00,0.000%,62.50000,18.98,7.69,311.0
Op-1-GetModels-8,1,25,25,25,0.00,0.000%,40.00000,12.15,4.92,311.0
Op-1-GetModels-9,1,9,9,9,0.00,0.000%,111.11111,33.75,13.67,311.0
Op-1-GetModels-10,1,8,8,8,0.00,0.000%,125.00000,37.96,15.38,311.0
Op-2-GetAnimations-2,1,9456,9456,9456,0.00,0.000%,.10575,0.03,0.02,250.0
Op-2-GetAnimations-3,1,9404,9404,9404,0.00,0.000%,.10634,0.03,0.02,250.0
Op-2-GetAnimations-1,1,9890,9890,9890,0.00,0.000%,.10111,0.02,0.01,250.0
Op-2-GetAnimations-5,1,10955,10955,10955,0.00,0.000%,.09128,0.02,0.01,250.0
Op-2-GetAnimations-4,1,11256,11256,11256,0.00,0.000%,.08884,0.02,0.01,250.0
Op-3-GetItems-2,1,6716,6716,6716,0.00,0.000%,.14890,0.18,0.02,1253.0
Op-3-GetItems-1,1,6840,6840,6840,0.00,0.000%,.14620,0.18,0.02,1253.0
Op-2-GetAnimations-9,1,17386,17386,17386,0.00,0.000%,.05752,0.01,0.01,250.0
Op-3-GetItems-4,1,7324,7324,7324,0.00,0.000%,.13654,0.17,0.02,1253.0
Op-4-HideElement-2,1,7688,7688,7688,0.00,0.000%,.13007,0.03,0.05,246.0
Op-2-GetAnimations-6,1,23799,23799,23799,0.00,0.000%,.04202,0.01,0.01,250.0
Op-2-GetAnimations-8,1,25370,25370,25370,0.00,0.000%,.03942,0.01,0.01,250.0
Op-4-HideElement-4,1,7778,7778,7778,0.00,0.000%,.12857,0.03,0.05,246.0
Op-3-GetItems-6,1,7496,7496,7496,0.00,0.000%,.13340,0.16,0.02,1253.0
Op-3-GetItems-9,1,15218,15218,15218,0.00,0.000%,.06571,0.08,0.01,1253.0
Op-5-ShowElement-4,1,7515,7515,7515,0.00,0.000%,.13307,0.03,0.04,246.0
Op-5-ShowElement-2,1,10294,10294,10294,0.00,0.000%,.09714,0.02,0.03,246.0
Op-3-GetItems-8,1,11108,11108,11108,0.00,0.000%,.09003,0.11,0.01,1253.0
Op-3-GetItems-5,1,30388,30388,30388,0.00,0.000%,.03291,0.04,0.00,1253.0
Op-6-ChangeTextureColor-4,1,8550,8550,8550,0.00,0.000%,.11696,0.03,0.04,246.0
