Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Op-2-GetAnimations-23,1,64618,64618,64618,0.00,0.000%,.01548,0.00,0.00,250.0
Op-2-GetAnimations-9,1,70215,70215,70215,0.00,0.000%,.01424,0.00,0.00,250.0
Op-2-GetAnimations-4,1,72075,72075,72075,0.00,0.000%,.01387,0.00,0.00,250.0
Op-2-GetAnimations-25,1,71823,71823,71823,0.00,0.000%,.01392,0.00,0.00,250.0
Op-4-HideElement-5,1,41582,41582,41582,0.00,0.000%,.02405,0.01,0.01,246.0
Op-2-GetAnimations-13,1,74642,74642,74642,0.00,0.000%,.01340,0.00,0.00,250.0
Op-2-GetAnimations-22,1,76269,76269,76269,0.00,0.000%,.01311,0.00,0.00,250.0
Op-3-GetItems-9,1,10178,10178,10178,0.00,0.000%,.09825,0.12,0.01,1253.0
Op-5-ShowElement-21,1,17068,17068,17068,0.00,0.000%,.05859,0.01,0.02,246.0
Op-2-GetAnimations-19,1,81415,81415,81415,0.00,0.000%,.01228,0.00,0.00,250.0
Op-3-GetItems-13,1,10003,10003,10003,0.00,0.000%,.09997,0.12,0.01,1253.0
Op-3-GetItems-12,1,64059,64059,64059,0.00,0.000%,.01561,0.02,0.00,1253.0
Op-3-GetItems-25,1,13796,13796,13796,0.00,0.000%,.07248,0.09,0.01,1253.0
Op-6-ChangeTextureColor-21,1,8603,8603,8603,0.00,0.000%,.11624,0.03,0.04,246.0
Op-3-GetItems-18,1,51667,51667,51667,0.00,0.000%,.01935,0.02,0.00,1253.0
Op-3-GetItems-19,1,9612,9612,9612,0.00,0.000%,.10404,0.13,0.02,1253.0
Op-4-HideElement-13,1,9174,9174,9174,0.00,0.000%,.10900,0.03,0.04,246.0
Op-5-ShowElement-24,1,30202,30202,30202,0.00,0.000%,.03311,0.01,0.01,246.0
Op-2-GetAnimations-14,1,97873,97873,97873,0.00,0.000%,.01022,0.00,0.00,250.0
Op-4-HideElement-18,1,7990,7990,7990,0.00,0.000%,.12516,0.03,0.05,246.0
Op-3-GetItems-4,1,29654,29654,29654,0.00,0.000%,.03372,0.04,0.00,1253.0
Op-7-ChangeTextureMaterial-21,1,11790,11790,11790,0.00,0.000%,.08482,0.02,0.03,246.0
Op-4-HideElement-19,1,11185,11185,11185,0.00,0.000%,.08941,0.02,0.03,246.0
Op-5-ShowElement-13,1,12522,12522,12522,0.00,0.000%,.07986,0.02,0.03,246.0
Op-5-ShowElement-18,1,9425,9425,9425,0.00,0.000%,.10610,0.03,0.03,246.0
Op-3-GetItems-14,1,12095,12095,12095,0.00,0.000%,.08268,0.10,0.01,1253.0
Op-4-HideElement-20,1,67561,67561,67561,0.00,0.000%,.01480,0.00,0.01,246.0
Op-4-HideElement-9,1,31185,31185,31185,0.00,0.000%,.03207,0.01,0.01,246.0
Op-4-HideElement-4,1,11293,11293,11293,0.00,0.000%,.08855,0.02,0.03,246.0
Op-3-GetItems-17,1,55404,55404,55404,0.00,0.000%,.01805,0.02,0.00,1253.0
Op-6-ChangeTextureColor-18,1,9377,9377,9377,0.00,0.000%,.10664,0.03,0.04,246.0
Op-5-ShowElement-9,1,9060,9060,9060,0.00,0.000%,.11038,0.03,0.04,246.0
Op-5-ShowElement-20,1,9607,9607,9607,0.00,0.000%,.10409,0.03,0.03,246.0
Op-3-GetItems-16,1,99126,99126,99126,0.00,0.000%,.01009,0.01,0.00,1253.0
Op-4-HideElement-17,1,9112,9112,9112,0.00,0.000%,.10975,0.03,0.04,246.0
Op-6-ChangeTextureColor-13,1,19069,19069,19069,0.00,0.000%,.05244,0.01,0.02,246.0
Op-5-ShowElement-5,1,55260,55260,55260,0.00,0.000%,.01810,0.00,0.01,246.0
Op-6-ChangeTextureColor-7,1,77563,77563,77563,0.00,0.000%,.01289,0.00,0.00,246.0
Op-3-GetItems-11,1,119311,119311,119311,0.00,0.000%,.00838,0.01,0.00,1253.0
Op-7-ChangeTextureMaterial-18,1,13285,13285,13285,0.00,0.000%,.07527,0.02,0.03,246.0
Op-5-ShowElement-10,1,73169,73169,73169,0.00,0.000%,.01367,0.00,0.00,246.0
Op-4-HideElement-14,1,25267,25267,25267,0.00,0.000%,.03958,0.01,0.01,246.0
Op-7-ChangeTextureMaterial-7,1,9204,9204,9204,0.00,0.000%,.10865,0.03,0.04,246.0
Op-4-HideElement-12,1,54384,54384,54384,0.00,0.000%,.01839,0.00,0.01,246.0
Op-6-ChangeTextureColor-5,1,9870,9870,9870,0.00,0.000%,.10132,0.02,0.03,246.0
Op-4-HideElement-11,1,9834,9834,9834,0.00,0.000%,.10169,0.02,0.04,246.0
Op-6-ChangeTextureColor-10,1,10334,10334,10334,0.00,0.000%,.09677,0.02,0.03,246.0
Op-4-HideElement-25,1,61262,61262,61262,0.00,0.000%,.01632,0.00,0.01,246.0
Op-8-GenerateAvatar-7,1,8730,8730,8730,0.00,0.000%,.11455,0.03,0.04,246.0
Workflow-User-7,1,147888,147888,147888,0.00,0.000%,.00676,0.02,0.01,3044.0
Op-5-ShowElement-12,1,9369,9369,9369,0.00,0.000%,.10673,0.03,0.03,246.0
Op-5-ShowElement-19,1,46706,46706,46706,0.00,0.000%,.02141,0.01,0.01,246.0
Op-5-ShowElement-11,1,12817,12817,12817,0.00,0.000%,.07802,0.02,0.03,246.0
Op-5-ShowElement-14,1,19235,19235,19235,0.00,0.000%,.05199,0.01,0.02,246.0
Op-6-ChangeTextureColor-24,1,62065,62065,62065,0.00,0.000%,.01611,0.00,0.01,246.0
Op-6-ChangeTextureColor-12,1,8381,8381,8381,0.00,0.000%,.11932,0.03,0.04,246.0
Op-4-HideElement-3,1,138284,138284,138284,0.00,0.000%,.00723,0.00,0.00,246.0
Op-5-ShowElement-6,1,103959,103959,103959,0.00,0.000%,.00962,0.00,0.00,246.0
Op-7-ChangeTextureMaterial-10,1,16317,16317,16317,0.00,0.000%,.06129,0.01,0.02,246.0
Op-6-ChangeTextureColor-11,1,12850,12850,12850,0.00,0.000%,.07782,0.02,0.03,246.0
Op-5-ShowElement-1,1,113595,113595,113595,0.00,0.000%,.00880,0.00,0.00,246.0
Op-7-ChangeTextureMaterial-5,1,27790,27790,27790,0.00,0.000%,.03598,0.01,0.01,246.0
Op-8-GenerateAvatar-21,1,68322,68322,68322,0.00,0.000%,.01464,0.00,0.00,246.0
Workflow-User-21,1,169833,169833,169833,0.00,0.000%,.00589,0.02,0.01,3044.0
Op-4-HideElement-2,1,108959,108959,108959,0.00,0.000%,.00918,0.00,0.00,246.0
Op-7-ChangeTextureMaterial-13,1,45329,45329,45329,0.00,0.000%,.02206,0.01,0.01,246.0
Op-3-GetItems-22,1,98997,98997,98997,0.00,0.000%,.01010,0.01,0.00,1253.0
Op-6-ChangeTextureColor-9,1,55449,55449,55449,0.00,0.000%,.01803,0.00,0.01,246.0
Op-6-ChangeTextureColor-20,1,55425,55425,55425,0.00,0.000%,.01804,0.00,0.01,246.0
Op-7-ChangeTextureMaterial-11,1,15913,15913,15913,0.00,0.000%,.06284,0.02,0.02,246.0
Op-4-HideElement-8,1,137881,137881,137881,0.00,0.000%,.00725,0.00,0.00,246.0
Op-8-GenerateAvatar-13,1,13421,13421,13421,0.00,0.000%,.07451,0.02,0.02,246.0
Workflow-User-13,1,184176,184176,184176,0.00,0.000%,.00543,0.02,0.01,3044.0
Op-6-ChangeTextureColor-14,1,29883,29883,29883,0.00,0.000%,.03346,0.01,0.01,246.0
Op-5-ShowElement-2,1,15133,15133,15133,0.00,0.000%,.06608,0.02,0.02,246.0
Op-8-GenerateAvatar-5,1,18716,18716,18716,0.00,0.000%,.05343,0.01,0.02,246.0
Workflow-User-5,1,186437,186437,186437,0.00,0.000%,.00536,0.02,0.01,3044.0
Op-7-ChangeTextureMaterial-20,1,10364,10364,10364,0.00,0.000%,.09649,0.02,0.03,246.0
Op-7-ChangeTextureMaterial-9,1,15236,15236,15236,0.00,0.000%,.06563,0.02,0.02,246.0
Op-4-HideElement-22,1,16650,16650,16650,0.00,0.000%,.06006,0.01,0.02,246.0
Op-5-ShowElement-25,1,46989,46989,46989,0.00,0.000%,.02128,0.01,0.01,246.0
Op-5-ShowElement-8,1,13845,13845,13845,0.00,0.000%,.07223,0.02,0.02,246.0
Op-8-GenerateAvatar-11,1,14579,14579,14579,0.00,0.000%,.06859,0.02,0.02,246.0
Workflow-User-11,1,195850,195850,195850,0.00,0.000%,.00511,0.02,0.01,3044.0
Op-6-ChangeTextureColor-6,1,37634,37634,37634,0.00,0.000%,.02657,0.01,0.01,246.0
Op-4-HideElement-16,1,80793,80793,80793,0.00,0.000%,.01238,0.00,0.00,246.0
Op-5-ShowElement-22,1,11555,11555,11555,0.00,0.000%,.08654,0.02,0.03,246.0
Op-3-GetItems-23,1,140113,140113,140113,0.00,0.000%,.00714,0.01,0.00,1253.0
Op-8-GenerateAvatar-20,1,18737,18737,18737,0.00,0.000%,.05337,0.01,0.02,246.0
Workflow-User-20,1,205005,205005,205005,0.00,0.000%,.00488,0.01,0.01,3044.0
Op-5-ShowElement-3,1,46955,46955,46955,0.00,0.000%,.02130,0.01,0.01,246.0
Op-7-ChangeTextureMaterial-6,1,10462,10462,10462,0.00,0.000%,.09558,0.02,0.03,246.0
Op-5-ShowElement-16,1,8874,8874,8874,0.00,0.000%,.11269,0.03,0.04,246.0
Op-8-GenerateAvatar-18,1,82293,82293,82293,0.00,0.000%,.01215,0.00,0.00,246.0
Workflow-User-18,1,212610,212610,212610,0.00,0.000%,.00470,0.01,0.01,3044.0
Op-6-ChangeTextureColor-25,1,20384,20384,20384,0.00,0.000%,.04906,0.01,0.02,246.0
Op-6-ChangeTextureColor-2,1,29104,29104,29104,0.00,0.000%,.03436,0.01,0.01,246.0
Op-8-GenerateAvatar-9,1,23557,23557,23557,0.00,0.000%,.04245,0.01,0.01,246.0
Workflow-User-9,1,214965,214965,214965,0.00,0.000%,.00465,0.01,0.01,3044.0
Op-6-ChangeTextureColor-19,1,67756,67756,67756,0.00,0.000%,.01476,0.00,0.00,246.0
Op-6-ChangeTextureColor-16,1,10425,10425,10425,0.00,0.000%,.09592,0.02,0.03,246.0
Op-5-ShowElement-15,1,169217,169217,169217,0.00,0.000%,.00591,0.00,0.00,246.0
Op-6-ChangeTextureColor-22,1,18746,18746,18746,0.00,0.000%,.05334,0.01,0.02,246.0
Op-7-ChangeTextureMaterial-12,1,66048,66048,66048,0.00,0.000%,.01514,0.00,0.01,246.0
Op-7-ChangeTextureMaterial-25,1,11123,11123,11123,0.00,0.000%,.08990,0.02,0.03,246.0
Op-8-GenerateAvatar-12,1,6182,6182,6182,0.00,0.000%,.16176,0.04,0.05,246.0
Workflow-User-12,1,229278,229278,229278,0.00,0.000%,.00436,0.01,0.01,3044.0
Op-6-ChangeTextureColor-1,1,63881,63881,63881,0.00,0.000%,.01565,0.00,0.01,246.0
Op-6-ChangeTextureColor-15,1,8547,8547,8547,0.00,0.000%,.11700,0.03,0.04,246.0
Op-7-ChangeTextureMaterial-16,1,11836,11836,11836,0.00,0.000%,.08449,0.02,0.03,246.0
Op-6-ChangeTextureColor-8,1,37575,37575,37575,0.00,0.000%,.02661,0.01,0.01,246.0
Op-7-ChangeTextureMaterial-15,1,6350,6350,6350,0.00,0.000%,.15748,0.04,0.05,246.0
Op-8-GenerateAvatar-10,1,77139,77139,77139,0.00,0.000%,.01296,0.00,0.00,246.0
Workflow-User-10,1,238395,238395,238395,0.00,0.000%,.00419,0.01,0.01,3044.0
Op-8-GenerateAvatar-16,1,7122,7122,7122,0.00,0.000%,.14041,0.03,0.04,246.0
Workflow-User-16,1,239774,239774,239774,0.00,0.000%,.00417,0.01,0.01,3044.0
Op-7-ChangeTextureMaterial-8,1,7501,7501,7501,0.00,0.000%,.13332,0.03,0.05,246.0
Op-7-ChangeTextureMaterial-22,1,20440,20440,20440,0.00,0.000%,.04892,0.01,0.02,246.0
Op-8-GenerateAvatar-15,1,10314,10314,10314,0.00,0.000%,.09696,0.02,0.03,246.0
Workflow-User-15,1,246445,246445,246445,0.00,0.000%,.00406,0.01,0.01,3044.0
Op-5-ShowElement-17,1,122679,122679,122679,0.00,0.000%,.00815,0.00,0.00,246.0
Op-8-GenerateAvatar-25,1,23460,23460,23460,0.00,0.000%,.04263,0.01,0.01,246.0
Workflow-User-25,1,248863,248863,248863,0.00,0.000%,.00402,0.01,0.01,3044.0
Op-8-GenerateAvatar-22,1,6722,6722,6722,0.00,0.000%,.14877,0.04,0.05,246.0
Workflow-User-22,1,249447,249447,249447,0.00,0.000%,.00401,0.01,0.01,3044.0
Op-7-ChangeTextureMaterial-24,1,94503,94503,94503,0.00,0.000%,.01058,0.00,0.00,246.0
Op-4-HideElement-23,1,49263,49263,49263,0.00,0.000%,.02030,0.00,0.01,246.0
Op-6-ChangeTextureColor-17,1,8607,8607,8607,0.00,0.000%,.11618,0.03,0.04,246.0
Op-7-ChangeTextureMaterial-19,1,39022,39022,39022,0.00,0.000%,.02563,0.01,0.01,246.0
Op-7-ChangeTextureMaterial-2,1,44223,44223,44223,0.00,0.000%,.02261,0.01,0.01,246.0
Op-5-ShowElement-23,1,5288,5288,5288,0.00,0.000%,.18911,0.05,0.06,246.0
Op-8-GenerateAvatar-19,1,6458,6458,6458,0.00,0.000%,.15485,0.04,0.05,246.0
Workflow-User-19,1,262159,262159,262159,0.00,0.000%,.00381,0.01,0.01,3044.0
Op-8-GenerateAvatar-24,1,12641,12641,12641,0.00,0.000%,.07911,0.02,0.02,246.0
Workflow-User-24,1,262736,262736,262736,0.00,0.000%,.00381,0.01,0.01,3044.0
Op-8-GenerateAvatar-2,1,6663,6663,6663,0.00,0.000%,.15008,0.04,0.05,246.0
Workflow-User-2,1,266089,266089,266089,0.00,0.000%,.00376,0.01,0.01,3044.0
Op-6-ChangeTextureColor-23,1,8654,8654,8654,0.00,0.000%,.11555,0.03,0.04,246.0
Op-8-GenerateAvatar-6,1,62934,62934,62934,0.00,0.000%,.01589,0.00,0.00,246.0
Workflow-User-6,1,271201,271201,271201,0.00,0.000%,.00369,0.01,0.01,3044.0
Op-7-ChangeTextureMaterial-17,1,15333,15333,15333,0.00,0.000%,.06522,0.02,0.02,246.0
Op-6-ChangeTextureColor-3,1,66131,66131,66131,0.00,0.000%,.01512,0.00,0.01,246.0
Op-7-ChangeTextureMaterial-23,1,6675,6675,6675,0.00,0.000%,.14981,0.04,0.05,246.0
Op-7-ChangeTextureMaterial-14,1,92570,92570,92570,0.00,0.000%,.01080,0.00,0.00,246.0
Op-8-GenerateAvatar-17,1,7168,7168,7168,0.00,0.000%,.13951,0.03,0.04,246.0
Workflow-User-17,1,278141,278141,278141,0.00,0.000%,.00360,0.01,0.01,3044.0
Op-5-ShowElement-4,1,166731,166731,166731,0.00,0.000%,.00600,0.00,0.00,246.0
Op-7-ChangeTextureMaterial-3,1,10639,10639,10639,0.00,0.000%,.09399,0.02,0.03,246.0
Op-8-GenerateAvatar-14,1,6972,6972,6972,0.00,0.000%,.14343,0.03,0.04,246.0
Workflow-User-14,1,283936,283936,283936,0.00,0.000%,.00352,0.01,0.01,3044.0
Op-8-GenerateAvatar-23,1,9689,9689,9689,0.00,0.000%,.10321,0.02,0.03,246.0
Workflow-User-23,1,284319,284319,284319,0.00,0.000%,.00352,0.01,0.01,3044.0
Op-6-ChangeTextureColor-4,1,7779,7779,7779,0.00,0.000%,.12855,0.03,0.04,246.0
Op-8-GenerateAvatar-3,1,5866,5866,5866,0.00,0.000%,.17047,0.04,0.05,246.0
Workflow-User-3,1,288714,288714,288714,0.00,0.000%,.00346,0.01,0.01,3044.0
Op-7-ChangeTextureMaterial-1,1,59686,59686,59686,0.00,0.000%,.01675,0.00,0.01,246.0
Op-7-ChangeTextureMaterial-4,1,5018,5018,5018,0.00,0.000%,.19928,0.05,0.07,246.0
Op-8-GenerateAvatar-1,1,5307,5307,5307,0.00,0.000%,.18843,0.05,0.06,246.0
Workflow-User-1,1,295198,295198,295198,0.00,0.000%,.00339,0.01,0.01,3044.0
Op-8-GenerateAvatar-8,1,56356,56356,56356,0.00,0.000%,.01774,0.00,0.01,246.0
Workflow-User-8,1,296855,296855,296855,0.00,0.000%,.00337,0.01,0.01,3044.0
Op-8-GenerateAvatar-4,1,6689,6689,6689,0.00,0.000%,.14950,0.04,0.05,246.0
Workflow-User-4,1,299392,299392,299392,0.00,0.000%,.00334,0.01,0.01,3044.0
TOTAL,225,53846,5,299392,75349.47,0.000%,.75114,0.50,0.35,676.4
