187,micro_200,Op-1,"[1.0, 1.0, 1.0]","[21.7, 26.9, 13.1]","[[26.7, 25.6], [14.9, 13.6], [92.5, 90.0]]","[47.5, 47.6, 56.1]",1685477999.1042416,[],[],[],[],[],"[{'blender': {'cpu': 0, 'memory': 0}}, {'utils': {'cpu': 0, 'memory': 0}}, {'assemblies': {'cpu': 0, 'memory': 0}}, {'animations': {'cpu': 0, 'memory': 0}}, {'textures': {'cpu': 0, 'memory': 0}}]"
103,micro_200,Op-1,"[0.82, 1.0, 1.0]","[51.4, 27.5, 15.3]","[[23.9, 18.6], [24.2, 15.1], [31.9, 29.9]]","[47.6, 47.6, 51.3]",1685477998.591028,[],[],[],[],[],"[{'blender': {'cpu': 0, 'memory': 0}}, {'utils': {'cpu': 0, 'memory': 0}}, {'assemblies': {'cpu': 0, 'memory': 0}}, {'animations': {'cpu': 0, 'memory': 0}}, {'textures': {'cpu': 0, 'memory': 0}}]"
181,micro_200,Op-1,"[1.0, 1.0, 1.0]","[23.5, 27.1, 13.1]","[[25.6, 25.3], [14.9, 12.6], [86.0, 85.4]]","[47.5, 47.6, 55.7]",1685477999.0761812,[],[],[],[],[],"[{'blender': {'cpu': 0, 'memory': 0}}, {'utils': {'cpu': 0, 'memory': 0}}, {'assemblies': {'cpu': 0, 'memory': 0}}, {'animations': {'cpu': 0, 'memory': 0}}, {'textures': {'cpu': 0, 'memory': 0}}]"
60,micro_200,Op-1,"[0.82, 1.0, 1.0]","[68.5, 33.7, 16.5]","[[16.3, 14.6], [25.8, 15.7], [21.0, 18.2]]","[47.5, 47.6, 49.9]",1685477998.3986533,[],[],[],[],[],"[{'blender': {'cpu': 0, 'memory': 0}}, {'utils': {'cpu': 0, 'memory': 0}}, {'assemblies': {'cpu': 0, 'memory': 0}}, {'animations': {'cpu': 0, 'memory': 0}}, {'textures': {'cpu': 0, 'memory': 0}}]"
44,micro_200,Op-1,"[0.82, 1.0, 1.0]","[70.5, 34.3, 15.3]","[[17.2, 16.3], [23.9, 15.7], [20.2, 18.8]]","[47.5, 47.6, 49.6]",1685477998.3582933,[],[],[],[],[],"[{'blender': {'cpu': 0, 'memory': 0}}, {'utils': {'cpu': 0, 'memory': 0}}, {'assemblies': {'cpu': 0, 'memory': 0}}, {'animations': {'cpu': 0, 'memory': 0}}, {'textures': {'cpu': 0, 'memory': 0}}]"
119,micro_200,Op-1,"[0.82, 1.0, 1.0]","[46.1, 26.3, 15.3]","[[23.9, 19.5], [22.6, 16.3], [41.5, 38.1]]","[47.5, 47.6, 52.4]",1685477998.6869063,[],[],[],[],[],"[{'blender': {'cpu': 0, 'memory': 0}}, {'utils': {'cpu': 0, 'memory': 0}}, {'assemblies': {'cpu': 0, 'memory': 0}}, {'animations': {'cpu': 0, 'memory': 0}}, {'textures': {'cpu': 0, 'memory': 0}}]"
101,micro_200,Op-1,"[0.82, 1.0, 1.0]","[50.0, 27.2, 15.4]","[[24.2, 19.5], [24.2, 15.1], [34.3, 32.4]]","[47.5, 47.6, 51.5]",1685477998.5977805,[],[],[],[],[],"[{'blender': {'cpu': 0, 'memory': 0}}, {'utils': {'cpu': 0, 'memory': 0}}, {'assemblies': {'cpu': 0, 'memory': 0}}, {'animations': {'cpu': 0, 'memory': 0}}, {'textures': {'cpu': 0, 'memory': 0}}]"
49,micro_200,Op-1,"[0.82, 1.0, 1.0]","[72.1, 33.9, 16.3]","[[17.2, 17.4], [23.9, 14.6], [19.0, 18.5]]","[47.5, 47.6, 49.4]",1685477998.3438652,[],[],[],[],[],"[{'blender': {'cpu': 0, 'memory': 0}}, {'utils': {'cpu': 0, 'memory': 0}}, {'assemblies': {'cpu': 0, 'memory': 0}}, {'animations': {'cpu': 0, 'memory': 0}}, {'textures': {'cpu': 0, 'memory': 0}}]"
158,micro_200,Op-1,"[0.82, 1.0, 1.0]","[28.5, 26.7, 14.1]","[[28.1, 26.1], [14.0, 12.6], [69.4, 68.1]]","[47.5, 47.6, 54.6]",1685477998.97281,[],[],[],[],[],"[{'blender': {'cpu': 0, 'memory': 0}}, {'utils': {'cpu': 0, 'memory': 0}}, {'assemblies': {'cpu': 0, 'memory': 0}}, {'animations': {'cpu': 0, 'memory': 0}}, {'textures': {'cpu': 0, 'memory': 0}}]"
106,micro_200,Op-1,"[0.82, 1.0, 1.0]","[48.7, 26.7, 15.3]","[[24.2, 20.9], [23.9, 15.3], [34.8, 33.3]]","[47.5, 47.6, 51.7]",1685477998.620627,[],[],[],[],[],"[{'blender': {'cpu': 0, 'memory': 0}}, {'utils': {'cpu': 0, 'memory': 0}}, {'assemblies': {'cpu': 0, 'memory': 0}}, {'animations': {'cpu': 0, 'memory': 0}}, {'textures': {'cpu': 0, 'memory': 0}}]"
52,micro_200,Op-1,"[0.82, 1.0, 1.0]","[69.0, 34.1, 15.9]","[[16.5, 15.7], [25.8, 15.9], [20.7, 17.9]]","[47.5, 47.6, 49.8]",1685477998.3948746,[],[],[],[],[],"[{'blender': {'cpu': 0, 'memory': 0}}, {'utils': {'cpu': 0, 'memory': 0}}, {'assemblies': {'cpu': 0, 'memory': 0}}, {'animations': {'cpu': 0, 'memory': 0}}, {'textures': {'cpu': 0, 'memory': 0}}]"
137,micro_200,Op-1,"[0.82, 1.0, 1.0]","[41.5, 28.5, 14.5]","[[23.9, 19.8], [19.6, 13.6], [48.3, 47.5]]","[47.5, 47.6, 53.0]",1685477998.7546806,[],[],[],[],[],"[{'blender': {'cpu': 0, 'memory': 0}}, {'utils': {'cpu': 0, 'memory': 0}}, {'assemblies': {'cpu': 0, 'memory': 0}}, {'animations': {'cpu': 0, 'memory': 0}}, {'textures': {'cpu': 0, 'memory': 0}}]"
27,micro_200,Op-1,"[0.82, 1.0, 1.0]","[80.0, 29.5, 17.0]","[[19.4, 19.3], [27.5, 19.1], [14.3, 13.5]]","[47.5, 47.6, 48.2]",1685477998.223113,[],[],[],[],[],"[{'blender': {'cpu': 0, 'memory': 0}}, {'utils': {'cpu': 0, 'memory': 0}}, {'assemblies': {'cpu': 0, 'memory': 0}}, {'animations': {'cpu': 0, 'memory': 0}}, {'textures': {'cpu': 0, 'memory': 0}}]"
53,micro_200,Op-1,"[0.82, 1.0, 1.0]","[69.0, 34.1, 15.9]","[[16.5, 15.7], [26.1, 15.9], [21.0, 17.9]]","[47.5, 47.6, 49.8]",1685477998.3920228,[],[],[],[],[],"[{'blender': {'cpu': 0, 'memory': 0}}, {'utils': {'cpu': 0, 'memory': 0}}, {'assemblies': {'cpu': 0, 'memory': 0}}, {'animations': {'cpu': 0, 'memory': 0}}, {'textures': {'cpu': 0, 'memory': 0}}]"
78,micro_200,Op-1,"[0.82, 1.0, 1.0]","[66.2, 32.4, 16.5]","[[18.3, 14.4], [25.8, 15.7], [23.1, 21.1]]","[47.5, 47.6, 50.2]",1685477998.4429822,[],[],[],[],[],"[{'blender': {'cpu': 0, 'memory': 0}}, {'utils': {'cpu': 0, 'memory': 0}}, {'assemblies': {'cpu': 0, 'memory': 0}}, {'animations': {'cpu': 0, 'memory': 0}}, {'textures': {'cpu': 0, 'memory': 0}}]"
