id,study,operation,totalcpuusageOS,totalcpuusagepsutils,cpuusagepsutil,memoryusage,timestamp,assemblies,textures,utils,blender,animations,summary
34,micro_50,Op-1,"[2.56, 2.56, 3.08]","[98.4, 96.4, 93.6]","[[100.0, 98.1], [76.8, 58.9], [97.8, 100.0]]","[53.9, 54.2, 58.8]",1685421321.3783789,"[{'k8s_ws3d-assemblies-container_ws3d-assemblies-deployment-68fd8795b7-767vb_default_fe85b67c-3ee1-414e-9bd0-5a4774bad318_4': {'cpu': 0.02, 'memory': 0.32}}, {'k8s_ws3d-assemblies-container_ws3d-assemblies-deployment-68fd8795b7-2ld9z_default_7c9ff908-482d-436b-bf33-19744c7f722b_4': {'cpu': 0.01, 'memory': 0.32}}, {'k8s_ws3d-assemblies-container_ws3d-assemblies-deployment-68fd8795b7-7xbsc_default_d67262cc-3af6-4ec3-b51a-9984968e2b70_4': {'cpu': 0.02, 'memory': 0.34}}]","[{'k8s_ws3d-textures-container_ws3d-textures-deployment-54c56cf96d-q2jb6_default_ac296f3e-4a9b-45b0-876d-2995e4804f50_4': {'cpu': 0.01, 'memory': 0.31}}, {'k8s_ws3d-textures-container_ws3d-textures-deployment-54c56cf96d-ztcxv_default_b0424eeb-9464-4b80-ae8e-c3c5384e32c3_4': {'cpu': 0.03, 'memory': 0.31}}, {'k8s_ws3d-textures-container_ws3d-textures-deployment-54c56cf96d-qqz89_default_d7d0c096-8f13-407b-b2cc-1a0b35778850_4': {'cpu': 0.01, 'memory': 0.34}}]","[{'k8s_ws3d-utils-container_ws3d-utils-deployment-7f8ff45d7f-ztpsq_default_501daa32-5939-4e17-b2f9-5a24645ab348_2': {'cpu': 0.01, 'memory': 0.32}}, {'k8s_ws3d-utils-container_ws3d-utils-deployment-7f8ff45d7f-67l9h_default_f0cdd481-233b-470b-a469-07a38b665d23_1': {'cpu': 0.01, 'memory': 0.35}}, {'k8s_ws3d-utils-container_ws3d-utils-deployment-7f8ff45d7f-cptjc_default_d21d5961-249f-4061-8500-36b0b8347003_2': {'cpu': 0.01, 'memory': 0.37}}]","[{'k8s_ws3d-blender-container_ws3d-blender-deployment-6b7648f57f-h99v4_default_37332f61-0cca-4909-a3ef-128eeeabde4f_0': {'cpu': 75.36, 'memory': 1.88}}, {'k8s_ws3d-blender-container_ws3d-blender-deployment-6b7648f57f-rpj2r_default_de0dfc9f-e703-4016-86e5-4018f893561e_0': {'cpu': 109.53, 'memory': 2.56}}, {'k8s_ws3d-blender-container_ws3d-blender-deployment-6b7648f57f-z6c2l_default_1d6b7074-f4e7-4661-819a-dd0827686206_0': {'cpu': 85.85, 'memory': 2.45}}]","[{'k8s_ws3d-animations-container_ws3d-animations-deployment-5b5b9bfd4f-4lc96_default_3a6df3dc-37c2-4e17-a2a2-f5348709d02b_4': {'cpu': 0.01, 'memory': 0.36}}, {'k8s_ws3d-animations-container_ws3d-animations-deployment-5b5b9bfd4f-zs855_default_a2cd75d2-5c22-4af6-a5e8-af3d41d8a36c_4': {'cpu': 0.01, 'memory': 0.36}}, {'k8s_ws3d-animations-container_ws3d-animations-deployment-5b5b9bfd4f-hdldc_default_1d728723-aeb0-4db7-b093-6d829903a5b9_4': {'cpu': 0.01, 'memory': 0.35}}]","[{'blender': {'cpu': 270.74, 'memory': 6.89}}, {'utils': {'cpu': 0.03, 'memory': 1.04}}, {'assemblies': {'cpu': 0.05, 'memory': 0.98}}, {'animations': {'cpu': 0.03, 'memory': 1.07}}, {'textures': {'cpu': 0.05, 'memory': 0.96}}]"
20,micro_50,Op-1,"[2.56, 2.56, 3.08]","[98.4, 96.3, 87.3]","[[100.0, 98.1], [80.3, 66.7], [90.4, 100.0]]","[53.8, 54.2, 57.5]",1685421321.1788511,"[{'k8s_ws3d-assemblies-container_ws3d-assemblies-deployment-68fd8795b7-767vb_default_fe85b67c-3ee1-414e-9bd0-5a4774bad318_4': {'cpu': 0.02, 'memory': 0.32}}, {'k8s_ws3d-assemblies-container_ws3d-assemblies-deployment-68fd8795b7-2ld9z_default_7c9ff908-482d-436b-bf33-19744c7f722b_4': {'cpu': 0.01, 'memory': 0.32}}, {'k8s_ws3d-assemblies-container_ws3d-assemblies-deployment-68fd8795b7-7xbsc_default_d67262cc-3af6-4ec3-b51a-9984968e2b70_4': {'cpu': 0.02, 'memory': 0.34}}]","[{'k8s_ws3d-textures-container_ws3d-textures-deployment-54c56cf96d-q2jb6_default_ac296f3e-4a9b-45b0-876d-2995e4804f50_4': {'cpu': 0.01, 'memory': 0.31}}, {'k8s_ws3d-textures-container_ws3d-textures-deployment-54c56cf96d-ztcxv_default_b0424eeb-9464-4b80-ae8e-c3c5384e32c3_4': {'cpu': 0.03, 'memory': 0.31}}, {'k8s_ws3d-textures-container_ws3d-textures-deployment-54c56cf96d-qqz89_default_d7d0c096-8f13-407b-b2cc-1a0b35778850_4': {'cpu': 0.01, 'memory': 0.34}}]","[{'k8s_ws3d-utils-container_ws3d-utils-deployment-7f8ff45d7f-ztpsq_default_501daa32-5939-4e17-b2f9-5a24645ab348_2': {'cpu': 0.01, 'memory': 0.32}}, {'k8s_ws3d-utils-container_ws3d-utils-deployment-7f8ff45d7f-67l9h_default_f0cdd481-233b-470b-a469-07a38b665d23_1': {'cpu': 0.01, 'memory': 0.35}}, {'k8s_ws3d-utils-container_ws3d-utils-deployment-7f8ff45d7f-cptjc_default_d21d5961-249f-4061-8500-36b0b8347003_2': {'cpu': 0.01, 'memory': 0.37}}]","[{'k8s_ws3d-blender-container_ws3d-blender-deployment-6b7648f57f-h99v4_default_37332f61-0cca-4909-a3ef-128eeeabde4f_0': {'cpu': 75.36, 'memory': 1.88}}, {'k8s_ws3d-blender-container_ws3d-blender-deployment-6b7648f57f-rpj2r_default_de0dfc9f-e703-4016-86e5-4018f893561e_0': {'cpu': 109.53, 'memory': 2.56}}, {'k8s_ws3d-blender-container_ws3d-blender-deployment-6b7648f57f-z6c2l_default_1d6b7074-f4e7-4661-819a-dd0827686206_0': {'cpu': 85.85, 'memory': 2.45}}]","[{'k8s_ws3d-animations-container_ws3d-animations-deployment-5b5b9bfd4f-4lc96_default_3a6df3dc-37c2-4e17-a2a2-f5348709d02b_4': {'cpu': 0.01, 'memory': 0.36}}, {'k8s_ws3d-animations-container_ws3d-animations-deployment-5b5b9bfd4f-zs855_default_a2cd75d2-5c22-4af6-a5e8-af3d41d8a36c_4': {'cpu': 0.01, 'memory': 0.36}}, {'k8s_ws3d-animations-container_ws3d-animations-deployment-5b5b9bfd4f-hdldc_default_1d728723-aeb0-4db7-b093-6d829903a5b9_4': {'cpu': 0.01, 'memory': 0.35}}]","[{'blender': {'cpu': 270.74, 'memory': 6.89}}, {'utils': {'cpu': 0.03, 'memory': 1.04}}, {'assemblies': {'cpu': 0.05, 'memory': 0.98}}, {'animations': {'cpu': 0.03, 'memory': 1.07}}, {'textures': {'cpu': 0.05, 'memory': 0.96}}]"
2,micro_50,Op-2,"[7.88, 7.88, 7.88]","[100.0, 100.0, 98.9]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[73.4, 74.2, 76.0]",1685421330.7034314,"[{'k8s_ws3d-assemblies-container_ws3d-assemblies-deployment-68fd8795b7-767vb_default_fe85b67c-3ee1-414e-9bd0-5a4774bad318_4': {'cpu': 0.02, 'memory': 0.32}}, {'k8s_ws3d-assemblies-container_ws3d-assemblies-deployment-68fd8795b7-2ld9z_default_7c9ff908-482d-436b-bf33-19744c7f722b_4': {'cpu': 0.01, 'memory': 0.32}}, {'k8s_ws3d-assemblies-container_ws3d-assemblies-deployment-68fd8795b7-7xbsc_default_d67262cc-3af6-4ec3-b51a-9984968e2b70_4': {'cpu': 0.02, 'memory': 0.34}}]","[{'k8s_ws3d-textures-container_ws3d-textures-deployment-54c56cf96d-q2jb6_default_ac296f3e-4a9b-45b0-876d-2995e4804f50_4': {'cpu': 0.01, 'memory': 0.31}}, {'k8s_ws3d-textures-container_ws3d-textures-deployment-54c56cf96d-ztcxv_default_b0424eeb-9464-4b80-ae8e-c3c5384e32c3_4': {'cpu': 0.02, 'memory': 0.31}}, {'k8s_ws3d-textures-container_ws3d-textures-deployment-54c56cf96d-qqz89_default_d7d0c096-8f13-407b-b2cc-1a0b35778850_4': {'cpu': 0.01, 'memory': 0.34}}]","[{'k8s_ws3d-utils-container_ws3d-utils-deployment-7f8ff45d7f-ztpsq_default_501daa32-5939-4e17-b2f9-5a24645ab348_2': {'cpu': 0.01, 'memory': 0.32}}, {'k8s_ws3d-utils-container_ws3d-utils-deployment-7f8ff45d7f-67l9h_default_f0cdd481-233b-470b-a469-07a38b665d23_1': {'cpu': 0.01, 'memory': 0.35}}, {'k8s_ws3d-utils-container_ws3d-utils-deployment-7f8ff45d7f-cptjc_default_d21d5961-249f-4061-8500-36b0b8347003_2': {'cpu': 0.01, 'memory': 0.37}}]","[{'k8s_ws3d-blender-container_ws3d-blender-deployment-6b7648f57f-h99v4_default_37332f61-0cca-4909-a3ef-128eeeabde4f_0': {'cpu': 75.36, 'memory': 1.88}}, {'k8s_ws3d-blender-container_ws3d-blender-deployment-6b7648f57f-rpj2r_default_de0dfc9f-e703-4016-86e5-4018f893561e_0': {'cpu': 109.53, 'memory': 2.56}}, {'k8s_ws3d-blender-container_ws3d-blender-deployment-6b7648f57f-z6c2l_default_1d6b7074-f4e7-4661-819a-dd0827686206_0': {'cpu': 85.1, 'memory': 1.86}}]","[{'k8s_ws3d-animations-container_ws3d-animations-deployment-5b5b9bfd4f-4lc96_default_3a6df3dc-37c2-4e17-a2a2-f5348709d02b_4': {'cpu': 0.01, 'memory': 0.36}}, {'k8s_ws3d-animations-container_ws3d-animations-deployment-5b5b9bfd4f-zs855_default_a2cd75d2-5c22-4af6-a5e8-af3d41d8a36c_4': {'cpu': 0.19, 'memory': 0.35}}, {'k8s_ws3d-animations-container_ws3d-animations-deployment-5b5b9bfd4f-hdldc_default_1d728723-aeb0-4db7-b093-6d829903a5b9_4': {'cpu': 0.01, 'memory': 0.35}}]","[{'blender': {'cpu': 269.99, 'memory': 6.3}}, {'utils': {'cpu': 0.03, 'memory': 1.04}}, {'assemblies': {'cpu': 0.05, 'memory': 0.98}}, {'animations': {'cpu': 0.21, 'memory': 1.06}}, {'textures': {'cpu': 0.04, 'memory': 0.96}}]"
46,micro_50,Op-1,"[2.56, 2.56, 3.08]","[98.5, 92.1, 93.7]","[[100.0, 98.1], [78.0, 60.8], [97.8, 100.0]]","[53.9, 54.4, 60.0]",1685421321.662978,"[{'k8s_ws3d-assemblies-container_ws3d-assemblies-deployment-68fd8795b7-767vb_default_fe85b67c-3ee1-414e-9bd0-5a4774bad318_4': {'cpu': 0.02, 'memory': 0.32}}, {'k8s_ws3d-assemblies-container_ws3d-assemblies-deployment-68fd8795b7-2ld9z_default_7c9ff908-482d-436b-bf33-19744c7f722b_4': {'cpu': 0.01, 'memory': 0.32}}, {'k8s_ws3d-assemblies-container_ws3d-assemblies-deployment-68fd8795b7-7xbsc_default_d67262cc-3af6-4ec3-b51a-9984968e2b70_4': {'cpu': 0.02, 'memory': 0.34}}]","[{'k8s_ws3d-textures-container_ws3d-textures-deployment-54c56cf96d-q2jb6_default_ac296f3e-4a9b-45b0-876d-2995e4804f50_4': {'cpu': 0.01, 'memory': 0.31}}, {'k8s_ws3d-textures-container_ws3d-textures-deployment-54c56cf96d-ztcxv_default_b0424eeb-9464-4b80-ae8e-c3c5384e32c3_4': {'cpu': 0.03, 'memory': 0.31}}, {'k8s_ws3d-textures-container_ws3d-textures-deployment-54c56cf96d-qqz89_default_d7d0c096-8f13-407b-b2cc-1a0b35778850_4': {'cpu': 0.01, 'memory': 0.34}}]","[{'k8s_ws3d-utils-container_ws3d-utils-deployment-7f8ff45d7f-ztpsq_default_501daa32-5939-4e17-b2f9-5a24645ab348_2': {'cpu': 0.01, 'memory': 0.32}}, {'k8s_ws3d-utils-container_ws3d-utils-deployment-7f8ff45d7f-67l9h_default_f0cdd481-233b-470b-a469-07a38b665d23_1': {'cpu': 0.01, 'memory': 0.35}}, {'k8s_ws3d-utils-container_ws3d-utils-deployment-7f8ff45d7f-cptjc_default_d21d5961-249f-4061-8500-36b0b8347003_2': {'cpu': 0.01, 'memory': 0.37}}]","[{'k8s_ws3d-blender-container_ws3d-blender-deployment-6b7648f57f-h99v4_default_37332f61-0cca-4909-a3ef-128eeeabde4f_0': {'cpu': 75.36, 'memory': 1.88}}, {'k8s_ws3d-blender-container_ws3d-blender-deployment-6b7648f57f-rpj2r_default_de0dfc9f-e703-4016-86e5-4018f893561e_0': {'cpu': 109.53, 'memory': 2.56}}, {'k8s_ws3d-blender-container_ws3d-blender-deployment-6b7648f57f-z6c2l_default_1d6b7074-f4e7-4661-819a-dd0827686206_0': {'cpu': 85.85, 'memory': 2.45}}]","[{'k8s_ws3d-animations-container_ws3d-animations-deployment-5b5b9bfd4f-4lc96_default_3a6df3dc-37c2-4e17-a2a2-f5348709d02b_4': {'cpu': 0.01, 'memory': 0.36}}, {'k8s_ws3d-animations-container_ws3d-animations-deployment-5b5b9bfd4f-zs855_default_a2cd75d2-5c22-4af6-a5e8-af3d41d8a36c_4': {'cpu': 0.19, 'memory': 0.35}}, {'k8s_ws3d-animations-container_ws3d-animations-deployment-5b5b9bfd4f-hdldc_default_1d728723-aeb0-4db7-b093-6d829903a5b9_4': {'cpu': 0.01, 'memory': 0.35}}]","[{'blender': {'cpu': 270.74, 'memory': 6.89}}, {'utils': {'cpu': 0.03, 'memory': 1.04}}, {'assemblies': {'cpu': 0.05, 'memory': 0.98}}, {'animations': {'cpu': 0.21, 'memory': 1.06}}, {'textures': {'cpu': 0.05, 'memory': 0.96}}]"
42,micro_50,Op-1,"[2.56, 2.56, 3.08]","[98.5, 92.2, 93.7]","[[100.0, 98.1], [77.8, 60.8], [97.7, 100.0]]","[53.9, 54.4, 59.9]",1685421321.6727736,"[{'k8s_ws3d-assemblies-container_ws3d-assemblies-deployment-68fd8795b7-767vb_default_fe85b67c-3ee1-414e-9bd0-5a4774bad318_4': {'cpu': 0.02, 'memory': 0.32}}, {'k8s_ws3d-assemblies-container_ws3d-assemblies-deployment-68fd8795b7-2ld9z_default_7c9ff908-482d-436b-bf33-19744c7f722b_4': {'cpu': 0.01, 'memory': 0.32}}, {'k8s_ws3d-assemblies-container_ws3d-assemblies-deployment-68fd8795b7-7xbsc_default_d67262cc-3af6-4ec3-b51a-9984968e2b70_4': {'cpu': 0.02, 'memory': 0.34}}]","[{'k8s_ws3d-textures-container_ws3d-textures-deployment-54c56cf96d-q2jb6_default_ac296f3e-4a9b-45b0-876d-2995e4804f50_4': {'cpu': 0.01, 'memory': 0.31}}, {'k8s_ws3d-textures-container_ws3d-textures-deployment-54c56cf96d-ztcxv_default_b0424eeb-9464-4b80-ae8e-c3c5384e32c3_4': {'cpu': 0.02, 'memory': 0.31}}, {'k8s_ws3d-textures-container_ws3d-textures-deployment-54c56cf96d-qqz89_default_d7d0c096-8f13-407b-b2cc-1a0b35778850_4': {'cpu': 0.01, 'memory': 0.34}}]","[{'k8s_ws3d-utils-container_ws3d-utils-deployment-7f8ff45d7f-ztpsq_default_501daa32-5939-4e17-b2f9-5a24645ab348_2': {'cpu': 0.01, 'memory': 0.32}}, {'k8s_ws3d-utils-container_ws3d-utils-deployment-7f8ff45d7f-67l9h_default_f0cdd481-233b-470b-a469-07a38b665d23_1': {'cpu': 0.01, 'memory': 0.35}}, {'k8s_ws3d-utils-container_ws3d-utils-deployment-7f8ff45d7f-cptjc_default_d21d5961-249f-4061-8500-36b0b8347003_2': {'cpu': 0.01, 'memory': 0.37}}]","[{'k8s_ws3d-blender-container_ws3d-blender-deployment-6b7648f57f-h99v4_default_37332f61-0cca-4909-a3ef-128eeeabde4f_0': {'cpu': 75.36, 'memory': 1.88}}, {'k8s_ws3d-blender-container_ws3d-blender-deployment-6b7648f57f-rpj2r_default_de0dfc9f-e703-4016-86e5-4018f893561e_0': {'cpu': 109.53, 'memory': 2.56}}, {'k8s_ws3d-blender-container_ws3d-blender-deployment-6b7648f57f-z6c2l_default_1d6b7074-f4e7-4661-819a-dd0827686206_0': {'cpu': 85.85, 'memory': 2.45}}]","[{'k8s_ws3d-animations-container_ws3d-animations-deployment-5b5b9bfd4f-4lc96_default_3a6df3dc-37c2-4e17-a2a2-f5348709d02b_4': {'cpu': 0.01, 'memory': 0.36}}, {'k8s_ws3d-animations-container_ws3d-animations-deployment-5b5b9bfd4f-zs855_default_a2cd75d2-5c22-4af6-a5e8-af3d41d8a36c_4': {'cpu': 0.19, 'memory': 0.35}}, {'k8s_ws3d-animations-container_ws3d-animations-deployment-5b5b9bfd4f-hdldc_default_1d728723-aeb0-4db7-b093-6d829903a5b9_4': {'cpu': 0.01, 'memory': 0.35}}]","[{'blender': {'cpu': 270.74, 'memory': 6.89}}, {'utils': {'cpu': 0.03, 'memory': 1.04}}, {'assemblies': {'cpu': 0.05, 'memory': 0.98}}, {'animations': {'cpu': 0.21, 'memory': 1.06}}, {'textures': {'cpu': 0.04, 'memory': 0.96}}]"
4,micro_50,Op-1,"[2.56, 2.56, 3.08]","[100.0, 100.0, 74.1]","[[96.7, 100.0], [87.1, 88.1], [86.8, 100.0]]","[53.6, 54.2, 55.2]",1685421320.8424766,"[{'k8s_ws3d-assemblies-container_ws3d-assemblies-deployment-68fd8795b7-767vb_default_fe85b67c-3ee1-414e-9bd0-5a4774bad318_4': {'cpu': 0.02, 'memory': 0.32}}, {'k8s_ws3d-assemblies-container_ws3d-assemblies-deployment-68fd8795b7-2ld9z_default_7c9ff908-482d-436b-bf33-19744c7f722b_4': {'cpu': 0.01, 'memory': 0.32}}, {'k8s_ws3d-assemblies-container_ws3d-assemblies-deployment-68fd8795b7-7xbsc_default_d67262cc-3af6-4ec3-b51a-9984968e2b70_4': {'cpu': 0.02, 'memory': 0.34}}]","[{'k8s_ws3d-textures-container_ws3d-textures-deployment-54c56cf96d-q2jb6_default_ac296f3e-4a9b-45b0-876d-2995e4804f50_4': {'cpu': 0.01, 'memory': 0.31}}, {'k8s_ws3d-textures-container_ws3d-textures-deployment-54c56cf96d-ztcxv_default_b0424eeb-9464-4b80-ae8e-c3c5384e32c3_4': {'cpu': 0.03, 'memory': 0.31}}, {'k8s_ws3d-textures-container_ws3d-textures-deployment-54c56cf96d-qqz89_default_d7d0c096-8f13-407b-b2cc-1a0b35778850_4': {'cpu': 0.01, 'memory': 0.34}}]","[{'k8s_ws3d-utils-container_ws3d-utils-deployment-7f8ff45d7f-ztpsq_default_501daa32-5939-4e17-b2f9-5a24645ab348_2': {'cpu': 0.01, 'memory': 0.32}}, {'k8s_ws3d-utils-container_ws3d-utils-deployment-7f8ff45d7f-67l9h_default_f0cdd481-233b-470b-a469-07a38b665d23_1': {'cpu': 0.01, 'memory': 0.35}}, {'k8s_ws3d-utils-container_ws3d-utils-deployment-7f8ff45d7f-cptjc_default_d21d5961-249f-4061-8500-36b0b8347003_2': {'cpu': 0.01, 'memory': 0.37}}]","[{'k8s_ws3d-blender-container_ws3d-blender-deployment-6b7648f57f-h99v4_default_37332f61-0cca-4909-a3ef-128eeeabde4f_0': {'cpu': 75.36, 'memory': 1.88}}, {'k8s_ws3d-blender-container_ws3d-blender-deployment-6b7648f57f-rpj2r_default_de0dfc9f-e703-4016-86e5-4018f893561e_0': {'cpu': 109.53, 'memory': 2.56}}, {'k8s_ws3d-blender-container_ws3d-blender-deployment-6b7648f57f-z6c2l_default_1d6b7074-f4e7-4661-819a-dd0827686206_0': {'cpu': 85.85, 'memory': 2.45}}]","[{'k8s_ws3d-animations-container_ws3d-animations-deployment-5b5b9bfd4f-4lc96_default_3a6df3dc-37c2-4e17-a2a2-f5348709d02b_4': {'cpu': 0.01, 'memory': 0.36}}, {'k8s_ws3d-animations-container_ws3d-animations-deployment-5b5b9bfd4f-zs855_default_a2cd75d2-5c22-4af6-a5e8-af3d41d8a36c_4': {'cpu': 0.01, 'memory': 0.36}}, {'k8s_ws3d-animations-container_ws3d-animations-deployment-5b5b9bfd4f-hdldc_default_1d728723-aeb0-4db7-b093-6d829903a5b9_4': {'cpu': 0.01, 'memory': 0.35}}]","[{'blender': {'cpu': 270.74, 'memory': 6.89}}, {'utils': {'cpu': 0.03, 'memory': 1.04}}, {'assemblies': {'cpu': 0.05, 'memory': 0.98}}, {'animations': {'cpu': 0.03, 'memory': 1.07}}, {'textures': {'cpu': 0.05, 'memory': 0.96}}]"
27,micro_50,Op-1,"[2.56, 2.56, 3.08]","[98.4, 96.4, 93.6]","[[100.0, 98.1], [76.8, 58.9], [97.8, 100.0]]","[53.9, 54.2, 58.8]",1685421321.3740222,"[{'k8s_ws3d-assemblies-container_ws3d-assemblies-deployment-68fd8795b7-767vb_default_fe85b67c-3ee1-414e-9bd0-5a4774bad318_4': {'cpu': 0.02, 'memory': 0.32}}, {'k8s_ws3d-assemblies-container_ws3d-assemblies-deployment-68fd8795b7-2ld9z_default_7c9ff908-482d-436b-bf33-19744c7f722b_4': {'cpu': 0.01, 'memory': 0.32}}, {'k8s_ws3d-assemblies-container_ws3d-assemblies-deployment-68fd8795b7-7xbsc_default_d67262cc-3af6-4ec3-b51a-9984968e2b70_4': {'cpu': 0.02, 'memory': 0.34}}]","[{'k8s_ws3d-textures-container_ws3d-textures-deployment-54c56cf96d-q2jb6_default_ac296f3e-4a9b-45b0-876d-2995e4804f50_4': {'cpu': 0.01, 'memory': 0.31}}, {'k8s_ws3d-textures-container_ws3d-textures-deployment-54c56cf96d-ztcxv_default_b0424eeb-9464-4b80-ae8e-c3c5384e32c3_4': {'cpu': 0.03, 'memory': 0.31}}, {'k8s_ws3d-textures-container_ws3d-textures-deployment-54c56cf96d-qqz89_default_d7d0c096-8f13-407b-b2cc-1a0b35778850_4': {'cpu': 0.01, 'memory': 0.34}}]","[{'k8s_ws3d-utils-container_ws3d-utils-deployment-7f8ff45d7f-ztpsq_default_501daa32-5939-4e17-b2f9-5a24645ab348_2': {'cpu': 0.01, 'memory': 0.32}}, {'k8s_ws3d-utils-container_ws3d-utils-deployment-7f8ff45d7f-67l9h_default_f0cdd481-233b-470b-a469-07a38b665d23_1': {'cpu': 0.01, 'memory': 0.35}}, {'k8s_ws3d-utils-container_ws3d-utils-deployment-7f8ff45d7f-cptjc_default_d21d5961-249f-4061-8500-36b0b8347003_2': {'cpu': 0.01, 'memory': 0.37}}]","[{'k8s_ws3d-blender-container_ws3d-blender-deployment-6b7648f57f-h99v4_default_37332f61-0cca-4909-a3ef-128eeeabde4f_0': {'cpu': 75.36, 'memory': 1.88}}, {'k8s_ws3d-blender-container_ws3d-blender-deployment-6b7648f57f-rpj2r_default_de0dfc9f-e703-4016-86e5-4018f893561e_0': {'cpu': 109.53, 'memory': 2.56}}, {'k8s_ws3d-blender-container_ws3d-blender-deployment-6b7648f57f-z6c2l_default_1d6b7074-f4e7-4661-819a-dd0827686206_0': {'cpu': 85.85, 'memory': 2.45}}]","[{'k8s_ws3d-animations-container_ws3d-animations-deployment-5b5b9bfd4f-4lc96_default_3a6df3dc-37c2-4e17-a2a2-f5348709d02b_4': {'cpu': 0.01, 'memory': 0.36}}, {'k8s_ws3d-animations-container_ws3d-animations-deployment-5b5b9bfd4f-zs855_default_a2cd75d2-5c22-4af6-a5e8-af3d41d8a36c_4': {'cpu': 0.19, 'memory': 0.35}}, {'k8s_ws3d-animations-container_ws3d-animations-deployment-5b5b9bfd4f-hdldc_default_1d728723-aeb0-4db7-b093-6d829903a5b9_4': {'cpu': 0.01, 'memory': 0.35}}]","[{'blender': {'cpu': 270.74, 'memory': 6.89}}, {'utils': {'cpu': 0.03, 'memory': 1.04}}, {'assemblies': {'cpu': 0.05, 'memory': 0.98}}, {'animations': {'cpu': 0.21, 'memory': 1.06}}, {'textures': {'cpu': 0.05, 'memory': 0.96}}]"
8,micro_50,Op-1,"[2.56, 2.56, 3.08]","[100.0, 100.0, 76.9]","[[96.6, 98.3], [82.8, 83.6], [86.5, 100.0]]","[53.6, 54.2, 55.7]",1685421320.8987858,"[{'k8s_ws3d-assemblies-container_ws3d-assemblies-deployment-68fd8795b7-767vb_default_fe85b67c-3ee1-414e-9bd0-5a4774bad318_4': {'cpu': 0.02, 'memory': 0.32}}, {'k8s_ws3d-assemblies-container_ws3d-assemblies-deployment-68fd8795b7-2ld9z_default_7c9ff908-482d-436b-bf33-19744c7f722b_4': {'cpu': 0.01, 'memory': 0.32}}, {'k8s_ws3d-assemblies-container_ws3d-assemblies-deployment-68fd8795b7-7xbsc_default_d67262cc-3af6-4ec3-b51a-9984968e2b70_4': {'cpu': 0.02, 'memory': 0.34}}]","[{'k8s_ws3d-textures-container_ws3d-textures-deployment-54c56cf96d-q2jb6_default_ac296f3e-4a9b-45b0-876d-2995e4804f50_4': {'cpu': 0.01, 'memory': 0.31}}, {'k8s_ws3d-textures-container_ws3d-textures-deployment-54c56cf96d-ztcxv_default_b0424eeb-9464-4b80-ae8e-c3c5384e32c3_4': {'cpu': 0.03, 'memory': 0.31}}, {'k8s_ws3d-textures-container_ws3d-textures-deployment-54c56cf96d-qqz89_default_d7d0c096-8f13-407b-b2cc-1a0b35778850_4': {'cpu': 0.01, 'memory': 0.34}}]","[{'k8s_ws3d-utils-container_ws3d-utils-deployment-7f8ff45d7f-ztpsq_default_501daa32-5939-4e17-b2f9-5a24645ab348_2': {'cpu': 0.01, 'memory': 0.32}}, {'k8s_ws3d-utils-container_ws3d-utils-deployment-7f8ff45d7f-67l9h_default_f0cdd481-233b-470b-a469-07a38b665d23_1': {'cpu': 0.01, 'memory': 0.35}}, {'k8s_ws3d-utils-container_ws3d-utils-deployment-7f8ff45d7f-cptjc_default_d21d5961-249f-4061-8500-36b0b8347003_2': {'cpu': 0.01, 'memory': 0.37}}]","[{'k8s_ws3d-blender-container_ws3d-blender-deployment-6b7648f57f-h99v4_default_37332f61-0cca-4909-a3ef-128eeeabde4f_0': {'cpu': 75.36, 'memory': 1.88}}, {'k8s_ws3d-blender-container_ws3d-blender-deployment-6b7648f57f-rpj2r_default_de0dfc9f-e703-4016-86e5-4018f893561e_0': {'cpu': 109.53, 'memory': 2.56}}, {'k8s_ws3d-blender-container_ws3d-blender-deployment-6b7648f57f-z6c2l_default_1d6b7074-f4e7-4661-819a-dd0827686206_0': {'cpu': 85.85, 'memory': 2.45}}]","[{'k8s_ws3d-animations-container_ws3d-animations-deployment-5b5b9bfd4f-4lc96_default_3a6df3dc-37c2-4e17-a2a2-f5348709d02b_4': {'cpu': 0.01, 'memory': 0.36}}, {'k8s_ws3d-animations-container_ws3d-animations-deployment-5b5b9bfd4f-zs855_default_a2cd75d2-5c22-4af6-a5e8-af3d41d8a36c_4': {'cpu': 0.01, 'memory': 0.36}}, {'k8s_ws3d-animations-container_ws3d-animations-deployment-5b5b9bfd4f-hdldc_default_1d728723-aeb0-4db7-b093-6d829903a5b9_4': {'cpu': 0.01, 'memory': 0.35}}]","[{'blender': {'cpu': 270.74, 'memory': 6.89}}, {'utils': {'cpu': 0.03, 'memory': 1.04}}, {'assemblies': {'cpu': 0.05, 'memory': 0.98}}, {'animations': {'cpu': 0.03, 'memory': 1.07}}, {'textures': {'cpu': 0.05, 'memory': 0.96}}]"
