Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Op-1-GetModels-63,1,293,293,293,0.00,0.000%,3.41297,1.04,0.43,312.0
Op-1-GetModels-64,1,290,290,290,0.00,0.000%,3.44828,1.05,0.43,312.0
Op-1-GetModels-65,1,296,296,296,0.00,0.000%,3.37838,1.03,0.43,312.0
Op-1-GetModels-66,1,295,295,295,0.00,0.000%,3.38983,1.03,0.43,312.0
Op-1-GetModels-67,1,292,292,292,0.00,0.000%,3.42466,1.04,0.43,312.0
Op-1-GetModels-68,1,307,307,307,0.00,0.000%,3.25733,0.99,0.41,312.0
Op-1-GetModels-69,1,304,304,304,0.00,0.000%,3.28947,1.00,0.41,312.0
Op-1-GetModels-70,1,302,302,302,0.00,0.000%,3.31126,1.01,0.42,312.0
Op-1-GetModels-71,1,300,300,300,0.00,0.000%,3.33333,1.02,0.42,312.0
Op-1-GetModels-72,1,316,316,316,0.00,0.000%,3.16456,0.96,0.40,312.0
Op-1-GetModels-73,1,312,312,312,0.00,0.000%,3.20513,0.98,0.40,312.0
Op-1-GetModels-74,1,324,324,324,0.00,0.000%,3.08642,0.94,0.39,312.0
Op-1-GetModels-75,1,319,319,319,0.00,0.000%,3.13480,0.96,0.39,312.0
Op-1-GetModels-76,1,349,349,349,0.00,0.000%,2.86533,0.87,0.36,312.0
Op-1-GetModels-77,1,351,351,351,0.00,0.000%,2.84900,0.87,0.36,312.0
Op-1-GetModels-78,1,361,361,361,0.00,0.000%,2.77008,0.84,0.35,312.0
Op-1-GetModels-79,1,373,373,373,0.00,0.000%,2.68097,0.82,0.34,312.0
Op-1-GetModels-80,1,379,379,379,0.00,0.000%,2.63852,0.80,0.33,312.0
Op-1-GetModels-82,1,400,400,400,0.00,0.000%,2.50000,0.76,0.31,312.0
Op-1-GetModels-81,1,405,405,405,0.00,0.000%,2.46914,0.75,0.31,312.0
Op-1-GetModels-83,1,420,420,420,0.00,0.000%,2.38095,0.73,0.30,312.0
Op-1-GetModels-84,1,424,424,424,0.00,0.000%,2.35849,0.72,0.30,312.0
Op-1-GetModels-85,1,426,426,426,0.00,0.000%,2.34742,0.72,0.30,312.0
Op-1-GetModels-86,1,429,429,429,0.00,0.000%,2.33100,0.71,0.29,312.0
Op-1-GetModels-87,1,437,437,437,0.00,0.000%,2.28833,0.70,0.29,312.0
Op-1-GetModels-88,1,449,449,449,0.00,0.000%,2.22717,0.68,0.28,312.0
Op-1-GetModels-89,1,448,448,448,0.00,0.000%,2.23214,0.68,0.28,312.0
Op-1-GetModels-90,1,460,460,460,0.00,0.000%,2.17391,0.66,0.27,312.0
Op-1-GetModels-91,1,468,468,468,0.00,0.000%,2.13675,0.65,0.27,312.0
Op-1-GetModels-92,1,481,481,481,0.00,0.000%,2.07900,0.63,0.26,312.0
Op-1-GetModels-93,1,475,475,475,0.00,0.000%,2.10526,0.64,0.27,312.0
Op-1-GetModels-94,1,502,502,502,0.00,0.000%,1.99203,0.61,0.25,312.0
Op-1-GetModels-95,1,498,498,498,0.00,0.000%,2.00803,0.61,0.25,312.0
Op-1-GetModels-96,1,494,494,494,0.00,0.000%,2.02429,0.62,0.26,312.0
Op-1-GetModels-97,1,497,497,497,0.00,0.000%,2.01207,0.61,0.25,312.0
Op-1-GetModels-98,1,492,492,492,0.00,0.000%,2.03252,0.62,0.26,312.0
Op-1-GetModels-99,1,504,504,504,0.00,0.000%,1.98413,0.60,0.25,312.0
Op-1-GetModels-100,1,514,514,514,0.00,0.000%,1.94553,0.59,0.25,312.0
Op-1-GetModels-101,1,525,525,525,0.00,0.000%,1.90476,0.58,0.24,312.0
Op-1-GetModels-102,1,525,525,525,0.00,0.000%,1.90476,0.58,0.24,312.0
Op-1-GetModels-103,1,524,524,524,0.00,0.000%,1.90840,0.58,0.24,312.0
Op-1-GetModels-104,1,529,529,529,0.00,0.000%,1.89036,0.58,0.24,312.0
Op-1-GetModels-105,1,533,533,533,0.00,0.000%,1.87617,0.57,0.24,312.0
Op-1-GetModels-106,1,531,531,531,0.00,0.000%,1.88324,0.57,0.24,312.0
Op-1-GetModels-107,1,558,558,558,0.00,0.000%,1.79211,0.55,0.23,312.0
Op-1-GetModels-108,1,582,582,582,0.00,0.000%,1.71821,0.52,0.22,312.0
Op-1-GetModels-109,1,578,578,578,0.00,0.000%,1.73010,0.53,0.22,312.0
Op-1-GetModels-110,1,595,595,595,0.00,0.000%,1.68067,0.51,0.21,312.0
Op-1-GetModels-111,1,607,607,607,0.00,0.000%,1.64745,0.50,0.21,312.0
Op-1-GetModels-112,1,602,602,602,0.00,0.000%,1.66113,0.51,0.21,312.0
Op-1-GetModels-113,1,606,606,606,0.00,0.000%,1.65017,0.50,0.21,312.0
Op-1-GetModels-114,1,622,622,622,0.00,0.000%,1.60772,0.49,0.20,312.0
Op-1-GetModels-115,1,633,633,633,0.00,0.000%,1.57978,0.48,0.20,312.0
Op-1-GetModels-116,1,653,653,653,0.00,0.000%,1.53139,0.47,0.19,312.0
Op-1-GetModels-117,1,673,673,673,0.00,0.000%,1.48588,0.45,0.19,312.0
Op-1-GetModels-118,1,672,672,672,0.00,0.000%,1.48810,0.45,0.19,312.0
Op-1-GetModels-119,1,684,684,684,0.00,0.000%,1.46199,0.45,0.18,312.0
Op-1-GetModels-120,1,706,706,706,0.00,0.000%,1.41643,0.43,0.18,312.0
Op-1-GetModels-121,1,713,713,713,0.00,0.000%,1.40252,0.43,0.18,312.0
Op-1-GetModels-122,1,752,752,752,0.00,0.000%,1.32979,0.41,0.17,312.0
Op-1-GetModels-123,1,755,755,755,0.00,0.000%,1.32450,0.40,0.17,312.0
Op-1-GetModels-124,1,751,751,751,0.00,0.000%,1.33156,0.41,0.17,312.0
Op-1-GetModels-125,1,762,762,762,0.00,0.000%,1.31234,0.40,0.17,312.0
Op-1-GetModels-126,1,781,781,781,0.00,0.000%,1.28041,0.39,0.16,312.0
Op-1-GetModels-127,1,783,783,783,0.00,0.000%,1.27714,0.39,0.16,312.0
Op-1-GetModels-128,1,786,786,786,0.00,0.000%,1.27226,0.39,0.16,312.0
Op-1-GetModels-129,1,790,790,790,0.00,0.000%,1.26582,0.39,0.16,312.0
Op-1-GetModels-130,1,818,818,818,0.00,0.000%,1.22249,0.37,0.15,312.0
Op-1-GetModels-131,1,850,850,850,0.00,0.000%,1.17647,0.36,0.15,312.0
Op-1-GetModels-132,1,847,847,847,0.00,0.000%,1.18064,0.36,0.15,312.0
Op-1-GetModels-133,1,844,844,844,0.00,0.000%,1.18483,0.36,0.15,312.0
Op-1-GetModels-134,1,843,843,843,0.00,0.000%,1.18624,0.36,0.15,312.0
Op-1-GetModels-135,1,842,842,842,0.00,0.000%,1.18765,0.36,0.15,312.0
Op-1-GetModels-137,1,872,872,872,0.00,0.000%,1.14679,0.35,0.14,312.0
Op-1-GetModels-136,1,877,877,877,0.00,0.000%,1.14025,0.35,0.14,312.0
Op-1-GetModels-138,1,889,889,889,0.00,0.000%,1.12486,0.34,0.14,312.0
Op-1-GetModels-139,1,889,889,889,0.00,0.000%,1.12486,0.34,0.14,312.0
Op-1-GetModels-140,1,920,920,920,0.00,0.000%,1.08696,0.33,0.14,312.0
Op-1-GetModels-141,1,919,919,919,0.00,0.000%,1.08814,0.33,0.14,312.0
Op-1-GetModels-142,1,918,918,918,0.00,0.000%,1.08932,0.33,0.14,312.0
Op-1-GetModels-143,1,921,921,921,0.00,0.000%,1.08578,0.33,0.14,312.0
Op-1-GetModels-144,1,926,926,926,0.00,0.000%,1.07991,0.33,0.14,312.0
Op-1-GetModels-145,1,929,929,929,0.00,0.000%,1.07643,0.33,0.14,312.0
Op-1-GetModels-146,1,946,946,946,0.00,0.000%,1.05708,0.32,0.13,312.0
Op-1-GetModels-147,1,954,954,954,0.00,0.000%,1.04822,0.32,0.13,312.0
Op-1-GetModels-148,1,966,966,966,0.00,0.000%,1.03520,0.32,0.13,312.0
Op-1-GetModels-149,1,963,963,963,0.00,0.000%,1.03842,0.32,0.13,312.0
Op-1-GetModels-150,1,974,974,974,0.00,0.000%,1.02669,0.31,0.13,312.0
Op-1-GetModels-151,1,997,997,997,0.00,0.000%,1.00301,0.31,0.13,312.0
Op-1-GetModels-152,1,1000,1000,1000,0.00,0.000%,1.00000,0.30,0.13,312.0
Op-1-GetModels-153,1,996,996,996,0.00,0.000%,1.00402,0.31,0.13,312.0
Op-1-GetModels-154,1,1010,1010,1010,0.00,0.000%,.99010,0.30,0.12,312.0
Op-1-GetModels-155,1,1006,1006,1006,0.00,0.000%,.99404,0.30,0.13,312.0
Op-1-GetModels-156,1,1039,1039,1039,0.00,0.000%,.96246,0.29,0.12,312.0
Op-1-GetModels-157,1,1043,1043,1043,0.00,0.000%,.95877,0.29,0.12,312.0
Op-1-GetModels-158,1,1042,1042,1042,0.00,0.000%,.95969,0.29,0.12,312.0
Op-1-GetModels-159,1,1044,1044,1044,0.00,0.000%,.95785,0.29,0.12,312.0
Op-1-GetModels-160,1,1049,1049,1049,0.00,0.000%,.95329,0.29,0.12,312.0
Op-1-GetModels-161,1,1052,1052,1052,0.00,0.000%,.95057,0.29,0.12,312.0
Op-1-GetModels-162,1,1072,1072,1072,0.00,0.000%,.93284,0.28,0.12,312.0
Op-1-GetModels-163,1,1067,1067,1067,0.00,0.000%,.93721,0.29,0.12,312.0
Op-1-GetModels-164,1,1066,1066,1066,0.00,0.000%,.93809,0.29,0.12,312.0
Op-1-GetModels-165,1,1069,1069,1069,0.00,0.000%,.93545,0.29,0.12,312.0
Op-1-GetModels-166,1,1068,1068,1068,0.00,0.000%,.93633,0.29,0.12,312.0
Op-1-GetModels-167,1,1072,1072,1072,0.00,0.000%,.93284,0.28,0.12,312.0
Op-1-GetModels-168,1,1093,1093,1093,0.00,0.000%,.91491,0.28,0.12,312.0
Op-1-GetModels-169,1,1111,1111,1111,0.00,0.000%,.90009,0.27,0.11,312.0
Op-1-GetModels-170,1,1107,1107,1107,0.00,0.000%,.90334,0.28,0.11,312.0
Op-1-GetModels-171,1,1123,1123,1123,0.00,0.000%,.89047,0.27,0.11,312.0
Op-1-GetModels-172,1,1134,1134,1134,0.00,0.000%,.88183,0.27,0.11,312.0
Op-1-GetModels-173,1,1130,1130,1130,0.00,0.000%,.88496,0.27,0.11,312.0
Op-1-GetModels-174,1,1126,1126,1126,0.00,0.000%,.88810,0.27,0.11,312.0
Op-1-GetModels-175,1,1139,1139,1139,0.00,0.000%,.87796,0.27,0.11,312.0
Op-1-GetModels-176,1,1151,1151,1151,0.00,0.000%,.86881,0.26,0.11,312.0
Op-1-GetModels-177,1,1154,1154,1154,0.00,0.000%,.86655,0.26,0.11,312.0
Op-1-GetModels-178,1,1170,1170,1170,0.00,0.000%,.85470,0.26,0.11,312.0
Op-1-GetModels-180,1,1189,1189,1189,0.00,0.000%,.84104,0.26,0.11,312.0
Op-1-GetModels-181,1,1184,1184,1184,0.00,0.000%,.84459,0.26,0.11,312.0
Op-1-GetModels-183,1,1187,1187,1187,0.00,0.000%,.84246,0.26,0.11,312.0
Op-1-GetModels-185,1,1178,1178,1178,0.00,0.000%,.84890,0.26,0.11,312.0
Op-1-GetModels-187,1,1181,1181,1181,0.00,0.000%,.84674,0.26,0.11,312.0
Op-1-GetModels-190,1,1195,1195,1195,0.00,0.000%,.83682,0.25,0.11,312.0
Op-1-GetModels-193,1,1196,1196,1196,0.00,0.000%,.83612,0.25,0.11,312.0
Op-1-GetModels-192,1,1202,1202,1202,0.00,0.000%,.83195,0.25,0.10,312.0
Op-1-GetModels-196,1,1231,1231,1231,0.00,0.000%,.81235,0.25,0.10,312.0
Op-1-GetModels-198,1,1261,1261,1261,0.00,0.000%,.79302,0.24,0.10,312.0
Op-1-GetModels-188,1,1554,1554,1554,0.00,0.000%,.64350,0.20,0.08,312.0
Op-1-GetModels-179,1,2797,2797,2797,0.00,0.000%,.35753,0.11,0.05,312.0
Op-1-GetModels-186,1,3084,3084,3084,0.00,0.000%,.32425,0.10,0.04,312.0
Op-1-GetModels-184,1,3100,3100,3100,0.00,0.000%,.32258,0.10,0.04,312.0
Op-1-GetModels-182,1,3116,3116,3116,0.00,0.000%,.32092,0.10,0.04,312.0
Op-1-GetModels-191,1,3198,3198,3198,0.00,0.000%,.31270,0.10,0.04,312.0
Op-1-GetModels-189,1,3288,3288,3288,0.00,0.000%,.30414,0.09,0.04,312.0
Op-1-GetModels-199,1,3401,3401,3401,0.00,0.000%,.29403,0.09,0.04,312.0
Op-1-GetModels-197,1,3500,3500,3500,0.00,0.000%,.28571,0.09,0.04,312.0
Op-1-GetModels-195,1,3563,3563,3563,0.00,0.000%,.28066,0.09,0.04,312.0
Op-1-GetModels-200,1,3538,3538,3538,0.00,0.000%,.28265,0.09,0.04,312.0
Op-1-GetModels-194,1,3568,3568,3568,0.00,0.000%,.28027,0.09,0.04,312.0
Op-2-GetAnimations-2,1,15816,15816,15816,0.00,0.000%,.06323,0.02,0.01,296.0
Op-2-GetAnimations-1,1,16008,16008,16008,0.00,0.000%,.06247,0.02,0.01,296.0
Op-2-GetAnimations-25,1,27877,27877,27877,0.00,0.000%,.03587,0.01,0.01,296.0
Op-3-GetItems-1,1,12419,12419,12419,0.00,0.000%,.08052,0.10,0.01,1298.0
Op-3-GetItems-25,1,18216,18216,18216,0.00,0.000%,.05490,0.07,0.01,1298.0
Op-4-HideElement-1,1,19187,19187,19187,0.00,0.000%,.05212,0.01,0.02,292.0
Op-4-HideElement-25,1,18813,18813,18813,0.00,0.000%,.05315,0.02,0.02,292.0
Op-5-ShowElement-1,1,19960,19960,19960,0.00,0.000%,.05010,0.01,0.02,292.0
Op-5-ShowElement-25,1,26763,26763,26763,0.00,0.000%,.03737,0.01,0.01,292.0
Op-2-GetAnimations-144,1,90813,90813,90813,0.00,0.000%,.01101,0.00,0.00,296.0
Op-2-GetAnimations-148,1,92833,92833,92833,0.00,0.000%,.01077,0.00,0.00,296.0
Op-2-GetAnimations-37,1,106140,106140,106140,0.00,0.000%,.00942,0.00,0.00,296.0
Op-3-GetItems-148,1,14117,14117,14117,0.00,0.000%,.07084,0.09,0.01,1298.0
Op-3-GetItems-37,1,17538,17538,17538,0.00,0.000%,.05702,0.07,0.01,1298.0
Op-2-GetAnimations-128,1,124585,124585,124585,0.00,0.000%,.00803,0.00,0.00,296.0
Op-2-GetAnimations-7,1,148343,148343,148343,0.00,0.000%,.00674,0.00,0.00,296.0
Op-6-ChangeTextureColor-1,1,81493,81493,81493,0.00,0.000%,.01227,0.00,0.00,292.0
Op-2-GetAnimations-176,1,147187,147187,147187,0.00,0.000%,.00679,0.00,0.00,296.0
Op-7-ChangeTextureMaterial-1,1,29820,29820,29820,0.00,0.000%,.03353,0.01,0.01,292.0
Op-2-GetAnimations-112,1,178412,178412,178412,0.00,0.000%,.00561,0.00,0.00,296.0
Op-2-GetAnimations-77,1,180374,180374,180374,0.00,0.000%,.00554,0.00,0.00,296.0
Op-2-GetAnimations-183,1,179075,179075,179075,0.00,0.000%,.00558,0.00,0.00,296.0
Op-3-GetItems-77,1,12698,12698,12698,0.00,0.000%,.07875,0.10,0.01,1298.0
Op-3-GetItems-183,1,12739,12739,12739,0.00,0.000%,.07850,0.10,0.01,1298.0
Op-2-GetAnimations-21,1,206231,206231,206231,0.00,0.000%,.00485,0.00,0.00,296.0
Op-2-GetAnimations-46,1,206003,206003,206003,0.00,0.000%,.00485,0.00,0.00,296.0
Op-3-GetItems-46,1,14173,14173,14173,0.00,0.000%,.07056,0.09,0.01,1298.0
Op-3-GetItems-21,1,14266,14266,14266,0.00,0.000%,.07010,0.09,0.01,1298.0
Op-4-HideElement-21,1,16797,16797,16797,0.00,0.000%,.05953,0.02,0.02,292.0
Op-4-HideElement-46,1,16875,16875,16875,0.00,0.000%,.05926,0.02,0.02,292.0
Op-5-ShowElement-46,1,24398,24398,24398,0.00,0.000%,.04099,0.01,0.02,292.0
Op-5-ShowElement-21,1,24470,24470,24470,0.00,0.000%,.04087,0.01,0.01,292.0
Op-2-GetAnimations-195,1,258921,258921,258921,0.00,0.000%,.00386,0.00,0.00,296.0
Op-6-ChangeTextureColor-21,1,17417,17417,17417,0.00,0.000%,.05742,0.02,0.02,292.0
Op-2-GetAnimations-164,1,277667,277667,277667,0.00,0.000%,.00360,0.00,0.00,296.0
Op-2-GetAnimations-194,1,291061,291061,291061,0.00,0.000%,.00344,0.00,0.00,296.0
Op-3-GetItems-164,1,16223,16223,16223,0.00,0.000%,.06164,0.08,0.01,1298.0
Op-3-GetItems-194,1,18130,18130,18130,0.00,0.000%,.05516,0.07,0.01,1298.0
Op-4-HideElement-164,1,18720,18720,18720,0.00,0.000%,.05342,0.02,0.02,292.0
Op-2-GetAnimations-138,1,330571,330571,330571,0.00,0.000%,.00303,0.00,0.00,296.0
Op-5-ShowElement-164,1,17782,17782,17782,0.00,0.000%,.05624,0.02,0.02,292.0
Op-6-ChangeTextureColor-164,1,23252,23252,23252,0.00,0.000%,.04301,0.01,0.02,292.0
Op-2-GetAnimations-184,1,351845,351845,351845,0.00,0.000%,.00284,0.00,0.00,296.0
Op-2-GetAnimations-23,1,371982,371982,371982,0.00,0.000%,.00269,0.00,0.00,296.0
Op-2-GetAnimations-90,1,371253,371253,371253,0.00,0.000%,.00269,0.00,0.00,296.0
Op-3-GetItems-23,1,16390,16390,16390,0.00,0.000%,.06101,0.08,0.01,1298.0
Op-3-GetItems-90,1,16779,16779,16779,0.00,0.000%,.05960,0.08,0.01,1298.0
Op-4-HideElement-90,1,18338,18338,18338,0.00,0.000%,.05453,0.02,0.02,292.0
Op-2-GetAnimations-29,1,407180,407180,407180,0.00,0.000%,.00246,0.00,0.00,296.0
Op-5-ShowElement-90,1,10975,10975,10975,0.00,0.000%,.09112,0.03,0.03,292.0
Op-3-GetItems-29,1,10915,10915,10915,0.00,0.000%,.09162,0.12,0.01,1298.0
Op-6-ChangeTextureColor-90,1,18306,18306,18306,0.00,0.000%,.05463,0.02,0.02,292.0
Op-4-HideElement-29,1,18297,18297,18297,0.00,0.000%,.05465,0.02,0.02,292.0
Op-5-ShowElement-29,1,15927,15927,15927,0.00,0.000%,.06279,0.02,0.02,292.0
Op-2-GetAnimations-170,1,452315,452315,452315,0.00,0.000%,.00221,0.00,0.00,296.0
Op-6-ChangeTextureColor-29,1,17436,17436,17436,0.00,0.000%,.05735,0.02,0.02,292.0
Op-3-GetItems-170,1,15791,15791,15791,0.00,0.000%,.06333,0.08,0.01,1298.0
Op-7-ChangeTextureMaterial-29,1,15759,15759,15759,0.00,0.000%,.06346,0.02,0.02,292.0
Op-4-HideElement-170,1,15695,15695,15695,0.00,0.000%,.06371,0.02,0.03,292.0
Op-2-GetAnimations-189,1,505920,505920,505920,0.00,0.000%,.00198,0.00,0.00,296.0
Op-5-ShowElement-170,1,25044,25044,25044,0.00,0.000%,.03993,0.01,0.01,292.0
Op-8-GenerateAvatar-29,1,25869,25869,25869,0.00,0.000%,.03866,0.01,0.01,292.0
Workflow-User-29,1,511463,511463,511463,0.00,0.000%,.00196,0.01,0.00,3366.0
Op-2-GetAnimations-61,1,528952,528952,528952,0.00,0.000%,.00189,0.00,0.00,296.0
Op-2-GetAnimations-73,1,528901,528901,528901,0.00,0.000%,.00189,0.00,0.00,296.0
Op-3-GetItems-61,1,18789,18789,18789,0.00,0.000%,.05322,0.07,0.01,1298.0
Op-2-GetAnimations-87,1,548819,548819,548819,0.00,0.000%,.00182,0.00,0.00,296.0
Op-4-HideElement-61,1,13434,13434,13434,0.00,0.000%,.07444,0.02,0.03,292.0
Op-3-GetItems-87,1,13476,13476,13476,0.00,0.000%,.07421,0.09,0.01,1298.0
Op-5-ShowElement-61,1,22396,22396,22396,0.00,0.000%,.04465,0.01,0.02,292.0
Op-2-GetAnimations-197,1,580484,580484,580484,0.00,0.000%,.00172,0.00,0.00,296.0
Op-6-ChangeTextureColor-61,1,22699,22699,22699,0.00,0.000%,.04405,0.01,0.02,292.0
Op-2-GetAnimations-58,1,606903,606903,606903,0.00,0.000%,.00165,0.00,0.00,296.0
Op-2-GetAnimations-142,1,624024,624024,624024,0.00,0.000%,.00160,0.00,0.00,296.0
Op-2-GetAnimations-160,1,623821,623821,623821,0.00,0.000%,.00160,0.00,0.00,296.0
Op-3-GetItems-142,1,19531,19531,19531,0.00,0.000%,.05120,0.06,0.01,1298.0
Op-2-GetAnimations-59,1,644881,644881,644881,0.00,0.000%,.00155,0.00,0.00,296.0
Op-4-HideElement-142,1,14963,14963,14963,0.00,0.000%,.06683,0.02,0.03,292.0
Op-3-GetItems-59,1,15209,15209,15209,0.00,0.000%,.06575,0.08,0.01,1298.0
Op-4-HideElement-194,1,363923,363923,363923,0.00,0.000%,.00275,0.00,0.00,292.0
Op-5-ShowElement-142,1,17658,17658,17658,0.00,0.000%,.05663,0.02,0.02,292.0
Op-5-ShowElement-194,1,17725,17725,17725,0.00,0.000%,.05642,0.02,0.02,292.0
Op-6-ChangeTextureColor-142,1,18960,18960,18960,0.00,0.000%,.05274,0.02,0.02,292.0
Op-3-GetItems-7,1,563069,563069,563069,0.00,0.000%,.00178,0.00,0.00,1298.0
Op-3-GetItems-138,1,379793,379793,379793,0.00,0.000%,.00263,0.00,0.00,1298.0
Op-2-GetAnimations-82,1,731362,731362,731362,0.00,0.000%,.00137,0.00,0.00,296.0
Op-4-HideElement-138,1,20408,20408,20408,0.00,0.000%,.04900,0.01,0.02,292.0
Op-5-ShowElement-138,1,18874,18874,18874,0.00,0.000%,.05298,0.02,0.02,292.0
Op-3-GetItems-82,1,19118,19118,19118,0.00,0.000%,.05231,0.07,0.01,1298.0
Op-2-GetAnimations-79,1,752542,752542,752542,0.00,0.000%,.00133,0.00,0.00,296.0
Op-4-HideElement-82,1,15557,15557,15557,0.00,0.000%,.06428,0.02,0.03,292.0
Op-3-GetItems-79,1,15412,15412,15412,0.00,0.000%,.06488,0.08,0.01,1298.0
