id,study,operation,totalcpuusageOS,totalcpuusagepsutils,cpuusagepsutil,memoryusage,timestamp
23,mono_25,Op-1,"[0.56, 0.56, 0.56]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 21.1, 22.0]",1685199004.6353357
24,mono_25,Op-1,"[0.56, 0.56, 0.56]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 21.1, 22.0]",1685199004.675857
25,mono_25,Op-1,"[0.56, 0.56, 0.56]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.0, 21.1, 21.9]",1685199004.719411
1,mono_25,Op-2,"[0.56, 0.56, 0.75]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.2, 21.0, 21.2]",1685199007.3260098
2,mono_25,Op-2,"[0.56, 0.56, 0.75]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.4, 19.7, 21.5]",1685199007.6029944
12,mono_25,Op-2,"[0.75, 0.75, 0.93]","[100.0, 100.0, 99.5]","[[100.0, 100.0], [99.0, 98.0], [100.0, 100.0]]","[21.2, 20.0, 21.6]",1685199011.233671
2,mono_25,Op-3,"[0.75, 0.75, 0.93]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [99.0, 96.9], [100.0, 100.0]]","[21.2, 20.6, 21.9]",1685199011.4755082
8,mono_25,Op-2,"[0.93, 0.93, 0.93]","[98.5, 100.0, 98.5]","[[100.0, 100.0], [99.0, 100.0], [100.0, 100.0]]","[21.2, 20.1, 21.5]",1685199014.7528355
6,mono_25,Op-2,"[0.93, 0.93, 0.93]","[99.5, 100.0, 99.0]","[[100.0, 100.0], [99.0, 98.0], [100.0, 100.0]]","[21.3, 20.3, 21.7]",1685199014.9602225
8,mono_25,Op-3,"[0.93, 1.1, 1.1]","[97.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.2, 21.8, 21.7]",1685199018.2169669
23,mono_25,Op-2,"[0.93, 1.1, 1.1]","[97.9, 100.0, 100.0]","[[100.0, 100.0], [99.0, 100.0], [100.0, 100.0]]","[21.5, 20.6, 22.0]",1685199018.5415566
8,mono_25,Op-4,"[1.1, 1.1, 1.25]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 99.0], [100.0, 100.0]]","[21.2, 20.1, 22.5]",1685199021.6164541
9,mono_25,Op-2,"[1.1, 1.1, 1.25]","[100.0, 99.5, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.8, 22.0, 22.9]",1685199022.416481
8,mono_25,Op-5,"[1.25, 1.25, 1.25]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 97.0]]","[22.5, 23.7, 20.8]",1685199025.2645607
5,mono_25,Op-2,"[1.25, 1.25, 1.25]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 97.0]]","[22.5, 23.7, 20.8]",1685199025.3799691
8,mono_25,Op-6,"[1.31, 1.31, 1.31]","[98.5, 100.0, 97.0]","[[100.0, 100.0], [100.0, 98.0], [100.0, 100.0]]","[21.2, 21.5, 21.6]",1685199030.2273424
5,mono_25,Op-3,"[1.31, 1.31, 1.31]","[98.5, 100.0, 97.0]","[[100.0, 100.0], [100.0, 98.0], [100.0, 100.0]]","[21.2, 21.5, 21.7]",1685199030.2706544
25,mono_25,Op-2,"[1.31, 1.31, 1.37]","[98.5, 99.5, 97.0]","[[100.0, 100.0], [100.0, 98.0], [100.0, 100.0]]","[21.6, 20.2, 21.7]",1685199030.6902072
17,mono_25,Op-2,"[1.31, 1.37, 1.37]","[98.5, 100.0, 100.0]","[[100.0, 94.0], [100.0, 99.0], [100.0, 100.0]]","[21.1, 21.7, 21.2]",1685199033.4957142
4,mono_25,Op-2,"[1.31, 1.37, 1.37]","[97.0, 99.5, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.6, 22.8, 22.1]",1685199034.572617
17,mono_25,Op-3,"[1.37, 1.37, 1.42]","[99.5, 100.0, 99.0]","[[100.0, 100.0], [99.0, 100.0], [100.0, 100.0]]","[21.2, 20.7, 21.3]",1685199037.0130527
21,mono_25,Op-2,"[1.37, 1.42, 1.42]","[100.0, 99.0, 100.0]","[[99.0, 100.0], [100.0, 100.0], [100.0, 99.0]]","[20.3, 21.3, 19.9]",1685199038.9340653
3,mono_25,Op-2,"[1.42, 1.42, 1.55]","[99.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 99.0], [100.0, 100.0]]","[21.3, 19.7, 21.6]",1685199040.912266
17,mono_25,Op-4,"[1.42, 1.42, 1.55]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 99.0], [100.0, 100.0]]","[21.5, 20.6, 21.8]",1685199041.3274593
3,mono_25,Op-3,"[1.42, 1.55, 1.55]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [99.0, 100.0], [100.0, 100.0]]","[21.2, 21.4, 21.5]",1685199044.3527904
17,mono_25,Op-5,"[1.55, 1.55, 1.55]","[100.0, 99.5, 99.5]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.6, 20.6, 21.9]",1685199044.8891714
3,mono_25,Op-4,"[1.55, 1.58, 1.58]","[100.0, 100.0, 99.5]","[[100.0, 100.0], [100.0, 99.0], [100.0, 100.0]]","[21.2, 21.1, 21.5]",1685199047.8615472
17,mono_25,Op-6,"[1.55, 1.58, 1.58]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [99.0, 99.0], [100.0, 100.0]]","[21.6, 20.8, 21.9]",1685199048.5214336
3,mono_25,Op-5,"[1.58, 1.58, 1.7]","[99.0, 100.0, 99.5]","[[100.0, 100.0], [92.9, 96.9], [100.0, 100.0]]","[21.2, 19.4, 21.5]",1685199051.466964
17,mono_25,Op-7,"[1.58, 1.58, 1.7]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [93.0, 96.9], [100.0, 100.0]]","[21.5, 20.8, 22.0]",1685199051.9773679
12,mono_25,Op-3,"[1.7, 1.7, 1.7]","[95.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.2, 20.2, 22.6]",1685199054.9930055
17,mono_25,Op-8,"[1.7, 1.7, 1.7]","[96.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.5, 21.2, 22.6]",1685199055.3861728
17,mono_25,Op-9,"[1.7, 1.96, 1.96]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 99.0]]","[22.2, 23.4, 20.4]",1685199058.3883321
12,mono_25,Op-4,"[1.7, 1.96, 1.96]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 99.0]]","[22.4, 23.6, 20.7]",1685199058.5931704
25,mono_25,Op-3,"[1.7, 1.96, 1.96]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.6, 23.7, 20.9]",1685199058.979454
21,mono_25,Op-3,"[1.96, 2.04, 2.04]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.3, 21.7, 21.5]",1685199063.599521
12,mono_25,Op-5,"[1.96, 2.04, 2.04]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.2, 20.3, 21.8]",1685199063.8563235
9,mono_25,Op-3,"[1.96, 2.04, 2.04]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.2, 20.7, 21.9]",1685199063.9896796
9,mono_25,Op-4,"[2.04, 2.04, 2.12]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.3, 21.9, 21.6]",1685199067.2489388
12,mono_25,Op-6,"[2.04, 2.12, 2.12]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.8, 20.9, 22.0]",1685199067.7882762
2,mono_25,Op-4,"[2.12, 2.12, 2.35]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [99.0, 99.0], [100.0, 100.0]]","[21.2, 19.7, 21.6]",1685199070.7246277
9,mono_25,Op-5,"[2.12, 2.12, 2.35]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [99.0, 100.0], [100.0, 100.0]]","[21.8, 20.9, 22.0]",1685199071.4005983
20,mono_25,Op-2,"[2.12, 2.35, 2.35]","[99.0, 100.0, 100.0]","[[100.0, 100.0], [98.0, 99.0], [100.0, 100.0]]","[21.2, 20.2, 21.9]",1685199074.387042
2,mono_25,Op-5,"[2.12, 2.35, 2.35]","[99.0, 100.0, 100.0]","[[100.0, 100.0], [98.0, 99.0], [100.0, 100.0]]","[21.4, 20.5, 21.9]",1685199074.4763749
20,mono_25,Op-3,"[2.35, 2.32, 2.32]","[99.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.2, 20.1, 21.7]",1685199077.737107
2,mono_25,Op-6,"[2.35, 2.32, 2.32]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.4, 20.7, 21.9]",1685199077.9960833
15,mono_25,Op-2,"[2.32, 2.32, 2.38]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [98.0, 100.0], [100.0, 100.0]]","[21.2, 19.7, 21.6]",1685199081.1991582
22,mono_25,Op-2,"[2.32, 2.32, 2.38]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [97.9, 100.0], [100.0, 99.0]]","[21.2, 20.6, 21.9]",1685199081.525468
22,mono_25,Op-3,"[2.38, 2.38, 2.38]","[99.5, 99.5, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.2, 20.2, 21.8]",1685199084.8445075
24,mono_25,Op-2,"[2.38, 2.38, 2.38]","[99.5, 99.5, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.2, 20.6, 21.9]",1685199084.9695885
9,mono_25,Op-6,"[2.38, 2.35, 2.35]","[100.0, 99.5, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.2, 20.4, 21.9]",1685199088.3718064
24,mono_25,Op-3,"[2.38, 2.35, 2.35]","[100.0, 99.5, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.4, 20.6, 22.0]",1685199088.4859252
9,mono_25,Op-7,"[2.35, 2.35, 2.32]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [98.0, 98.0], [100.0, 99.0]]","[21.2, 20.5, 21.9]",1685199091.8003464
12,mono_25,Op-7,"[2.35, 2.35, 2.32]","[99.5, 100.0, 99.5]","[[100.0, 100.0], [98.0, 98.0], [100.0, 100.0]]","[21.3, 20.9, 22.0]",1685199091.9331586
3,mono_25,Op-6,"[2.32, 2.32, 2.32]","[98.0, 100.0, 100.0]","[[100.0, 99.0], [100.0, 99.0], [100.0, 100.0]]","[21.3, 20.6, 22.6]",1685199095.1913743
12,mono_25,Op-8,"[2.32, 2.32, 2.32]","[98.0, 100.0, 100.0]","[[100.0, 99.0], [100.0, 99.0], [100.0, 100.0]]","[21.3, 21.1, 22.6]",1685199095.3670707
12,mono_25,Op-9,"[2.32, 2.37, 2.37]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [99.0, 100.0]]","[22.3, 23.4, 20.3]",1685199098.3713343
11,mono_25,Op-2,"[2.32, 2.37, 2.37]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [99.0, 100.0]]","[22.5, 23.7, 20.8]",1685199098.6995494
5,mono_25,Op-4,"[2.32, 2.37, 2.37]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [99.0, 100.0]]","[22.6, 23.7, 20.8]",1685199098.812483
24,mono_25,Op-4,"[2.37, 2.66, 2.66]","[100.0, 100.0, 98.5]","[[100.0, 100.0], [93.9, 100.0], [100.0, 100.0]]","[21.2, 21.3, 21.5]",1685199103.4852786
11,mono_25,Op-3,"[2.37, 2.66, 2.66]","[100.0, 96.9, 100.0]","[[100.0, 100.0], [100.0, 98.0], [100.0, 100.0]]","[21.5, 20.2, 21.7]",1685199103.9915102
5,mono_25,Op-5,"[2.37, 2.66, 2.66]","[100.0, 97.0, 100.0]","[[100.0, 100.0], [100.0, 98.0], [100.0, 100.0]]","[21.6, 20.4, 21.8]",1685199104.0927217
24,mono_25,Op-5,"[2.66, 2.66, 2.61]","[98.5, 100.0, 99.0]","[[100.0, 100.0], [99.0, 100.0], [100.0, 100.0]]","[21.2, 20.9, 21.4]",1685199106.9892323
7,mono_25,Op-2,"[2.66, 2.61, 2.61]","[99.0, 100.0, 100.0]","[[100.0, 100.0], [99.0, 98.0], [98.0, 95.9]]","[21.7, 20.8, 22.0]",1685199107.795235
2,mono_25,Op-7,"[2.61, 2.61, 2.61]","[99.0, 97.0, 99.0]","[[100.0, 100.0], [99.0, 100.0], [100.0, 100.0]]","[21.3, 19.3, 21.5]",1685199110.6782122
7,mono_25,Op-3,"[2.61, 2.61, 2.64]","[99.0, 97.9, 100.0]","[[97.9, 100.0], [97.0, 100.0], [100.0, 100.0]]","[21.5, 20.8, 22.0]",1685199111.2183797
3,mono_25,Op-7,"[2.61, 2.64, 2.64]","[99.0, 100.0, 100.0]","[[100.0, 100.0], [96.9, 97.0], [100.0, 100.0]]","[21.2, 20.0, 21.6]",1685199114.3778899
7,mono_25,Op-4,"[2.61, 2.64, 2.64]","[99.0, 100.0, 100.0]","[[100.0, 100.0], [97.0, 97.0], [99.0, 100.0]]","[21.5, 20.5, 21.9]",1685199114.653273
3,mono_25,Op-8,"[2.64, 2.67, 2.67]","[97.0, 99.5, 100.0]","[[100.0, 100.0], [98.0, 100.0], [100.0, 100.0]]","[21.2, 19.6, 21.5]",1685199117.7763941
7,mono_25,Op-5,"[2.64, 2.67, 2.67]","[99.0, 98.5, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 92.9]]","[21.5, 20.7, 22.0]",1685199118.2345035
3,mono_25,Op-9,"[2.67, 2.67, 3.02]","[99.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 92.7], [100.0, 100.0]]","[21.1, 21.0, 21.4]",1685199120.7803931
1,mono_25,Op-3,"[2.67, 2.67, 3.02]","[100.0, 96.5, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.2, 21.4, 21.6]",1685199121.1065903
7,mono_25,Op-6,"[2.67, 2.67, 3.02]","[100.0, 95.9, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.6, 20.9, 22.1]",1685199121.7511811
1,mono_25,Op-4,"[2.67, 3.02, 3.02]","[100.0, 100.0, 98.5]","[[100.0, 100.0], [93.0, 99.0], [100.0, 100.0]]","[21.2, 19.5, 21.6]",1685199124.493912
7,mono_25,Op-7,"[3.02, 3.02, 3.02]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [89.9, 98.0], [100.0, 100.0]]","[21.6, 20.9, 22.0]",1685199125.1729004
1,mono_25,Op-5,"[3.02, 2.94, 2.94]","[94.4, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.2, 20.2, 21.9]",1685199127.9710877
16,mono_25,Op-2,"[3.02, 2.94, 2.94]","[98.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.6, 20.9, 22.0]",1685199128.477924
23,mono_25,Op-3,"[2.94, 2.94, 2.94]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 99.0], [100.0, 100.0]]","[21.2, 20.4, 22.6]",1685199131.4155657
16,mono_25,Op-3,"[2.94, 2.94, 2.94]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.6, 21.4, 22.8]",1685199131.7735271
23,mono_25,Op-4,"[2.94, 2.94, 2.94]","[100.0, 100.0, 99.5]","[[100.0, 100.0], [100.0, 100.0], [99.0, 99.0]]","[22.4, 23.6, 20.7]",1685199134.7226834
16,mono_25,Op-4,"[2.94, 2.94, 2.94]","[100.0, 100.0, 99.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.7, 23.9, 21.1]",1685199135.3754773
23,mono_25,Op-5,"[2.94, 3.11, 3.11]","[99.0, 100.0, 99.5]","[[100.0, 100.0], [99.0, 100.0], [100.0, 100.0]]","[21.2, 19.3, 21.6]",1685199139.561973
18,mono_25,Op-2,"[2.94, 3.11, 3.11]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [99.0, 100.0], [100.0, 100.0]]","[21.2, 20.0, 21.6]",1685199139.6619413
16,mono_25,Op-5,"[3.11, 3.11, 3.11]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [99.0, 100.0], [100.0, 100.0]]","[21.6, 20.9, 22.1]",1685199140.286473
18,mono_25,Op-3,"[3.11, 3.02, 3.02]","[99.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 99.0], [100.0, 100.0]]","[21.2, 20.1, 21.6]",1685199143.1843774
16,mono_25,Op-6,"[3.11, 3.02, 3.02]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 99.0], [94.0, 100.0]]","[21.6, 20.7, 21.9]",1685199143.565875
4,mono_25,Op-3,"[3.02, 3.02, 3.02]","[99.5, 98.0, 99.0]","[[100.0, 100.0], [97.0, 100.0], [100.0, 100.0]]","[21.3, 21.6, 21.7]",1685199146.4429889
16,mono_25,Op-7,"[3.02, 3.02, 3.02]","[99.5, 97.0, 100.0]","[[100.0, 100.0], [99.0, 100.0], [100.0, 100.0]]","[21.6, 20.9, 20.4]",1685199147.1160665
10,mono_25,Op-2,"[3.02, 3.02, 3.02]","[99.0, 100.0, 93.9]","[[100.0, 100.0], [100.0, 99.0], [100.0, 100.0]]","[21.1, 21.5, 21.6]",1685199149.7077508
16,mono_25,Op-8,"[3.02, 3.02, 3.02]","[99.0, 100.0, 100.0]","[[100.0, 100.0], [87.9, 100.0], [100.0, 95.0]]","[21.8, 21.0, 20.8]",1685199150.6451652
10,mono_25,Op-3,"[3.02, 3.18, 3.18]","[94.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 94.9], [100.0, 100.0]]","[21.1, 21.4, 22.4]",1685199153.1084173
16,mono_25,Op-9,"[3.02, 3.18, 3.18]","[93.9, 97.5, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.7, 21.0, 22.8]",1685199153.648962
9,mono_25,Op-8,"[3.02, 3.18, 3.18]","[93.9, 97.4, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.7, 21.4, 22.9]",1685199153.8867295
2,mono_25,Op-8,"[3.18, 3.18, 3.08]","[97.9, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.1, 23.3, 19.7]",1685199156.4260247
9,mono_25,Op-9,"[3.18, 3.18, 3.08]","[100.0, 100.0, 99.5]","[[100.0, 100.0], [100.0, 100.0], [100.0, 99.0]]","[22.4, 23.5, 20.9]",1685199156.888827
22,mono_25,Op-4,"[3.18, 3.18, 3.08]","[100.0, 100.0, 99.5]","[[100.0, 100.0], [100.0, 100.0], [100.0, 99.0]]","[22.5, 21.9, 21.1]",1685199157.3380244
2,mono_25,Op-9,"[3.18, 3.08, 3.08]","[100.0, 99.5, 100.0]","[[100.0, 100.0], [100.0, 99.0], [99.0, 100.0]]","[22.0, 21.1, 21.4]",1685199159.4299867
19,mono_25,Op-2,"[3.08, 3.08, 2.99]","[99.5, 100.0, 97.0]","[[100.0, 99.0], [99.0, 100.0], [100.0, 100.0]]","[21.1, 21.1, 21.5]",1685199161.181274
22,mono_25,Op-5,"[3.08, 3.08, 2.99]","[99.5, 100.0, 97.0]","[[100.0, 100.0], [99.0, 100.0], [100.0, 100.0]]","[21.1, 21.6, 21.7]",1685199161.6418424
14,mono_25,Op-2,"[3.08, 3.08, 2.99]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [93.9, 100.0], [100.0, 100.0]]","[21.7, 21.0, 20.9]",1685199162.4249895
8,mono_25,Op-7,"[2.99, 2.99, 2.99]","[99.0, 100.0, 99.5]","[[95.9, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.1, 21.5, 22.6]",1685199164.8536172
7,mono_25,Op-8,"[2.99, 2.99, 3.08]","[96.9, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.6, 21.5, 23.1]",1685199165.8248544
8,mono_25,Op-8,"[2.99, 3.08, 3.08]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.0, 21.2, 23.4]",1685199168.0983875
7,mono_25,Op-9,"[2.99, 3.08, 3.08]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.6, 23.0, 20.9]",1685199168.8290675
18,mono_25,Op-4,"[2.99, 3.08, 3.08]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[23.1, 23.2, 21.4]",1685199169.2044125
8,mono_25,Op-9,"[3.08, 3.08, 3.07]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[23.0, 21.3, 21.4]",1685199171.10732
11,mono_25,Op-4,"[3.08, 3.08, 3.07]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 99.0]]","[23.4, 20.1, 20.9]",1685199172.1028218
4,mono_25,Op-4,"[3.08, 3.07, 3.07]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 99.0], [99.0, 100.0]]","[20.3, 21.0, 21.4]",1685199174.1622567
18,mono_25,Op-5,"[3.08, 3.07, 3.07]","[100.0, 100.0, 99.5]","[[100.0, 100.0], [100.0, 99.0], [100.0, 100.0]]","[20.4, 21.2, 21.5]",1685199174.273096
11,mono_25,Op-5,"[3.07, 3.07, 3.14]","[100.0, 100.0, 100.0]","[[100.0, 99.0], [99.0, 100.0], [99.0, 100.0]]","[20.6, 21.4, 21.5]",1685199176.0569031
4,mono_25,Op-5,"[3.07, 3.07, 3.14]","[99.5, 100.0, 99.5]","[[99.0, 100.0], [99.0, 100.0], [100.0, 100.0]]","[20.7, 21.2, 21.7]",1685199177.661272
11,mono_25,Op-6,"[3.07, 3.14, 3.14]","[99.5, 100.0, 100.0]","[[99.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[20.5, 21.0, 21.4]",1685199179.240683
4,mono_25,Op-6,"[3.14, 3.14, 3.37]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[20.9, 21.0, 21.4]",1685199180.9579277
