67,mono_100,Op-1,"[0.58, 1.58, 1.58]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.2, 22.8]",1685349255.4912415
66,mono_100,Op-1,"[0.58, 1.58, 1.58]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.2, 22.8]",1685349255.490352
69,mono_100,Op-1,"[0.58, 1.58, 1.58]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.3, 22.7]",1685349255.5695484
70,mono_100,Op-1,"[0.58, 1.58, 1.58]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.3, 22.7]",1685349255.5720134
71,mono_100,Op-1,"[0.58, 1.58, 1.58]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.3, 22.7]",1685349255.58515
68,mono_100,Op-1,"[0.58, 1.58, 1.58]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.8, 22.3, 22.7]",1685349255.5440536
72,mono_100,Op-1,"[0.58, 1.58, 1.58]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.3, 22.7]",1685349255.6159477
73,mono_100,Op-1,"[0.58, 1.58, 1.58]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.3, 22.6]",1685349255.6262224
77,mono_100,Op-1,"[0.58, 1.58, 1.58]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.8, 22.2, 22.6]",1685349255.6861744
74,mono_100,Op-1,"[0.58, 1.58, 1.58]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.8, 22.2, 22.6]",1685349255.6690989
79,mono_100,Op-1,"[0.58, 1.58, 1.58]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.2, 22.7]",1685349255.7193651
80,mono_100,Op-1,"[0.58, 1.58, 1.58]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.2, 22.7]",1685349255.727192
76,mono_100,Op-1,"[0.58, 1.58, 1.58]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.8, 22.2, 22.7]",1685349255.6767797
75,mono_100,Op-1,"[0.58, 1.58, 1.58]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.8, 22.2, 22.7]",1685349255.6654303
78,mono_100,Op-1,"[0.58, 1.58, 1.58]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.8, 22.2, 22.7]",1685349255.6965003
81,mono_100,Op-1,"[0.58, 1.58, 1.58]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.2, 22.7]",1685349255.7403064
83,mono_100,Op-1,"[0.58, 1.58, 1.58]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.2, 22.7]",1685349255.7891583
82,mono_100,Op-1,"[0.58, 1.58, 1.58]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.2, 22.7]",1685349255.774031
84,mono_100,Op-1,"[0.58, 1.58, 1.58]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.8, 22.2, 22.7]",1685349255.7971783
87,mono_100,Op-1,"[0.58, 1.58, 1.58]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.1, 22.8]",1685349255.9089205
88,mono_100,Op-1,"[0.58, 1.58, 1.58]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.2, 23.1]",1685349255.9196758
89,mono_100,Op-1,"[0.58, 1.58, 1.58]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.2, 23.2]",1685349255.944435
90,mono_100,Op-1,"[0.58, 1.58, 1.58]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.2, 23.2]",1685349255.9707534
95,mono_100,Op-1,"[0.58, 1.58, 1.58]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.0, 22.2, 23.1]",1685349256.0498822
91,mono_100,Op-1,"[0.58, 1.58, 1.58]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.0, 22.2, 23.2]",1685349256.00689
93,mono_100,Op-1,"[0.58, 1.58, 1.58]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.0, 22.2, 23.1]",1685349256.030197
85,mono_100,Op-1,"[0.58, 1.58, 1.58]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.1, 23.2]",1685349255.8722303
94,mono_100,Op-1,"[0.58, 1.58, 1.58]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.0, 22.2, 23.2]",1685349256.0482342
86,mono_100,Op-1,"[0.58, 1.58, 1.58]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.1, 23.2]",1685349255.9008977
92,mono_100,Op-1,"[0.58, 1.58, 1.58]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.0, 22.2, 23.3]",1685349256.0181634
98,mono_100,Op-1,"[0.58, 1.58, 1.58]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.3, 22.2, 23.4]",1685349256.0879998
96,mono_100,Op-1,"[0.58, 1.58, 1.58]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.0, 22.2, 23.4]",1685349256.049079
97,mono_100,Op-1,"[0.58, 1.58, 1.58]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.2, 22.1, 23.4]",1685349256.0883143
100,mono_100,Op-1,"[0.58, 1.58, 1.58]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.3, 22.2, 23.2]",1685349256.150507
99,mono_100,Op-1,"[0.58, 1.58, 1.58]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.3, 22.2, 23.2]",1685349256.1443107
2,mono_100,Op-2,"[1.77, 1.77, 3.31]","[99.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.8, 22.2, 23.0]",1685349264.024621
1,mono_100,Op-2,"[1.77, 1.77, 3.31]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.8, 22.3, 23.1]",1685349264.0674791
1,mono_100,Op-3,"[3.31, 4.97, 4.97]","[99.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.1, 23.1]",1685349270.6437364
2,mono_100,Op-3,"[3.31, 4.97, 4.97]","[99.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.8, 22.5, 23.0]",1685349270.956552
25,mono_100,Op-2,"[5.45, 5.45, 5.34]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.9, 23.7, 24.2]",1685349277.5007079
2,mono_100,Op-4,"[5.45, 5.45, 5.34]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.9, 23.6, 24.4]",1685349277.5547445
65,mono_100,Op-2,"[5.63, 5.63, 5.63]","[98.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.6, 22.7, 22.9]",1685349286.2893984
41,mono_100,Op-2,"[5.63, 5.63, 5.63]","[98.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.3, 22.3, 21.1]",1685349286.9516618
2,mono_100,Op-5,"[5.63, 5.63, 8.54]","[99.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.3, 22.8, 21.6]",1685349287.3141031
49,mono_100,Op-2,"[8.54, 8.54, 8.02]","[99.5, 100.0, 100.0]","[[99.0, 99.0], [100.0, 100.0], [100.0, 100.0]]","[22.0, 22.1, 23.3]",1685349292.9635758
34,mono_100,Op-2,"[8.54, 8.54, 8.02]","[99.0, 100.0, 100.0]","[[100.0, 99.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.5, 23.0]",1685349293.55669
80,mono_100,Op-2,"[8.02, 11.62, 11.62]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.8, 22.1, 23.0]",1685349299.7016497
34,mono_100,Op-3,"[8.02, 11.62, 11.62]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.2, 22.6, 23.2]",1685349300.1039543
80,mono_100,Op-3,"[11.89, 11.89, 11.89]","[99.5, 100.0, 100.0]","[[99.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.7, 23.3]",1685349306.3898494
34,mono_100,Op-4,"[11.89, 11.89, 11.89]","[100.0, 100.0, 100.0]","[[99.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.1, 22.6, 23.3]",1685349306.5167816
80,mono_100,Op-4,"[11.42, 11.42, 11.06]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[23.9, 25.7, 26.4]",1685349312.733777
34,mono_100,Op-5,"[11.42, 11.42, 11.06]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[24.9, 25.5, 26.2]",1685349312.928829
80,mono_100,Op-5,"[10.69, 10.69, 14.88]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.8, 22.4, 22.8]",1685349328.1574934
40,mono_100,Op-2,"[10.69, 10.69, 14.88]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.0, 22.1, 23.6]",1685349328.6453881
59,mono_100,Op-2,"[10.69, 10.69, 14.88]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.0, 22.5, 23.1]",1685349328.7181733
6,mono_100,Op-2,"[10.69, 10.69, 14.88]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.0, 22.4, 23.3]",1685349328.4982736
13,mono_100,Op-2,"[10.69, 10.69, 14.88]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.0, 22.4, 23.4]",1685349328.7905705
4,mono_100,Op-2,"[14.88, 14.16, 14.16]","[99.6, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.4, 22.4, 21.9]",1685349335.3924434
92,mono_100,Op-2,"[14.88, 14.16, 14.16]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.7, 22.4, 21.9]",1685349335.545556
52,mono_100,Op-2,"[14.16, 16.15, 16.15]","[100.0, 100.0, 100.0]","[[99.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.5, 22.1, 23.4]",1685349341.267991
97,mono_100,Op-2,"[16.15, 16.15, 15.18]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.2, 22.5, 22.1]",1685349342.5782511
73,mono_100,Op-2,"[15.18, 15.18, 14.28]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 99.0], [100.0, 100.0]]","[21.7, 22.3, 22.1]",1685349348.1254172
67,mono_100,Op-2,"[15.18, 14.28, 14.28]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 98.0]]","[22.4, 22.6, 21.1]",1685349349.2760098
20,mono_100,Op-2,"[14.28, 14.28, 16.18]","[99.0, 99.5, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.1, 22.1, 22.8]",1685349353.9329562
67,mono_100,Op-3,"[14.28, 16.18, 16.18]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 99.0]]","[22.2, 22.4, 22.0]",1685349355.293064
20,mono_100,Op-3,"[16.18, 15.13, 15.13]","[98.5, 100.0, 100.0]","[[100.0, 97.0], [100.0, 100.0], [100.0, 100.0]]","[21.4, 22.1, 22.9]",1685349360.4478526
67,mono_100,Op-4,"[15.13, 15.13, 15.13]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.0, 22.6, 22.3]",1685349361.8217094
94,mono_100,Op-2,"[14.32, 14.32, 14.32]","[100.0, 100.0, 100.0]","[[99.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.2, 22.4, 22.9]",1685349366.9400048
67,mono_100,Op-5,"[14.32, 14.32, 15.81]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.7, 22.2]",1685349368.3016057
94,mono_100,Op-3,"[15.81, 15.81, 14.71]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.3, 22.3, 22.8]",1685349373.3558753
