id,study,operation,totalcpuusageOS,totalcpuusagepsutils,cpuusagepsutil,memoryusage,timestamp
2,mono_5,Op-8,"[1.17, 1.17, 1.17]","[64.5, 95.4, 100.0]","[[100.0, 100.0], [100.0, 99.0], [100.0, 100.0]]","[21.3, 20.5, 22.0]",1685198709.7041776
1,mono_5,Op-9,"[1.17, 1.24, 1.24]","[99.5, 100.0, 97.0]","[[100.0, 100.0], [100.0, 99.0], [83.2, 100.0]]","[21.1, 20.1, 21.9]",1685198712.6195667
2,mono_5,Op-9,"[1.17, 1.24, 1.24]","[99.5, 100.0, 97.0]","[[100.0, 100.0], [100.0, 99.0], [83.2, 100.0]]","[21.2, 20.2, 21.9]",1685198712.7073236
3,mono_5,Op-2,"[1.17, 1.24, 1.24]","[99.5, 100.0, 99.5]","[[100.0, 100.0], [100.0, 92.9], [83.2, 100.0]]","[21.4, 20.8, 22.0]",1685198713.0759141
4,mono_5,Op-2,"[1.17, 1.24, 1.24]","[100.0, 100.0, 96.0]","[[100.0, 100.0], [100.0, 92.9], [91.0, 100.0]]","[21.7, 21.1, 20.8]",1685198713.3187492
3,mono_5,Op-3,"[1.24, 1.24, 1.3]","[96.5, 92.5, 100.0]","[[98.0, 100.0], [100.0, 100.0], [93.9, 100.0]]","[21.5, 20.5, 22.0]",1685198716.0958157
4,mono_5,Op-3,"[1.24, 1.24, 1.3]","[97.0, 95.5, 96.9]","[[92.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.6, 21.0, 20.2]",1685198716.4367766
3,mono_5,Op-4,"[1.24, 1.3, 1.3]","[99.5, 97.0, 100.0]","[[100.0, 100.0], [97.0, 99.0], [100.0, 100.0]]","[21.3, 20.5, 22.0]",1685198719.2244322
4,mono_5,Op-4,"[1.3, 1.3, 1.3]","[100.0, 100.0, 100.0]","[[93.9, 100.0], [97.0, 99.0], [100.0, 100.0]]","[21.7, 21.1, 20.7]",1685198719.727722
3,mono_5,Op-5,"[1.3, 1.35, 1.35]","[98.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 91.8], [100.0, 100.0]]","[21.3, 20.8, 22.0]",1685198722.438944
4,mono_5,Op-5,"[1.3, 1.35, 1.35]","[98.5, 99.5, 100.0]","[[100.0, 100.0], [100.0, 91.9], [99.0, 100.0]]","[21.8, 21.2, 20.3]",1685198722.862159
3,mono_5,Op-6,"[1.35, 1.35, 1.41]","[96.0, 100.0, 100.0]","[[100.0, 100.0], [99.0, 100.0], [100.0, 96.0]]","[21.3, 20.9, 22.0]",1685198725.666082
4,mono_5,Op-6,"[1.35, 1.35, 1.41]","[96.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 96.0]]","[21.7, 21.0, 22.1]",1685198725.8715622
4,mono_5,Op-7,"[1.35, 1.41, 1.41]","[100.0, 97.5, 90.5]","[[100.0, 100.0], [99.0, 35.4], [100.0, 100.0]]","[21.4, 19.7, 20.1]",1685198728.86181
3,mono_5,Op-7,"[1.35, 1.41, 1.41]","[100.0, 97.5, 94.5]","[[100.0, 100.0], [100.0, 26.5], [100.0, 100.0]]","[21.6, 19.7, 20.3]",1685198728.9448895
5,mono_5,Op-2,"[1.41, 1.41, 1.37]","[66.0, 100.0, 66.7]","[[100.0, 84.0], [100.0, 100.0], [92.1, 13.3]]","[21.3, 21.6, 18.9]",1685198731.892905
4,mono_5,Op-8,"[1.41, 1.41, 1.37]","[58.1, 100.0, 54.8]","[[100.0, 100.0], [98.0, 100.0], [69.4, 40.0]]","[21.5, 19.8, 19.4]",1685198732.1766868
5,mono_5,Op-3,"[1.37, 1.37, 1.37]","[100.0, 53.5, 54.1]","[[62.2, 75.8], [10.2, 99.0], [7.0, 97.9]]","[19.9, 19.7, 19.0]",1685198734.8262136
4,mono_5,Op-9,"[1.37, 1.37, 1.37]","[99.0, 54.8, 54.3]","[[64.3, 46.0], [5.1, 100.0], [10.1, 98.0]]","[20.2, 19.8, 19.6]",1685198735.1819603
3,mono_5,Op-8,"[1.37, 1.37, 1.34]","[54.6, 52.0, 53.3]","[[71.7, 38.0], [9.2, 100.0], [7.9, 100.0]]","[19.3, 20.2, 19.8]",1685198736.1605754
5,mono_5,Op-4,"[1.37, 1.34, 1.34]","[55.3, 51.3, 55.3]","[[8.2, 100.0], [11.0, 100.0], [6.1, 98.0]]","[20.1, 19.7, 19.2]",1685198737.8164089
3,mono_5,Op-9,"[1.37, 1.34, 1.34]","[54.5, 53.0, 54.8]","[[10.1, 98.0], [10.3, 100.0], [2.0, 100.0]]","[19.6, 20.2, 19.8]",1685198739.1617572
5,mono_5,Op-5,"[1.34, 1.34, 1.32]","[55.7, 52.8, 56.1]","[[10.1, 100.0], [9.0, 99.0], [9.0, 99.0]]","[20.1, 19.9, 19.1]",1685198740.6566293
5,mono_5,Op-6,"[1.34, 1.32, 1.32]","[54.3, 53.3, 54.3]","[[11.2, 100.0], [10.0, 100.0], [6.9, 69.8]]","[20.1, 19.8, 18.4]",1685198743.6127727
5,mono_5,Op-7,"[1.32, 1.32, 1.21]","[55.1, 44.4, 0.0]","[[10.0, 100.0], [3.0, 1.0], [2.0, 0.0]]","[20.1, 18.4, 18.4]",1685198746.5078442
5,mono_5,Op-8,"[1.32, 1.21, 1.21]","[3.5, 1.0, 1.0]","[[0.0, 0.0], [2.0, 0.0], [1.0, 0.0]]","[18.4, 18.4, 18.4]",1685198749.3381433
5,mono_5,Op-9,"[1.21, 1.21, 1.11]","[1.5, 0.5, 0.0]","[[2.0, 1.0], [1.9, 1.9], [1.0, 0.0]]","[18.4, 18.4, 18.4]",1685198752.3410113
