id,study,operation,totalcpuusageOS,totalcpuusagepsutils,cpuusagepsutil,memoryusage,timestamp
17,mono_75,Op-1,"[1.01, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.6, 22.2, 21.7]",1685348015.0537753
18,mono_75,Op-1,"[1.01, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.7, 22.3, 21.6]",1685348015.06832
19,mono_75,Op-1,"[1.01, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.7, 22.3, 21.6]",1685348015.0872722
20,mono_75,Op-1,"[1.01, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.6, 22.3, 21.6]",1685348015.1128528
21,mono_75,Op-1,"[1.01, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.6, 22.3, 21.6]",1685348015.1228533
22,mono_75,Op-1,"[1.01, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.6, 22.3, 21.6]",1685348015.1391654
23,mono_75,Op-1,"[1.01, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.6, 22.3, 21.6]",1685348015.1494474
24,mono_75,Op-1,"[1.01, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.6, 22.3, 21.5]",1685348015.160901
25,mono_75,Op-1,"[1.01, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.7, 22.3, 21.5]",1685348015.183507
26,mono_75,Op-1,"[1.01, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.7, 22.3, 21.5]",1685348015.197928
28,mono_75,Op-1,"[1.01, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.7, 22.3, 21.6]",1685348015.2223847
27,mono_75,Op-1,"[1.01, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.7, 22.3, 21.6]",1685348015.2190428
29,mono_75,Op-1,"[1.01, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.7, 22.4, 21.5]",1685348015.2624292
30,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.7, 22.4, 21.6]",1685348015.2826636
32,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.5, 21.7]",1685348015.3266356
35,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.0, 22.5, 21.7]",1685348015.3633637
31,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.0, 22.5, 21.7]",1685348015.3012938
33,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.0, 22.4, 21.7]",1685348015.3366985
34,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.0, 22.4, 21.7]",1685348015.3396554
36,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.5, 21.8]",1685348015.3951964
37,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.5, 21.8]",1685348015.4011843
38,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.8, 22.5, 21.8]",1685348015.4383132
40,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.8, 22.5, 21.9]",1685348015.4439301
39,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.8, 22.6, 21.8]",1685348015.457557
41,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.8, 22.6, 21.8]",1685348015.469794
42,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.6, 21.8]",1685348015.4867465
44,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.0, 22.6, 21.8]",1685348015.5173032
43,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.6, 21.8]",1685348015.4984944
45,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.6, 21.8]",1685348015.5214925
46,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.6, 21.8]",1685348015.5607777
47,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.7, 21.8]",1685348015.5655682
48,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.7, 21.8]",1685348015.5701294
50,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.8, 22.7, 21.8]",1685348015.6003473
49,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.8, 21.9]",1685348015.6013172
51,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.8, 21.8]",1685348015.625395
67,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.7, 20.6]",1685348015.842004
52,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.7, 20.6]",1685348015.8510697
64,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.7, 20.6]",1685348015.8500562
66,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.7, 20.6]",1685348015.8673117
63,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.7, 20.6]",1685348015.867433
65,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.7, 20.6]",1685348015.8664536
62,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.7, 20.6]",1685348015.8748426
60,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.7, 20.6]",1685348015.882373
55,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.1, 22.7, 20.7]",1685348015.8994043
61,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.0, 22.7, 20.7]",1685348015.905984
58,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.0, 22.7, 20.7]",1685348015.9065752
59,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.0, 22.9, 20.7]",1685348015.9299402
54,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.0, 22.9, 20.7]",1685348015.9192033
56,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.0, 22.9, 20.7]",1685348015.9313738
53,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.1, 22.8, 20.8]",1685348015.9511611
57,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.1, 22.8, 20.7]",1685348015.9633927
68,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.0, 22.9, 20.8]",1685348015.9851995
69,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.0, 22.8, 20.9]",1685348016.0106492
71,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.0, 22.7, 20.8]",1685348016.0353591
70,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.0, 22.7, 20.8]",1685348016.0309105
72,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.0, 22.7, 20.8]",1685348016.054716
73,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.7, 20.8]",1685348016.0813386
74,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.7, 20.8]",1685348016.083366
75,mono_75,Op-1,"[1.57, 1.57, 1.57]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.8, 20.8]",1685348016.0940158
1,mono_75,Op-2,"[2.57, 2.57, 2.57]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.6, 22.3, 22.3]",1685348020.6777234
2,mono_75,Op-2,"[2.57, 2.57, 2.84]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.8, 21.6]",1685348021.7423472
23,mono_75,Op-2,"[2.84, 2.84, 4.22]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [99.0, 100.0]]","[21.7, 22.5, 21.2]",1685348026.316086
27,mono_75,Op-2,"[2.84, 2.84, 4.22]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.0, 22.8, 22.1]",1685348027.3846507
45,mono_75,Op-2,"[4.22, 4.22, 4.76]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 99.0]]","[21.8, 22.7, 21.4]",1685348031.6413596
44,mono_75,Op-2,"[4.22, 4.22, 4.76]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 99.0]]","[22.0, 22.8, 21.5]",1685348031.7697728
45,mono_75,Op-3,"[4.76, 4.76, 4.62]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [99.0, 100.0]]","[21.8, 22.7, 21.1]",1685348036.4774024
9,mono_75,Op-2,"[4.76, 4.76, 4.62]","[99.5, 100.0, 99.5]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.0, 22.9, 21.7]",1685348036.9110055
15,mono_75,Op-2,"[4.62, 4.62, 4.49]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 99.0]]","[21.8, 23.0, 21.5]",1685348041.593841
50,mono_75,Op-2,"[4.62, 4.62, 4.49]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 99.0]]","[22.1, 22.8, 21.7]",1685348041.693877
15,mono_75,Op-3,"[4.49, 4.49, 4.45]","[100.0, 100.0, 99.0]","[[99.0, 100.0], [96.0, 100.0], [100.0, 100.0]]","[21.9, 22.7, 21.6]",1685348046.6422305
50,mono_75,Op-3,"[4.49, 4.49, 4.45]","[100.0, 100.0, 99.5]","[[99.0, 100.0], [94.0, 100.0], [100.0, 100.0]]","[22.0, 22.7, 21.5]",1685348046.8855238
68,mono_75,Op-2,"[4.45, 4.45, 6.42]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [99.0, 98.0]]","[22.1, 22.7, 20.8]",1685348051.7078147
71,mono_75,Op-2,"[4.45, 4.45, 6.42]","[100.0, 100.0, 98.5]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.0, 23.0, 21.7]",1685348052.1472316
68,mono_75,Op-3,"[6.42, 6.42, 8.14]","[98.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 99.0]]","[21.9, 22.9, 21.3]",1685348056.938544
44,mono_75,Op-3,"[6.42, 6.42, 8.14]","[100.0, 100.0, 99.5]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.0, 23.1, 21.5]",1685348057.0383072
68,mono_75,Op-4,"[8.14, 8.14, 9.41]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [99.0, 99.0]]","[21.8, 23.0, 21.5]",1685348062.002982
24,mono_75,Op-2,"[8.14, 8.14, 9.41]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [99.0, 99.0]]","[21.9, 22.9, 21.8]",1685348062.109169
24,mono_75,Op-3,"[9.41, 9.41, 8.82]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [99.0, 100.0]]","[22.1, 22.7, 21.1]",1685348067.3454204
68,mono_75,Op-5,"[9.41, 9.41, 8.82]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [99.0, 100.0]]","[22.1, 22.7, 21.1]",1685348067.3543656
68,mono_75,Op-6,"[8.82, 8.82, 8.27]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [99.0, 100.0], [99.0, 100.0]]","[22.3, 22.8, 21.3]",1685348072.4948046
24,mono_75,Op-4,"[8.82, 8.82, 8.27]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [99.0, 100.0], [100.0, 100.0]]","[22.0, 23.1, 21.5]",1685348072.6889486
24,mono_75,Op-5,"[8.27, 8.27, 7.77]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [99.0, 100.0]]","[21.8, 23.0, 21.1]",1685348077.4974513
68,mono_75,Op-7,"[8.27, 8.27, 7.77]","[100.0, 100.0, 99.5]","[[100.0, 100.0], [100.0, 100.0], [99.0, 100.0]]","[22.0, 22.6, 21.7]",1685348077.7293355
24,mono_75,Op-6,"[7.77, 7.77, 7.71]","[99.0, 100.0, 100.0]","[[100.0, 100.0], [97.0, 100.0], [100.0, 98.0]]","[21.9, 22.5, 21.1]",1685348082.4990642
68,mono_75,Op-8,"[7.77, 7.77, 7.71]","[99.5, 98.5, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 99.0]]","[21.9, 22.8, 21.6]",1685348083.037552
68,mono_75,Op-9,"[7.71, 7.71, 7.71]","[100.0, 99.5, 100.0]","[[100.0, 99.0], [100.0, 100.0], [100.0, 100.0]]","[20.2, 21.9, 23.1]",1685348086.042162
39,mono_75,Op-2,"[7.71, 7.71, 7.33]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [99.0, 98.0]]","[22.1, 22.8, 21.4]",1685348087.8975143
24,mono_75,Op-7,"[7.71, 7.71, 7.33]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [99.0, 98.0]]","[22.0, 22.8, 21.4]",1685348087.9211664
39,mono_75,Op-3,"[7.33, 7.33, 7.06]","[99.5, 100.0, 99.5]","[[100.0, 100.0], [100.0, 100.0], [100.0, 99.0]]","[22.0, 23.0, 21.6]",1685348092.983573
24,mono_75,Op-8,"[7.33, 7.33, 7.06]","[98.5, 100.0, 99.5]","[[100.0, 100.0], [100.0, 100.0], [100.0, 99.0]]","[21.9, 23.0, 21.6]",1685348092.9496732
24,mono_75,Op-9,"[7.06, 7.06, 7.06]","[99.5, 100.0, 100.0]","[[99.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[20.0, 22.0, 22.9]",1685348095.9631367
39,mono_75,Op-4,"[7.06, 7.06, 6.74]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [99.0, 100.0]]","[21.9, 22.8, 21.5]",1685348097.807595
16,mono_75,Op-2,"[7.06, 7.06, 6.74]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [99.0, 100.0]]","[21.8, 22.8, 21.6]",1685348097.9472063
39,mono_75,Op-5,"[6.74, 6.74, 7.08]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 22.6, 21.1]",1685348102.7895288
22,mono_75,Op-2,"[6.74, 6.74, 7.08]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.1, 22.9, 21.6]",1685348103.30204
21,mono_75,Op-2,"[7.08, 7.08, 8.76]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 99.0]]","[22.2, 22.7, 21.3]",1685348108.0866866
16,mono_75,Op-3,"[7.08, 7.08, 8.76]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 99.0]]","[21.9, 22.7, 21.4]",1685348108.1335087
39,mono_75,Op-6,"[8.76, 8.76, 9.66]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [99.0, 100.0]]","[21.7, 22.7, 21.4]",1685348113.0909054
10,mono_75,Op-2,"[8.76, 8.76, 9.66]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [99.0, 100.0]]","[21.8, 22.8, 21.5]",1685348113.1757324
40,mono_75,Op-2,"[9.66, 9.66, 9.6]","[99.5, 100.0, 100.0]","[[100.0, 99.0], [100.0, 100.0], [100.0, 100.0]]","[22.2, 22.7, 21.4]",1685348118.0299423
10,mono_75,Op-3,"[9.66, 9.6, 9.6]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[21.9, 23.2, 21.7]",1685348118.3559673
59,mono_75,Op-2,"[9.6, 9.6, 9.07]","[100.0, 99.5, 100.0]","[[100.0, 100.0], [100.0, 100.0], [95.9, 99.0]]","[22.2, 22.8, 21.2]",1685348123.035483
45,mono_75,Op-4,"[9.6, 9.6, 9.07]","[100.0, 100.0, 98.5]","[[100.0, 100.0], [100.0, 100.0], [99.0, 99.0]]","[22.1, 22.8, 21.4]",1685348123.192973
59,mono_75,Op-3,"[9.07, 9.07, 8.51]","[98.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.8, 22.8, 21.8]",1685348128.115114
45,mono_75,Op-5,"[9.07, 9.07, 8.51]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.4, 22.8, 21.9]",1685348128.2488027
45,mono_75,Op-6,"[8.51, 8.51, 7.99]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 99.0], [99.0, 100.0]]","[22.2, 22.8, 21.6]",1685348133.2024922
57,mono_75,Op-2,"[8.51, 8.51, 7.99]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 99.0], [99.0, 100.0]]","[22.1, 22.8, 21.6]",1685348133.3157566
45,mono_75,Op-7,"[7.99, 7.99, 7.59]","[99.5, 100.0, 99.5]","[[100.0, 100.0], [100.0, 100.0], [99.0, 100.0]]","[21.9, 22.9, 21.4]",1685348138.028112
61,mono_75,Op-2,"[7.99, 7.99, 7.59]","[99.5, 100.0, 99.5]","[[100.0, 100.0], [100.0, 100.0], [99.0, 100.0]]","[22.1, 22.7, 21.7]",1685348138.2360914
61,mono_75,Op-3,"[7.59, 7.59, 7.22]","[99.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [98.0, 100.0]]","[21.9, 22.8, 21.2]",1685348142.973769
4,mono_75,Op-2,"[7.59, 7.59, 7.22]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [98.0, 100.0]]","[21.9, 22.8, 21.6]",1685348143.1753683
12,mono_75,Op-2,"[7.22, 7.22, 6.96]","[99.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [96.9, 100.0]]","[21.9, 22.6, 21.0]",1685348148.0604625
17,mono_75,Op-2,"[7.22, 7.22, 6.96]","[99.0, 100.0, 99.5]","[[100.0, 100.0], [100.0, 100.0], [96.9, 100.0]]","[22.0, 22.7, 21.5]",1685348148.3559563
54,mono_75,Op-2,"[6.96, 6.96, 6.56]","[98.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [99.0, 99.0]]","[21.8, 22.8, 21.1]",1685348153.0059073
17,mono_75,Op-3,"[6.96, 6.56, 6.56]","[98.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [99.0, 99.0]]","[21.9, 22.8, 21.5]",1685348153.551622
69,mono_75,Op-2,"[6.56, 6.56, 6.2]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 97.0], [100.0, 100.0]]","[21.8, 22.3, 21.1]",1685348157.9334884
56,mono_75,Op-2,"[6.56, 6.2, 6.2]","[99.0, 99.0, 99.5]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.2, 22.9, 22.6]",1685348158.6706543
55,mono_75,Op-2,"[6.2, 6.2, 6.82]","[99.5, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.9, 23.5, 24.4]",1685348163.2519646
56,mono_75,Op-3,"[6.2, 6.82, 6.82]","[100.0, 100.0, 100.0]","[[100.0, 100.0], [100.0, 100.0], [100.0, 100.0]]","[22.9, 23.6, 24.7]",1685348163.5906525
