id,study,operation,totalcpuusageOS,totalcpuusagepsutils,cpuusagepsutil,memoryusage,timestamp
2,mono_3,Op-7,"[0.77, 0.79, 0.79]","[100.0, 92.5, 55.5]","[[100.0, 100.0], [5.1, 100.0], [73.0, 36.0]]","[21.9, 19.8, 19.7]",1685198633.9314969
1,mono_3,Op-8,"[0.79, 0.79, 0.81]","[82.9, 54.5, 54.8]","[[5.1, 100.0], [94.9, 18.8], [80.8, 24.5]]","[19.9, 19.7, 19.1]",1685198636.1667845
2,mono_3,Op-8,"[0.79, 0.79, 0.81]","[53.0, 54.8, 55.9]","[[11.0, 100.0], [100.0, 8.1], [10.2, 97.0]]","[20.2, 19.9, 19.7]",1685198636.929549
1,mono_3,Op-9,"[0.79, 0.81, 0.81]","[56.6, 53.5, 54.7]","[[100.0, 9.2], [11.0, 100.0], [7.1, 99.0]]","[20.1, 19.8, 19.5]",1685198639.1722047
3,mono_3,Op-2,"[0.79, 0.81, 0.81]","[56.3, 53.5, 54.7]","[[100.0, 10.1], [10.0, 100.0], [8.2, 99.0]]","[20.1, 19.8, 19.6]",1685198639.2203996
2,mono_3,Op-9,"[0.81, 0.81, 0.81]","[54.1, 53.6, 53.3]","[[100.0, 11.0], [11.1, 100.0], [10.1, 100.0]]","[20.3, 20.1, 19.8]",1685198639.9335775
3,mono_3,Op-3,"[0.81, 0.81, 0.83]","[54.3, 52.8, 54.8]","[[9.1, 100.0], [11.1, 100.0], [8.2, 98.0]]","[20.1, 19.8, 19.6]",1685198641.9722703
3,mono_3,Op-4,"[0.83, 0.83, 0.83]","[55.3, 53.2, 55.6]","[[11.1, 100.0], [8.0, 100.0], [50.0, 55.7]]","[20.1, 19.8, 19.5]",1685198644.7534416
3,mono_3,Op-5,"[0.83, 0.84, 0.84]","[53.5, 52.8, 54.0]","[[9.2, 100.0], [100.0, 6.2], [48.5, 58.2]]","[20.1, 19.8, 19.6]",1685198647.519003
3,mono_3,Op-6,"[0.84, 0.84, 0.84]","[53.8, 52.5, 54.8]","[[58.0, 51.0], [100.0, 7.9], [54.0, 4.0]]","[20.1, 19.8, 18.4]",1685198650.2810931
3,mono_3,Op-7,"[0.84, 0.93, 0.93]","[53.3, 40.9, 0.0]","[[100.0, 10.1], [1.0, 2.0], [0.0, 0.0]]","[20.1, 18.4, 18.4]",1685198653.0663803
3,mono_3,Op-8,"[0.93, 0.93, 0.86]","[3.0, 0.0, 0.5]","[[0.0, 0.0], [1.0, 3.0], [0.0, 0.0]]","[18.4, 18.4, 18.4]",1685198655.8264759
3,mono_3,Op-9,"[0.93, 0.86, 0.86]","[2.0, 0.5, 0.0]","[[0.0, 0.0], [1.0, 2.0], [0.0, 0.0]]","[18.4, 18.4, 18.4]",1685198658.83085
