timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1655452912649,3,Op-1-GetModels-1,200,OK,w3sd Workflow 1-1,text,true,,312,129,1,1,http://192.168.0.87:5001/api/model,3,0,0
1655452912981,3,Op-1-GetModels-2,200,OK,w3sd Workflow 1-2,text,true,,312,129,2,2,http://192.168.0.87:5001/api/model,3,0,0
1655452913304,14,Op-1-GetModels-3,200,OK,w3sd Workflow 1-3,text,true,,312,129,3,3,http://192.168.0.87:5001/api/model,14,0,0
1655452912653,2946,Op-2-GetAnimations-1,200,OK,w3sd Workflow 1-1,text,true,,296,154,3,3,http://192.168.0.87:5001/api/model/character.fbx/animations,2946,0,0
1655452912984,2936,Op-2-GetAnimations-2,200,OK,w3sd Workflow 1-2,text,true,,296,154,3,3,http://192.168.0.87:5001/api/model/character.fbx/animations,2936,0,0
1655452915600,2970,Op-3-GetItems-1,200,OK,w3sd Workflow 1-1,text,true,,1298,154,3,3,http://192.168.0.87:5001/api/model/character.fbx/assemblies,2970,0,0
1655452915920,2891,Op-3-GetItems-2,200,OK,w3sd Workflow 1-2,text,true,,1298,154,3,3,http://192.168.0.87:5001/api/model/character.fbx/assemblies,2891,0,1
1655452918570,2818,Op-4-HideElement-1,200,OK,w3sd Workflow 1-1,text,true,,292,424,3,3,http://192.168.0.87:5001/api/model/character.fbx/hide,2818,0,1
1655452918811,2971,Op-4-HideElement-2,200,OK,w3sd Workflow 1-2,text,true,,292,424,3,3,http://192.168.0.87:5001/api/model/character.fbx/hide,2971,0,1
1655452921388,2961,Op-5-ShowElement-1,200,OK,w3sd Workflow 1-1,text,true,,292,375,3,3,http://192.168.0.87:5001/api/model/character.fbx/show,2961,0,0
1655452921783,2865,Op-5-ShowElement-2,200,OK,w3sd Workflow 1-2,text,true,,292,375,3,3,http://192.168.0.87:5001/api/model/character.fbx/show,2864,0,0
1655452924349,2987,Op-6-ChangeTextureColor-1,200,OK,w3sd Workflow 1-1,text,true,,292,388,3,3,http://192.168.0.87:5001/api/model/character.fbx/texturecolor,2986,0,0
1655452924648,2968,Op-6-ChangeTextureColor-2,200,OK,w3sd Workflow 1-2,text,true,,292,388,3,3,http://192.168.0.87:5001/api/model/character.fbx/texturecolor,2967,0,0
1655452927336,2896,Op-7-ChangeTextureMaterial-1,200,OK,w3sd Workflow 1-1,text,true,,292,395,3,3,http://192.168.0.87:5001/api/model/character.fbx/texturematerial,2896,0,0
1655452927616,2997,Op-7-ChangeTextureMaterial-2,200,OK,w3sd Workflow 1-2,text,true,,292,395,3,3,http://192.168.0.87:5001/api/model/character.fbx/texturematerial,2997,0,0
1655452930232,2857,Op-8-GenerateAvatar-1,200,OK,w3sd Workflow 1-1,text,true,,292,364,3,3,http://192.168.0.87:5001/api/avatar,2857,0,0
1655452912648,20438,Workflow-User-1,200,"Number of samples in transaction : 8, number of failing samples : 0",w3sd Workflow 1-1,,true,,3366,2383,3,3,null,20437,3,1
1655452930613,2971,Op-8-GenerateAvatar-2,200,OK,w3sd Workflow 1-2,text,true,,292,364,2,2,http://192.168.0.87:5001/api/avatar,2971,0,1
1655452912980,20602,Workflow-User-2,200,"Number of samples in transaction : 8, number of failing samples : 0",w3sd Workflow 1-2,,true,,3366,2383,2,2,null,20600,2,3
1655452913319,23221,Op-2-GetAnimations-3,200,OK,w3sd Workflow 1-3,text,true,,296,154,1,1,http://192.168.0.87:5001/api/model/character.fbx/animations,23221,0,0
1655452936540,2580,Op-3-GetItems-3,200,OK,w3sd Workflow 1-3,text,true,,1298,154,1,1,http://192.168.0.87:5001/api/model/character.fbx/assemblies,2580,0,0
1655452939121,2657,Op-4-HideElement-3,200,OK,w3sd Workflow 1-3,text,true,,292,424,1,1,http://192.168.0.87:5001/api/model/character.fbx/hide,2657,0,0
1655452941778,2635,Op-5-ShowElement-3,200,OK,w3sd Workflow 1-3,text,true,,292,375,1,1,http://192.168.0.87:5001/api/model/character.fbx/show,2635,0,1
1655452944414,2661,Op-6-ChangeTextureColor-3,200,OK,w3sd Workflow 1-3,text,true,,292,388,1,1,http://192.168.0.87:5001/api/model/character.fbx/texturecolor,2661,0,0
1655452947075,2668,Op-7-ChangeTextureMaterial-3,200,OK,w3sd Workflow 1-3,text,true,,292,395,1,1,http://192.168.0.87:5001/api/model/character.fbx/texturematerial,2668,0,1
1655452949743,2652,Op-8-GenerateAvatar-3,200,OK,w3sd Workflow 1-3,text,true,,292,364,1,1,http://192.168.0.87:5001/api/avatar,2652,0,0
1655452913304,39088,Workflow-User-3,200,"Number of samples in transaction : 8, number of failing samples : 0",w3sd Workflow 1-3,,true,,3366,2383,1,1,null,39088,3,2
