Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Op-2-GetAnimations-19,1,347853,347853,347853,347853,347853,347853,347853,0.000%,.00287,0.00,0.00
Op-8-GenerateAvatar-48,1,50973,50973,50973,50973,50973,50973,50973,0.000%,.01962,0.01,0.01
Workflow-User-48,1,348201,348201,348201,348201,348201,348201,348201,0.000%,.00287,0.01,0.01
Op-2-GetAnimations-49,1,350407,350407,350407,350407,350407,350407,350407,0.000%,.00285,0.00,0.00
Op-3-GetItems-19,1,3957,3957,3957,3957,3957,3957,3957,0.000%,.25272,0.32,0.04
Op-7-ChangeTextureMaterial-33,1,127870,127870,127870,127870,127870,127870,127870,0.000%,.00782,0.00,0.00
Op-3-GetItems-39,1,279889,279889,279889,279889,279889,279889,279889,0.000%,.00357,0.00,0.00
Op-8-GenerateAvatar-33,1,3498,3498,3498,3498,3498,3498,3498,0.000%,.28588,0.08,0.10
Workflow-User-33,1,357479,357479,357479,357479,357479,357479,357479,0.000%,.00280,0.01,0.01
Op-4-HideElement-39,1,3094,3094,3094,3094,3094,3094,3094,0.000%,.32321,0.09,0.13
Op-7-ChangeTextureMaterial-13,1,39188,39188,39188,39188,39188,39188,39188,0.000%,.02552,0.01,0.01
Op-5-ShowElement-39,1,3316,3316,3316,3316,3316,3316,3316,0.000%,.30157,0.09,0.11
Op-3-GetItems-27,1,22851,22851,22851,22851,22851,22851,22851,0.000%,.04376,0.06,0.01
Op-6-ChangeTextureColor-39,1,3738,3738,3738,3738,3738,3738,3738,0.000%,.26752,0.08,0.10
Op-4-HideElement-27,1,3564,3564,3564,3564,3564,3564,3564,0.000%,.28058,0.08,0.12
Op-4-HideElement-19,1,15985,15985,15985,15985,15985,15985,15985,0.000%,.06256,0.02,0.03
Op-5-ShowElement-27,1,3204,3204,3204,3204,3204,3204,3204,0.000%,.31211,0.09,0.11
Op-5-ShowElement-19,1,3238,3238,3238,3238,3238,3238,3238,0.000%,.30883,0.09,0.11
Op-6-ChangeTextureColor-27,1,3158,3158,3158,3158,3158,3158,3158,0.000%,.31666,0.09,0.12
Op-6-ChangeTextureColor-19,1,3355,3355,3355,3355,3355,3355,3355,0.000%,.29806,0.08,0.11
Op-8-GenerateAvatar-13,1,17265,17265,17265,17265,17265,17265,17265,0.000%,.05792,0.02,0.02
Workflow-User-13,1,378341,378341,378341,378341,378341,378341,378341,0.000%,.00264,0.01,0.01
Op-7-ChangeTextureMaterial-27,1,4870,4870,4870,4870,4870,4870,4870,0.000%,.20534,0.06,0.08
Op-7-ChangeTextureMaterial-19,1,5067,5067,5067,5067,5067,5067,5067,0.000%,.19736,0.06,0.08
Op-3-GetItems-47,1,187091,187091,187091,187091,187091,187091,187091,0.000%,.00534,0.01,0.00
Op-8-GenerateAvatar-19,1,3185,3185,3185,3185,3185,3185,3185,0.000%,.31397,0.09,0.11
Workflow-User-19,1,382661,382661,382661,382661,382661,382661,382661,0.000%,.00261,0.01,0.01
Op-4-HideElement-47,1,3244,3244,3244,3244,3244,3244,3244,0.000%,.30826,0.09,0.13
Op-2-GetAnimations-41,1,385564,385564,385564,385564,385564,385564,385564,0.000%,.00259,0.00,0.00
Op-5-ShowElement-47,1,3162,3162,3162,3162,3162,3162,3162,0.000%,.31626,0.09,0.12
Op-3-GetItems-41,1,3286,3286,3286,3286,3286,3286,3286,0.000%,.30432,0.39,0.05
Op-4-HideElement-10,1,334659,334659,334659,334659,334659,334659,334659,0.000%,.00299,0.00,0.00
Op-8-GenerateAvatar-27,1,13639,13639,13639,13639,13639,13639,13639,0.000%,.07332,0.02,0.03
Workflow-User-27,1,392502,392502,392502,392502,392502,392502,392502,0.000%,.00255,0.01,0.01
Op-4-HideElement-22,1,169274,169274,169274,169274,169274,169274,169274,0.000%,.00591,0.00,0.00
Op-5-ShowElement-10,1,3493,3493,3493,3493,3493,3493,3493,0.000%,.28629,0.08,0.10
Op-5-ShowElement-22,1,3119,3119,3119,3119,3119,3119,3119,0.000%,.32062,0.09,0.12
Op-6-ChangeTextureColor-10,1,3341,3341,3341,3341,3341,3341,3341,0.000%,.29931,0.09,0.11
Op-4-HideElement-41,1,12490,12490,12490,12490,12490,12490,12490,0.000%,.08006,0.02,0.03
Op-7-ChangeTextureMaterial-10,1,3243,3243,3243,3243,3243,3243,3243,0.000%,.30836,0.09,0.12
Op-6-ChangeTextureColor-44,1,70290,70290,70290,70290,70290,70290,70290,0.000%,.01423,0.00,0.01
Op-5-ShowElement-41,1,3476,3476,3476,3476,3476,3476,3476,0.000%,.28769,0.08,0.11
Op-7-ChangeTextureMaterial-44,1,3275,3275,3275,3275,3275,3275,3275,0.000%,.30534,0.09,0.12
Op-6-ChangeTextureColor-41,1,3232,3232,3232,3232,3232,3232,3232,0.000%,.30941,0.09,0.12
Op-7-ChangeTextureMaterial-41,1,3114,3114,3114,3114,3114,3114,3114,0.000%,.32113,0.09,0.12
Op-8-GenerateAvatar-44,1,3226,3226,3226,3226,3226,3226,3226,0.000%,.30998,0.09,0.11
Workflow-User-44,1,411156,411156,411156,411156,411156,411156,411156,0.000%,.00243,0.01,0.01
Op-8-GenerateAvatar-41,1,3104,3104,3104,3104,3104,3104,3104,0.000%,.32216,0.09,0.11
Workflow-User-41,1,414276,414276,414276,414276,414276,414276,414276,0.000%,.00241,0.01,0.01
Op-7-ChangeTextureMaterial-37,1,113458,113458,113458,113458,113458,113458,113458,0.000%,.00881,0.00,0.00
Op-7-ChangeTextureMaterial-24,1,154538,154538,154538,154538,154538,154538,154538,0.000%,.00647,0.00,0.00
Op-4-HideElement-50,1,136931,136931,136931,136931,136931,136931,136931,0.000%,.00730,0.00,0.00
Op-7-ChangeTextureMaterial-39,1,55811,55811,55811,55811,55811,55811,55811,0.000%,.01792,0.01,0.01
Op-5-ShowElement-50,1,3143,3143,3143,3143,3143,3143,3143,0.000%,.31817,0.09,0.12
Op-4-HideElement-6,1,129882,129882,129882,129882,129882,129882,129882,0.000%,.00770,0.00,0.00
Op-4-HideElement-43,1,79282,79282,79282,79282,79282,79282,79282,0.000%,.01261,0.00,0.01
Op-5-ShowElement-43,1,2925,2925,2925,2925,2925,2925,2925,0.000%,.34188,0.10,0.13
Op-5-ShowElement-6,1,3270,3270,3270,3270,3270,3270,3270,0.000%,.30581,0.09,0.11
Op-8-GenerateAvatar-37,1,15426,15426,15426,15426,15426,15426,15426,0.000%,.06483,0.02,0.02
Workflow-User-37,1,430022,430022,430022,430022,430022,430022,430022,0.000%,.00233,0.01,0.01
Op-6-ChangeTextureColor-6,1,3798,3798,3798,3798,3798,3798,3798,0.000%,.26330,0.08,0.10
Op-8-GenerateAvatar-39,1,12659,12659,12659,12659,12659,12659,12659,0.000%,.07900,0.02,0.03
Workflow-User-39,1,433401,433401,433401,433401,433401,433401,433401,0.000%,.00231,0.01,0.01
Op-6-ChangeTextureColor-43,1,6699,6699,6699,6699,6699,6699,6699,0.000%,.14928,0.04,0.06
Op-2-GetAnimations-4,1,437326,437326,437326,437326,437326,437326,437326,0.000%,.00229,0.00,0.00
Op-6-ChangeTextureColor-32,1,125646,125646,125646,125646,125646,125646,125646,0.000%,.00796,0.00,0.00
Op-7-ChangeTextureMaterial-9,1,274135,274135,274135,274135,274135,274135,274135,0.000%,.00365,0.00,0.00
Op-7-ChangeTextureMaterial-32,1,3194,3194,3194,3194,3194,3194,3194,0.000%,.31309,0.09,0.12
Op-8-GenerateAvatar-46,1,165757,165757,165757,165757,165757,165757,165757,0.000%,.00603,0.00,0.00
Workflow-User-46,1,442850,442850,442850,442850,442850,442850,442850,0.000%,.00226,0.01,0.01
Op-7-ChangeTextureMaterial-43,1,9519,9519,9519,9519,9519,9519,9519,0.000%,.10505,0.03,0.04
Op-8-GenerateAvatar-32,1,6192,6192,6192,6192,6192,6192,6192,0.000%,.16150,0.05,0.06
Workflow-User-32,1,446271,446271,446271,446271,446271,446271,446271,0.000%,.00224,0.01,0.01
Op-8-GenerateAvatar-43,1,3105,3105,3105,3105,3105,3105,3105,0.000%,.32206,0.09,0.11
Workflow-User-43,1,446148,446148,446148,446148,446148,446148,446148,0.000%,.00224,0.01,0.01
Op-8-GenerateAvatar-10,1,47335,47335,47335,47335,47335,47335,47335,0.000%,.02113,0.01,0.01
Workflow-User-10,1,449771,449771,449771,449771,449771,449771,449771,0.000%,.00222,0.01,0.01
Op-8-GenerateAvatar-24,1,32004,32004,32004,32004,32004,32004,32004,0.000%,.03125,0.01,0.01
Workflow-User-24,1,449844,449844,449844,449844,449844,449844,449844,0.000%,.00222,0.01,0.01
Op-3-GetItems-23,1,352082,352082,352082,352082,352082,352082,352082,0.000%,.00284,0.00,0.00
Op-7-ChangeTextureMaterial-15,1,121470,121470,121470,121470,121470,121470,121470,0.000%,.00823,0.00,0.00
Op-4-HideElement-23,1,3069,3069,3069,3069,3069,3069,3069,0.000%,.32584,0.09,0.13
Op-2-GetAnimations-3,1,456652,456652,456652,456652,456652,456652,456652,0.000%,.00219,0.00,0.00
Op-5-ShowElement-23,1,3050,3050,3050,3050,3050,3050,3050,0.000%,.32787,0.09,0.12
Op-3-GetItems-25,1,260510,260510,260510,260510,260510,260510,260510,0.000%,.00384,0.00,0.00
Op-6-ChangeTextureColor-23,1,3201,3201,3201,3201,3201,3201,3201,0.000%,.31240,0.09,0.12
Op-4-HideElement-25,1,2941,2941,2941,2941,2941,2941,2941,0.000%,.34002,0.10,0.14
Op-4-HideElement-40,1,236401,236401,236401,236401,236401,236401,236401,0.000%,.00423,0.00,0.00
Op-5-ShowElement-25,1,4759,4759,4759,4759,4759,4759,4759,0.000%,.21013,0.06,0.08
Op-7-ChangeTextureMaterial-23,1,5083,5083,5083,5083,5083,5083,5083,0.000%,.19673,0.06,0.08
Op-5-ShowElement-40,1,3071,3071,3071,3071,3071,3071,3071,0.000%,.32563,0.09,0.12
Op-8-GenerateAvatar-23,1,3181,3181,3181,3181,3181,3181,3181,0.000%,.31437,0.09,0.11
Workflow-User-23,1,470238,470238,470238,470238,470238,470238,470238,0.000%,.00213,0.01,0.00
Op-6-ChangeTextureColor-40,1,2991,2991,2991,2991,2991,2991,2991,0.000%,.33434,0.10,0.13
Op-3-GetItems-7,1,428911,428911,428911,428911,428911,428911,428911,0.000%,.00233,0.00,0.00
Op-7-ChangeTextureMaterial-40,1,3045,3045,3045,3045,3045,3045,3045,0.000%,.32841,0.09,0.13
Op-4-HideElement-7,1,3094,3094,3094,3094,3094,3094,3094,0.000%,.32321,0.09,0.13
Op-8-GenerateAvatar-40,1,3148,3148,3148,3148,3148,3148,3148,0.000%,.31766,0.09,0.11
Workflow-User-40,1,478148,478148,478148,478148,478148,478148,478148,0.000%,.00209,0.01,0.00
Op-5-ShowElement-7,1,3089,3089,3089,3089,3089,3089,3089,0.000%,.32373,0.09,0.12
Op-3-GetItems-36,1,440866,440866,440866,440866,440866,440866,440866,0.000%,.00227,0.00,0.00
Op-6-ChangeTextureColor-7,1,3123,3123,3123,3123,3123,3123,3123,0.000%,.32020,0.09,0.12
Op-3-GetItems-49,1,133841,133841,133841,133841,133841,133841,133841,0.000%,.00747,0.01,0.00
Op-7-ChangeTextureMaterial-7,1,3194,3194,3194,3194,3194,3194,3194,0.000%,.31309,0.09,0.12
Op-4-HideElement-49,1,3197,3197,3197,3197,3197,3197,3197,0.000%,.31279,0.09,0.13
Op-8-GenerateAvatar-7,1,3865,3865,3865,3865,3865,3865,3865,0.000%,.25873,0.07,0.09
Workflow-User-7,1,490111,490111,490111,490111,490111,490111,490111,0.000%,.00204,0.01,0.00
Op-6-ChangeTextureColor-22,1,93013,93013,93013,93013,93013,93013,93013,0.000%,.01075,0.00,0.00
Op-5-ShowElement-49,1,3805,3805,3805,3805,3805,3805,3805,0.000%,.26281,0.07,0.10
Op-3-GetItems-4,1,57689,57689,57689,57689,57689,57689,57689,0.000%,.01733,0.02,0.00
Op-6-ChangeTextureColor-49,1,3165,3165,3165,3165,3165,3165,3165,0.000%,.31596,0.09,0.12
Op-6-ChangeTextureColor-26,1,159696,159696,159696,159696,159696,159696,159696,0.000%,.00626,0.00,0.00
Op-7-ChangeTextureMaterial-49,1,3169,3169,3169,3169,3169,3169,3169,0.000%,.31556,0.09,0.12
Op-8-GenerateAvatar-9,1,60748,60748,60748,60748,60748,60748,60748,0.000%,.01646,0.00,0.01
Workflow-User-9,1,501163,501163,501163,501163,501163,501163,501163,0.000%,.00200,0.01,0.00
Op-8-GenerateAvatar-49,1,3217,3217,3217,3217,3217,3217,3217,0.000%,.31085,0.09,0.11
Workflow-User-49,1,500825,500825,500825,500825,500825,500825,500825,0.000%,.00200,0.01,0.00
Op-7-ChangeTextureMaterial-26,1,6165,6165,6165,6165,6165,6165,6165,0.000%,.16221,0.05,0.06
Op-6-ChangeTextureColor-50,1,83333,83333,83333,83333,83333,83333,83333,0.000%,.01200,0.00,0.00
Op-8-GenerateAvatar-26,1,3037,3037,3037,3037,3037,3037,3037,0.000%,.32927,0.09,0.12
Workflow-User-26,1,506987,506987,506987,506987,506987,506987,506987,0.000%,.00197,0.01,0.00
Op-7-ChangeTextureMaterial-50,1,3052,3052,3052,3052,3052,3052,3052,0.000%,.32765,0.09,0.13
Op-6-ChangeTextureColor-47,1,121318,121318,121318,121318,121318,121318,121318,0.000%,.00824,0.00,0.00
Op-8-GenerateAvatar-50,1,3109,3109,3109,3109,3109,3109,3109,0.000%,.32165,0.09,0.11
Workflow-User-50,1,510083,510083,510083,510083,510083,510083,510083,0.000%,.00196,0.01,0.00
Op-7-ChangeTextureMaterial-47,1,3047,3047,3047,3047,3047,3047,3047,0.000%,.32819,0.09,0.13
Op-7-ChangeTextureMaterial-11,1,294649,294649,294649,294649,294649,294649,294649,0.000%,.00339,0.00,0.00
Op-8-GenerateAvatar-47,1,3109,3109,3109,3109,3109,3109,3109,0.000%,.32165,0.09,0.11
Workflow-User-47,1,515684,515684,515684,515684,515684,515684,515684,0.000%,.00194,0.01,0.00
Op-8-GenerateAvatar-11,1,2935,2935,2935,2935,2935,2935,2935,0.000%,.34072,0.10,0.12
Workflow-User-11,1,516891,516891,516891,516891,516891,516891,516891,0.000%,.00193,0.01,0.00
Op-4-HideElement-18,1,373711,373711,373711,373711,373711,373711,373711,0.000%,.00268,0.00,0.00
Op-2-GetAnimations-29,1,519632,519632,519632,519632,519632,519632,519632,0.000%,.00192,0.00,0.00
Op-5-ShowElement-18,1,3042,3042,3042,3042,3042,3042,3042,0.000%,.32873,0.09,0.12
Op-3-GetItems-29,1,2999,2999,2999,2999,2999,2999,2999,0.000%,.33344,0.42,0.05
Op-6-ChangeTextureColor-18,1,3015,3015,3015,3015,3015,3015,3015,0.000%,.33167,0.09,0.13
Op-4-HideElement-29,1,3072,3072,3072,3072,3072,3072,3072,0.000%,.32552,0.09,0.13
Op-7-ChangeTextureMaterial-18,1,2980,2980,2980,2980,2980,2980,2980,0.000%,.33557,0.10,0.13
Op-5-ShowElement-29,1,3095,3095,3095,3095,3095,3095,3095,0.000%,.32310,0.09,0.12
Op-4-HideElement-36,1,49460,49460,49460,49460,49460,49460,49460,0.000%,.02022,0.01,0.01
Op-6-ChangeTextureColor-29,1,3252,3252,3252,3252,3252,3252,3252,0.000%,.30750,0.09,0.12
Op-8-GenerateAvatar-18,1,6512,6512,6512,6512,6512,6512,6512,0.000%,.15356,0.04,0.05
Workflow-User-18,1,534781,534781,534781,534781,534781,534781,534781,0.000%,.00187,0.01,0.00
Op-5-ShowElement-36,1,3438,3438,3438,3438,3438,3438,3438,0.000%,.29087,0.08,0.11
Op-6-ChangeTextureColor-36,1,2841,2841,2841,2841,2841,2841,2841,0.000%,.35199,0.10,0.13
Op-7-ChangeTextureMaterial-22,1,46234,46234,46234,46234,46234,46234,46234,0.000%,.02163,0.01,0.01
Op-7-ChangeTextureMaterial-36,1,3015,3015,3015,3015,3015,3015,3015,0.000%,.33167,0.09,0.13
Op-8-GenerateAvatar-22,1,2861,2861,2861,2861,2861,2861,2861,0.000%,.34953,0.10,0.12
Workflow-User-22,1,540618,540618,540618,540618,540618,540618,540618,0.000%,.00185,0.01,0.00
Op-8-GenerateAvatar-36,1,3025,3025,3025,3025,3025,3025,3025,0.000%,.33058,0.09,0.12
Workflow-User-36,1,543305,543305,543305,543305,543305,543305,543305,0.000%,.00184,0.01,0.00
Op-6-ChangeTextureColor-45,1,304340,304340,304340,304340,304340,304340,304340,0.000%,.00329,0.00,0.00
Op-7-ChangeTextureMaterial-6,1,115154,115154,115154,115154,115154,115154,115154,0.000%,.00868,0.00,0.00
Op-7-ChangeTextureMaterial-45,1,2991,2991,2991,2991,2991,2991,2991,0.000%,.33434,0.10,0.13
Op-8-GenerateAvatar-45,1,2919,2919,2919,2919,2919,2919,2919,0.000%,.34258,0.10,0.12
Workflow-User-45,1,549043,549043,549043,549043,549043,549043,549043,0.000%,.00182,0.01,0.00
Op-8-GenerateAvatar-6,1,3032,3032,3032,3032,3032,3032,3032,0.000%,.32982,0.09,0.12
Workflow-User-6,1,549841,549841,549841,549841,549841,549841,549841,0.000%,.00182,0.01,0.00
Op-7-ChangeTextureMaterial-29,1,20444,20444,20444,20444,20444,20444,20444,0.000%,.04891,0.01,0.02
Op-8-GenerateAvatar-15,1,99601,99601,99601,99601,99601,99601,99601,0.000%,.01004,0.00,0.00
Workflow-User-15,1,552805,552805,552805,552805,552805,552805,552805,0.000%,.00181,0.01,0.00
Op-8-GenerateAvatar-29,1,2817,2817,2817,2817,2817,2817,2817,0.000%,.35499,0.10,0.13
Workflow-User-29,1,555333,555333,555333,555333,555333,555333,555333,0.000%,.00180,0.01,0.00
Op-3-GetItems-3,1,99617,99617,99617,99617,99617,99617,99617,0.000%,.01004,0.01,0.00
Op-4-HideElement-3,1,2741,2741,2741,2741,2741,2741,2741,0.000%,.36483,0.10,0.15
Op-6-ChangeTextureColor-12,1,318374,318374,318374,318374,318374,318374,318374,0.000%,.00314,0.00,0.00
Op-5-ShowElement-3,1,2855,2855,2855,2855,2855,2855,2855,0.000%,.35026,0.10,0.13
Op-7-ChangeTextureMaterial-12,1,2957,2957,2957,2957,2957,2957,2957,0.000%,.33818,0.10,0.13
Op-6-ChangeTextureColor-3,1,2905,2905,2905,2905,2905,2905,2905,0.000%,.34423,0.10,0.13
Op-8-GenerateAvatar-12,1,2983,2983,2983,2983,2983,2983,2983,0.000%,.33523,0.10,0.12
Workflow-User-12,1,565360,565360,565360,565360,565360,565360,565360,0.000%,.00177,0.01,0.00
Op-7-ChangeTextureMaterial-3,1,2783,2783,2783,2783,2783,2783,2783,0.000%,.35932,0.10,0.14
Op-8-GenerateAvatar-34,1,292892,292892,292892,292892,292892,292892,292892,0.000%,.00341,0.00,0.00
Workflow-User-34,1,568475,568475,568475,568475,568475,568475,568475,0.000%,.00176,0.01,0.00
Op-8-GenerateAvatar-3,1,2917,2917,2917,2917,2917,2917,2917,0.000%,.34282,0.10,0.12
Workflow-User-3,1,570478,570478,570478,570478,570478,570478,570478,0.000%,.00175,0.01,0.00
Op-7-ChangeTextureMaterial-38,1,273634,273634,273634,273634,273634,273634,273634,0.000%,.00365,0.00,0.00
Op-6-ChangeTextureColor-25,1,106778,106778,106778,106778,106778,106778,106778,0.000%,.00937,0.00,0.00
Op-8-GenerateAvatar-38,1,2999,2999,2999,2999,2999,2999,2999,0.000%,.33344,0.10,0.12
Workflow-User-38,1,574189,574189,574189,574189,574189,574189,574189,0.000%,.00174,0.01,0.00
Op-7-ChangeTextureMaterial-25,1,2811,2811,2811,2811,2811,2811,2811,0.000%,.35575,0.10,0.14
Op-4-HideElement-4,1,83017,83017,83017,83017,83017,83017,83017,0.000%,.01205,0.00,0.00
Op-8-GenerateAvatar-25,1,2937,2937,2937,2937,2937,2937,2937,0.000%,.34048,0.10,0.12
Workflow-User-25,1,579389,579389,579389,579389,579389,579389,579389,0.000%,.00173,0.01,0.00
Op-5-ShowElement-4,1,2724,2724,2724,2724,2724,2724,2724,0.000%,.36711,0.10,0.13
Op-6-ChangeTextureColor-4,1,2653,2653,2653,2653,2653,2653,2653,0.000%,.37693,0.11,0.14
Op-7-ChangeTextureMaterial-4,1,2691,2691,2691,2691,2691,2691,2691,0.000%,.37161,0.11,0.14
Op-8-GenerateAvatar-4,1,2589,2589,2589,2589,2589,2589,2589,0.000%,.38625,0.11,0.14
Workflow-User-4,1,588703,588703,588703,588703,588703,588703,588703,0.000%,.00170,0.01,0.00
TOTAL,450,93769,5083,347853,456652,568475,2,588703,0.000%,.76431,0.56,0.40
