Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Op-2-GetAnimations-86,1,101502,101502,101502,0.00,0.000%,.00985,0.00,0.00,296.0
Op-3-GetItems-32,1,4773,4773,4773,0.00,0.000%,.20951,0.27,0.03,1298.0
Op-2-GetAnimations-100,1,105898,105898,105898,0.00,0.000%,.00944,0.00,0.00,296.0
Op-4-HideElement-32,1,4492,4492,4492,0.00,0.000%,.22262,0.06,0.09,292.0
Op-3-GetItems-100,1,4901,4901,4901,0.00,0.000%,.20404,0.26,0.03,1298.0
Op-5-ShowElement-32,1,4815,4815,4815,0.00,0.000%,.20768,0.06,0.08,292.0
Op-4-HideElement-100,1,4814,4814,4814,0.00,0.000%,.20773,0.06,0.09,292.0
Op-2-GetAnimations-45,1,118745,118745,118745,0.00,0.000%,.00842,0.00,0.00,296.0
Op-5-ShowElement-100,1,5435,5435,5435,0.00,0.000%,.18399,0.05,0.07,292.0
Op-2-GetAnimations-64,1,121928,121928,121928,0.00,0.000%,.00820,0.00,0.00,296.0
Op-2-GetAnimations-11,1,127265,127265,127265,0.00,0.000%,.00786,0.00,0.00,296.0
Op-3-GetItems-64,1,4833,4833,4833,0.00,0.000%,.20691,0.26,0.03,1298.0
Op-3-GetItems-11,1,4781,4781,4781,0.00,0.000%,.20916,0.27,0.03,1298.0
Op-4-HideElement-64,1,4779,4779,4779,0.00,0.000%,.20925,0.06,0.09,292.0
Op-2-GetAnimations-92,1,135724,135724,135724,0.00,0.000%,.00737,0.00,0.00,296.0
Op-5-ShowElement-64,1,4892,4892,4892,0.00,0.000%,.20442,0.06,0.07,292.0
Op-2-GetAnimations-84,1,140791,140791,140791,0.00,0.000%,.00710,0.00,0.00,296.0
Op-6-ChangeTextureColor-64,1,4771,4771,4771,0.00,0.000%,.20960,0.06,0.08,292.0
Op-3-GetItems-84,1,4638,4638,4638,0.00,0.000%,.21561,0.27,0.03,1298.0
Op-3-GetItems-57,1,89622,89622,89622,0.00,0.000%,.01116,0.01,0.00,1298.0
Op-2-GetAnimations-70,1,150700,150700,150700,0.00,0.000%,.00664,0.00,0.00,296.0
Op-3-GetItems-85,1,136835,136835,136835,0.00,0.000%,.00731,0.01,0.00,1298.0
Op-2-GetAnimations-34,1,155665,155665,155665,0.00,0.000%,.00642,0.00,0.00,296.0
Op-2-GetAnimations-81,1,155166,155166,155166,0.00,0.000%,.00644,0.00,0.00,296.0
Op-3-GetItems-34,1,5006,5006,5006,0.00,0.000%,.19976,0.25,0.03,1298.0
Op-3-GetItems-81,1,5208,5208,5208,0.00,0.000%,.19201,0.24,0.03,1298.0
Op-4-HideElement-34,1,7372,7372,7372,0.00,0.000%,.13565,0.04,0.06,292.0
Op-4-HideElement-81,1,7043,7043,7043,0.00,0.000%,.14198,0.04,0.06,292.0
Op-2-GetAnimations-79,1,168535,168535,168535,0.00,0.000%,.00593,0.00,0.00,296.0
Op-5-ShowElement-34,1,7349,7349,7349,0.00,0.000%,.13607,0.04,0.05,292.0
Op-5-ShowElement-81,1,7614,7614,7614,0.00,0.000%,.13134,0.04,0.05,292.0
Op-4-HideElement-57,1,28995,28995,28995,0.00,0.000%,.03449,0.01,0.01,292.0
Op-2-GetAnimations-75,1,180318,180318,180318,0.00,0.000%,.00555,0.00,0.00,296.0
Op-5-ShowElement-57,1,5305,5305,5305,0.00,0.000%,.18850,0.05,0.07,292.0
Op-6-ChangeTextureColor-57,1,4775,4775,4775,0.00,0.000%,.20942,0.06,0.08,292.0
Op-3-GetItems-75,1,4951,4951,4951,0.00,0.000%,.20198,0.26,0.03,1298.0
Op-2-GetAnimations-35,1,191920,191920,191920,0.00,0.000%,.00521,0.00,0.00,296.0
Op-2-GetAnimations-44,1,193255,193255,193255,0.00,0.000%,.00517,0.00,0.00,296.0
Op-3-GetItems-41,1,96215,96215,96215,0.00,0.000%,.01039,0.01,0.00,1298.0
Op-6-ChangeTextureColor-32,1,85424,85424,85424,0.00,0.000%,.01171,0.00,0.00,292.0
Op-4-HideElement-41,1,4951,4951,4951,0.00,0.000%,.20198,0.06,0.08,292.0
Op-2-GetAnimations-38,1,202868,202868,202868,0.00,0.000%,.00493,0.00,0.00,296.0
Op-5-ShowElement-41,1,4794,4794,4794,0.00,0.000%,.20859,0.06,0.08,292.0
Op-3-GetItems-38,1,4842,4842,4842,0.00,0.000%,.20653,0.26,0.03,1298.0
Op-3-GetItems-45,1,89529,89529,89529,0.00,0.000%,.01117,0.01,0.00,1298.0
Op-6-ChangeTextureColor-81,1,37024,37024,37024,0.00,0.000%,.02701,0.01,0.01,292.0
Op-2-GetAnimations-17,1,213271,213271,213271,0.00,0.000%,.00469,0.00,0.00,296.0
Op-7-ChangeTextureMaterial-81,1,4737,4737,4737,0.00,0.000%,.21110,0.06,0.08,292.0
Op-2-GetAnimations-77,1,217329,217329,217329,0.00,0.000%,.00460,0.00,0.00,296.0
Op-6-ChangeTextureColor-41,1,19466,19466,19466,0.00,0.000%,.05137,0.01,0.02,292.0
Op-2-GetAnimations-90,1,222300,222300,222300,0.00,0.000%,.00450,0.00,0.00,296.0
Op-2-GetAnimations-24,1,228063,228063,228063,0.00,0.000%,.00438,0.00,0.00,296.0
Op-2-GetAnimations-61,1,228072,228072,228072,0.00,0.000%,.00438,0.00,0.00,296.0
Op-4-HideElement-38,1,25340,25340,25340,0.00,0.000%,.03946,0.01,0.02,292.0
Op-3-GetItems-61,1,4974,4974,4974,0.00,0.000%,.20105,0.25,0.03,1298.0
Op-2-GetAnimations-87,1,237125,237125,237125,0.00,0.000%,.00422,0.00,0.00,296.0
Op-5-ShowElement-38,1,5359,5359,5359,0.00,0.000%,.18660,0.05,0.07,292.0
Op-3-GetItems-87,1,4763,4763,4763,0.00,0.000%,.20995,0.27,0.03,1298.0
Op-6-ChangeTextureColor-38,1,5078,5078,5078,0.00,0.000%,.19693,0.06,0.07,292.0
Op-4-HideElement-87,1,5052,5052,5052,0.00,0.000%,.19794,0.06,0.08,292.0
Op-2-GetAnimations-50,1,248587,248587,248587,0.00,0.000%,.00402,0.00,0.00,296.0
Op-2-GetAnimations-72,1,252607,252607,252607,0.00,0.000%,.00396,0.00,0.00,296.0
Op-5-ShowElement-87,1,5713,5713,5713,0.00,0.000%,.17504,0.05,0.06,292.0
Op-3-GetItems-72,1,4670,4670,4670,0.00,0.000%,.21413,0.27,0.03,1298.0
Op-6-ChangeTextureColor-87,1,5142,5142,5142,0.00,0.000%,.19448,0.06,0.07,292.0
Op-4-HideElement-72,1,5120,5120,5120,0.00,0.000%,.19531,0.06,0.08,292.0
Op-7-ChangeTextureMaterial-87,1,5249,5249,5249,0.00,0.000%,.19051,0.05,0.07,292.0
Op-5-ShowElement-72,1,5094,5094,5094,0.00,0.000%,.19631,0.06,0.07,292.0
Op-8-GenerateAvatar-87,1,5048,5048,5048,0.00,0.000%,.19810,0.06,0.07,292.0
Workflow-User-87,1,268453,268453,268453,0.00,0.000%,.00373,0.01,0.01,3366.0
Op-6-ChangeTextureColor-72,1,4944,4944,4944,0.00,0.000%,.20227,0.06,0.08,292.0
Op-2-GetAnimations-60,1,273312,273312,273312,0.00,0.000%,.00366,0.00,0.00,296.0
Op-7-ChangeTextureMaterial-72,1,5026,5026,5026,0.00,0.000%,.19897,0.06,0.08,292.0
Op-3-GetItems-60,1,4975,4975,4975,0.00,0.000%,.20101,0.25,0.03,1298.0
Op-8-GenerateAvatar-72,1,4423,4423,4423,0.00,0.000%,.22609,0.06,0.08,292.0
Workflow-User-72,1,282157,282157,282157,0.00,0.000%,.00354,0.01,0.01,3366.0
Op-4-HideElement-60,1,5118,5118,5118,0.00,0.000%,.19539,0.06,0.08,292.0
Op-4-HideElement-11,1,155030,155030,155030,0.00,0.000%,.00645,0.00,0.00,292.0
Op-5-ShowElement-60,1,4983,4983,4983,0.00,0.000%,.20068,0.06,0.07,292.0
Op-5-ShowElement-11,1,5037,5037,5037,0.00,0.000%,.19853,0.06,0.07,292.0
Op-6-ChangeTextureColor-60,1,4627,4627,4627,0.00,0.000%,.21612,0.06,0.08,292.0
Op-6-ChangeTextureColor-11,1,4446,4446,4446,0.00,0.000%,.22492,0.06,0.09,292.0
Op-2-GetAnimations-28,1,298438,298438,298438,0.00,0.000%,.00335,0.00,0.00,296.0
Op-7-ChangeTextureMaterial-11,1,4772,4772,4772,0.00,0.000%,.20956,0.06,0.08,292.0
Op-3-GetItems-28,1,4420,4420,4420,0.00,0.000%,.22624,0.29,0.03,1298.0
Op-8-GenerateAvatar-11,1,4852,4852,4852,0.00,0.000%,.20610,0.06,0.07,292.0
Workflow-User-11,1,306227,306227,306227,0.00,0.000%,.00327,0.01,0.01,3366.0
Op-2-GetAnimations-27,1,307970,307970,307970,0.00,0.000%,.00325,0.00,0.00,296.0
Op-2-GetAnimations-16,1,311068,311068,311068,0.00,0.000%,.00321,0.00,0.00,296.0
Op-7-ChangeTextureMaterial-69,1,219390,219390,219390,0.00,0.000%,.00456,0.00,0.00,292.0
Op-3-GetItems-16,1,6062,6062,6062,0.00,0.000%,.16496,0.21,0.02,1298.0
Op-8-GenerateAvatar-69,1,6019,6019,6019,0.00,0.000%,.16614,0.05,0.06,292.0
Workflow-User-69,1,318223,318223,318223,0.00,0.000%,.00314,0.01,0.01,3366.0
Op-2-GetAnimations-53,1,318483,318483,318483,0.00,0.000%,.00314,0.00,0.00,296.0
Op-2-GetAnimations-82,1,322612,322612,322612,0.00,0.000%,.00310,0.00,0.00,296.0
Op-3-GetItems-53,1,4686,4686,4686,0.00,0.000%,.21340,0.27,0.03,1298.0
Op-4-HideElement-53,1,6723,6723,6723,0.00,0.000%,.14874,0.04,0.06,292.0
Op-3-GetItems-82,1,6904,6904,6904,0.00,0.000%,.14484,0.18,0.02,1298.0
Op-2-GetAnimations-54,1,330183,330183,330183,0.00,0.000%,.00303,0.00,0.00,296.0
Op-5-ShowElement-53,1,4813,4813,4813,0.00,0.000%,.20777,0.06,0.08,292.0
Op-2-GetAnimations-31,1,335187,335187,335187,0.00,0.000%,.00298,0.00,0.00,296.0
Op-6-ChangeTextureColor-53,1,4430,4430,4430,0.00,0.000%,.22573,0.06,0.09,292.0
Op-3-GetItems-31,1,4361,4361,4361,0.00,0.000%,.22931,0.29,0.03,1298.0
Op-7-ChangeTextureMaterial-53,1,4722,4722,4722,0.00,0.000%,.21177,0.06,0.08,292.0
Op-4-HideElement-31,1,4738,4738,4738,0.00,0.000%,.21106,0.06,0.09,292.0
Op-2-GetAnimations-83,1,349623,349623,349623,0.00,0.000%,.00286,0.00,0.00,296.0
Op-3-GetItems-2,1,345917,345917,345917,0.00,0.000%,.00289,0.00,0.00,1298.0
Op-5-ShowElement-31,1,7380,7380,7380,0.00,0.000%,.13550,0.04,0.05,292.0
Op-4-HideElement-2,1,4723,4723,4723,0.00,0.000%,.21173,0.06,0.09,292.0
Op-6-ChangeTextureColor-31,1,4384,4384,4384,0.00,0.000%,.22810,0.07,0.09,292.0
Op-5-ShowElement-2,1,4598,4598,4598,0.00,0.000%,.21749,0.06,0.08,292.0
Op-3-GetItems-3,1,327218,327218,327218,0.00,0.000%,.00306,0.00,0.00,1298.0
Op-6-ChangeTextureColor-2,1,4590,4590,4590,0.00,0.000%,.21786,0.06,0.08,292.0
Op-2-GetAnimations-88,1,364723,364723,364723,0.00,0.000%,.00274,0.00,0.00,296.0
Op-7-ChangeTextureMaterial-38,1,126454,126454,126454,0.00,0.000%,.00791,0.00,0.00,292.0
Op-2-GetAnimations-99,1,369666,369666,369666,0.00,0.000%,.00271,0.00,0.00,296.0
Op-3-GetItems-83,1,25051,25051,25051,0.00,0.000%,.03992,0.05,0.01,1298.0
Op-4-HideElement-82,1,46678,46678,46678,0.00,0.000%,.02142,0.01,0.01,292.0
Op-7-ChangeTextureMaterial-31,1,28272,28272,28272,0.00,0.000%,.03537,0.01,0.01,292.0
Op-2-GetAnimations-93,1,383649,383649,383649,0.00,0.000%,.00261,0.00,0.00,296.0
Op-5-ShowElement-82,1,8543,8543,8543,0.00,0.000%,.11705,0.03,0.04,292.0
Op-7-ChangeTextureMaterial-60,1,96861,96861,96861,0.00,0.000%,.01032,0.00,0.00,292.0
Op-6-ChangeTextureColor-82,1,5167,5167,5167,0.00,0.000%,.19354,0.06,0.07,292.0
Op-8-GenerateAvatar-60,1,5297,5297,5297,0.00,0.000%,.18879,0.05,0.07,292.0
Workflow-User-60,1,395396,395396,395396,0.00,0.000%,.00253,0.01,0.01,3366.0
Op-7-ChangeTextureMaterial-82,1,5011,5011,5011,0.00,0.000%,.19956,0.06,0.08,292.0
Op-2-GetAnimations-4,1,401074,401074,401074,0.00,0.000%,.00249,0.00,0.00,296.0
Op-8-GenerateAvatar-82,1,5282,5282,5282,0.00,0.000%,.18932,0.05,0.07,292.0
Workflow-User-82,1,400510,400510,400510,0.00,0.000%,.00250,0.01,0.01,3366.0
Op-3-GetItems-4,1,5282,5282,5282,0.00,0.000%,.18932,0.24,0.03,1298.0
Op-3-GetItems-93,1,21739,21739,21739,0.00,0.000%,.04600,0.06,0.01,1298.0
Op-3-GetItems-10,1,401174,401174,401174,0.00,0.000%,.00249,0.00,0.00,1298.0
Op-2-GetAnimations-67,1,410745,410745,410745,0.00,0.000%,.00243,0.00,0.00,296.0
Op-3-GetItems-50,1,169760,169760,169760,0.00,0.000%,.00589,0.01,0.00,1298.0
Op-2-GetAnimations-19,1,419263,419263,419263,0.00,0.000%,.00239,0.00,0.00,296.0
Op-4-HideElement-75,1,233281,233281,233281,0.00,0.000%,.00429,0.00,0.00,292.0
Op-3-GetItems-35,1,233321,233321,233321,0.00,0.000%,.00429,0.01,0.00,1298.0
Op-5-ShowElement-75,1,7322,7322,7322,0.00,0.000%,.13657,0.04,0.05,292.0
Op-2-GetAnimations-9,1,426861,426861,426861,0.00,0.000%,.00234,0.00,0.00,296.0
Op-6-ChangeTextureColor-100,1,309607,309607,309607,0.00,0.000%,.00323,0.00,0.00,292.0
Op-6-ChangeTextureColor-75,1,5455,5455,5455,0.00,0.000%,.18332,0.05,0.07,292.0
Op-4-HideElement-84,1,290689,290689,290689,0.00,0.000%,.00344,0.00,0.00,292.0
